claim_id,artifact,artifact_location,report_occurrence_count,claim_text,claim_type,population,comparator,endpoint,timepoint,value,unit,source_ids,source_urls,exact_anchors,access_depth,evidence_tier,requires_inline_citation,first_pass_decision,first_pass_rationale,blind_verdict,blind_failure_mode,resolution,final_display_state,canonical_artifact,canonical_row_ids,canonical_artifact_sha256,display_order,data_cut,schema_version,notes
SOC-CONFLICT-JP-BCQ2,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=77,1,Japan BCQ2의 broader first-choice exception은 임신 4w0d–15w6d이며 FCQ1 avoidance interval과 병합하지 않는다.,pregnancy_timing_guidance,Region- and source-defined population,NA (no comparator),SoC framework or source discrepancy,2026-09-10 data cut,Japan BCQ2의 broader first-choice exception은 임신 4w0d–15w6d이며 FCQ1 avoidance interval과 병합하지 않는다.,narrative status,741,https://www.japanthyroid.jp/doctor/img/basedou_2019cq.pdf,SOURCE_ANCHOR:JP-JTA2019-BCQ2,Acquired and hash-verified source document (application/pdf),A2 national society guideline,Yes,support,Both exact source wordings and their non-harmonized interpretation are retained.,support,support,NA (no first-pass correction required),final_displayed_blind_support,source_anchors_v2.csv,anchor=JP-JTA2019-BCQ2,d58a5c22ab79ea912bbf68c10314e3154da14f62eb39640eaa4c81331c2f3438,113,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0074 (BATCH-03): support; same coordinator, stance-hidden, not independent validation."
DIRECT-LCA-MECHANISM,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=160,1,"LCA-0321은 anti-TSHR autoantibodies를 선택적으로 결합·제거하도록 설계된 LYTAC degrader이며, sponsor는 general immunosuppression 없이 driver 제거를 목표로 설명한다.",direct_program_mechanism_or_status,Source-defined GD/TED or Phase 1 population,NA (no comparator),"Mechanism, phase, status, or planned enrollment",2026-09-10 data cut,"LCA-0321은 anti-TSHR autoantibodies를 선택적으로 결합·제거하도록 설계된 LYTAC degrader이며, sponsor는 general immunosuppression 없이 driver 제거를 목표로 설명한다.",narrative,1,https://lyciatx.com/pipeline/programs/,DIRECT_ANCHOR:LCA0321-SPONSOR-IDENTITY-MECHANISM; DIRECT_ANCHOR:LCA0321-SPONSOR-DESIGN,Retrieved web-source document block,C1 sponsor primary,Yes,support,Sponsor-described intended mechanism; human selectivity and benefit remain unestablished.,support,support,NA (no first-pass correction required),final_displayed_blind_support,claim_evidence_anchors_v2.csv,DIRECT_ANCHOR:LCA0321-SPONSOR-IDENTITY-MECHANISM;DIRECT_ANCHOR:LCA0321-SPONSOR-DESIGN,99456c14392e492eb1f56d1aea3ad089dcfdc4eb0ce9ee5663b44d577a4ff600,114,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0160 (BATCH-07): support; same coordinator, stance-hidden, not independent validation."
DIRECT-LCA-PHASE-STATUS,report_graves_ted_landscape_v2.md,"report_graves_ted_landscape_v2.md::lines=14,161",2,"CTIS 2025-524053-14-00/LCA-0321-01은 Phase 1 first-in-human SAD/MAD이며 frozen cut에서 ongoing, recruiting이었다.",direct_program_mechanism_or_status,Source-defined GD/TED or Phase 1 population,NA (no comparator),"Mechanism, phase, status, or planned enrollment",2026-09-10 data cut,"CTIS 2025-524053-14-00/LCA-0321-01은 Phase 1 first-in-human SAD/MAD이며 frozen cut에서 ongoing, recruiting이었다.",narrative,2,https://ctis.eu/trial/2025-524053-14-00,DIRECT_ANCHOR:LCA0321-CTIS-PHASE-STATUS; DIRECT_ANCHOR:LCA0321-CTIS-SAD-MAD-TITLE,Retrieved registry document block,A1 official registry,Yes,support,Official registry supports phase/design/status only; no efficacy result is posted.,support,support,NA (no first-pass correction required),final_displayed_blind_support,claim_evidence_anchors_v2.csv,DIRECT_ANCHOR:LCA0321-CTIS-PHASE-STATUS;DIRECT_ANCHOR:LCA0321-CTIS-SAD-MAD-TITLE,99456c14392e492eb1f56d1aea3ad089dcfdc4eb0ce9ee5663b44d577a4ff600,115,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0130 (BATCH-06): support; same coordinator, stance-hidden, not independent validation."
DIRECT-LCA-PLANNED-N,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=162,1,LCA-0321 Phase 1의 planned enrollment는 48명이며 analyzed N으로 대체할 수 없다.,direct_program_mechanism_or_status,Source-defined GD/TED or Phase 1 population,NA (no comparator),"Mechanism, phase, status, or planned enrollment",2026-09-10 data cut,LCA-0321 Phase 1의 planned enrollment는 48명이며 analyzed N으로 대체할 수 없다.,narrative,2,https://ctis.eu/trial/2025-524053-14-00,DIRECT_ANCHOR:LCA0321-CTIS-PLANNED-N,Retrieved registry document block,A1 official registry,Yes,support,"Planned enrollment is not enrolled, randomized, or analyzed N.",support,support,NA (no first-pass correction required),final_displayed_blind_support,claim_evidence_anchors_v2.csv,DIRECT_ANCHOR:LCA0321-CTIS-PLANNED-N,99456c14392e492eb1f56d1aea3ad089dcfdc4eb0ce9ee5663b44d577a4ff600,116,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0055 (BATCH-03): support; same coordinator, stance-hidden, not independent validation."
DIRECT-MER-MECHANISM,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=167,1,MER511은 anti-TSHR autoantibodies를 neutralize/clear하고 antigen-specific B-cell function을 억제하도록 설계된 TSHR-IgG Fc fusion precision biologic이다.,direct_program_mechanism_or_status,Source-defined GD/TED or Phase 1 population,NA (no comparator),"Mechanism, phase, status, or planned enrollment",2026-09-10 data cut,MER511은 anti-TSHR autoantibodies를 neutralize/clear하고 antigen-specific B-cell function을 억제하도록 설계된 TSHR-IgG Fc fusion precision biologic이다.,narrative,6; 8,https://meridabio.com/pipeline-programs/; https://doi.org/10.1210/jendso/bvaf149.2238,DIRECT_ANCHOR:MER511-SPONSOR-PRECISION-DESIGN; DIRECT_ANCHOR:MER511-OR31-CONSTRUCT; DIRECT_ANCHOR:MER511-OR31-AAB-B-CELL-MECHANISM,Retrieved web-source document block | Retrieved abstract document block,C1 sponsor primary | B2 conference abstract,Yes,support,Sponsor and congress-abstract preclinical evidence; no human efficacy inference.,support,support,NA (no first-pass correction required),final_displayed_blind_support,claim_evidence_anchors_v2.csv,DIRECT_ANCHOR:MER511-SPONSOR-PRECISION-DESIGN;DIRECT_ANCHOR:MER511-OR31-CONSTRUCT;DIRECT_ANCHOR:MER511-OR31-AAB-B-CELL-MECHANISM,99456c14392e492eb1f56d1aea3ad089dcfdc4eb0ce9ee5663b44d577a4ff600,117,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0002 (BATCH-01): support; same coordinator, stance-hidden, not independent validation."
DIRECT-MER-PHASE-STATUS,report_graves_ted_landscape_v2.md,"report_graves_ted_landscape_v2.md::lines=15,168",2,NEXUS NCT07305818은 18–55세 adult GD에서 IV/SC MER511 SAD/MAD를 평가하는 placebo-controlled Phase 1 first-in-human study이며 frozen cut에서 recruiting이었다.,direct_program_mechanism_or_status,Source-defined GD/TED or Phase 1 population,NA (no comparator),"Mechanism, phase, status, or planned enrollment",2026-09-10 data cut,NEXUS NCT07305818은 18–55세 adult GD에서 IV/SC MER511 SAD/MAD를 평가하는 placebo-controlled Phase 1 first-in-human study이며 frozen cut에서 recruiting이었다.,narrative,7; 898,https://clinicaltrials.gov/study/NCT07305818,DIRECT_ANCHOR:MER511-NEXUS-OFFICIAL-TITLE; DIRECT_ANCHOR:MER511-NEXUS-RECRUITING; DIRECT_ANCHOR:MER511-NEXUS-ROUTES-PURPOSE; DIRECT_ANCHOR:MER511-NEXUS-AGE-PKPD,Retrieved registry document block | Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,Protocol population and status only; no posted efficacy result.,support,support,NA (no first-pass correction required),final_displayed_blind_support,claim_evidence_anchors_v2.csv,DIRECT_ANCHOR:MER511-NEXUS-OFFICIAL-TITLE;DIRECT_ANCHOR:MER511-NEXUS-RECRUITING;DIRECT_ANCHOR:MER511-NEXUS-ROUTES-PURPOSE;DIRECT_ANCHOR:MER511-NEXUS-AGE-PKPD,99456c14392e492eb1f56d1aea3ad089dcfdc4eb0ce9ee5663b44d577a4ff600,118,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0149 (BATCH-06): support; same coordinator, stance-hidden, not independent validation."
DIRECT-MER-TSH-SPARING,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=169,1,"MER511의 TSH non-binding, TSH-signaling preservation 및 total-IgG sparing은 sponsor/preclinical claim이며 사람에서 검증되지 않았다.",direct_program_mechanism_or_status,Source-defined GD/TED or Phase 1 population,NA (no comparator),"Mechanism, phase, status, or planned enrollment",2026-09-10 data cut,"MER511의 TSH non-binding, TSH-signaling preservation 및 total-IgG sparing은 sponsor/preclinical claim이며 사람에서 검증되지 않았다.",narrative,6; 8,https://meridabio.com/pipeline-programs/; https://doi.org/10.1210/jendso/bvaf149.2238,DIRECT_ANCHOR:MER511-SPONSOR-TSH-SPARING-HYPOTHESIS; DIRECT_ANCHOR:MER511-OR31-TSH-SIGNALING; DIRECT_ANCHOR:MER511-OR31-SELECTIVE-DEPLETION-MOUSE,Retrieved web-source document block | Retrieved abstract document block,C1 sponsor primary | B2 conference abstract,Yes,support,Explicitly bounded to sponsor/preclinical evidence; human proof is absent.,support,support,NA (no first-pass correction required),final_displayed_blind_support,claim_evidence_anchors_v2.csv,DIRECT_ANCHOR:MER511-SPONSOR-TSH-SPARING-HYPOTHESIS;DIRECT_ANCHOR:MER511-OR31-TSH-SIGNALING;DIRECT_ANCHOR:MER511-OR31-SELECTIVE-DEPLETION-MOUSE,99456c14392e492eb1f56d1aea3ad089dcfdc4eb0ce9ee5663b44d577a4ff600,119,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0115 (BATCH-05): support; same coordinator, stance-hidden, not independent validation."
DIRECT-LCA-EVIDENCE-BOUNDARY,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=163,1,"Frozen evidence package에는 LCA-0321의 human efficacy, immunogenicity, autoantibody rebound, normal TSH physiology preservation, TED–biochemical concordance 또는 off-treatment durability를 확립한 human result가 포함되지 않았다.",direct_program_mechanism_or_status,Source-defined GD/TED or Phase 1 population,NA (no comparator),"Mechanism, phase, status, or planned enrollment",2026-09-10 data cut,"Frozen evidence package에는 LCA-0321의 human efficacy, immunogenicity, autoantibody rebound, normal TSH physiology preservation, TED–biochemical concordance 또는 off-treatment durability를 확립한 human result가 포함되지 않았다.",narrative,1; 2,https://lyciatx.com/pipeline/programs/; https://ctis.eu/trial/2025-524053-14-00,DIRECT_ANCHOR:LCA0321-SPONSOR-DESIGN; DIRECT_ANCHOR:LCA0321-CTIS-PHASE-STATUS; DIRECT_ANCHOR:LCA0321-CTIS-SAD-MAD-TITLE,Retrieved web-source document block | Retrieved registry document block,C1 sponsor primary | A1 official registry,Yes,support,"Bounded negative inventory statement: the recovered sponsor/CTIS evidence describes intended mechanism and an ongoing first-in-human protocol, not posted human outcomes.",support,support,NA (no first-pass correction required),final_displayed_blind_support,claim_evidence_anchors_v2.csv,DIRECT_ANCHOR:LCA0321-SPONSOR-DESIGN;DIRECT_ANCHOR:LCA0321-CTIS-PHASE-STATUS;DIRECT_ANCHOR:LCA0321-CTIS-SAD-MAD-TITLE,99456c14392e492eb1f56d1aea3ad089dcfdc4eb0ce9ee5663b44d577a4ff600,120,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0087 (BATCH-04): support; same coordinator, stance-hidden, not independent validation."
DIRECT-MER-EVIDENCE-BOUNDARY,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=170,1,"NEXUS protocol objectives는 safety, tolerability, PK, PD, immunogenicity이며 frozen registry record에는 posted results가 없다; clinical efficacy와 durable remission은 미확정이다.",direct_program_mechanism_or_status,Source-defined GD/TED or Phase 1 population,NA (no comparator),"Mechanism, phase, status, or planned enrollment",2026-09-10 data cut,"NEXUS protocol objectives는 safety, tolerability, PK, PD, immunogenicity이며 frozen registry record에는 posted results가 없다; clinical efficacy와 durable remission은 미확정이다.",narrative,7; 898,https://clinicaltrials.gov/study/NCT07305818,DIRECT_ANCHOR:MER511-NEXUS-AGE-PKPD; DIRECT_ANCHOR:MER511-NEXUS-RECRUITING; CANONICAL:clinical_trials_v2.csv::trial_id=NCT07305818;has_posted_results=No,Retrieved registry document block | Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,Official protocol objectives and the frozen registry result flag support this bounded evidence-status statement; absence is limited to the frozen package.,support,support,NA (no first-pass correction required),final_displayed_blind_support,claim_evidence_anchors_v2.csv,DIRECT_ANCHOR:MER511-NEXUS-AGE-PKPD;DIRECT_ANCHOR:MER511-NEXUS-RECRUITING;CANONICAL:clinical_trials_v2.csv::trial_id=NCT07305818;has_posted_results=No,99456c14392e492eb1f56d1aea3ad089dcfdc4eb0ce9ee5663b44d577a4ff600,121,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0023 (BATCH-01): support; same coordinator, stance-hidden, not independent validation."
DIRECT-OTHER-01,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=176,1,GenSci098 / YB-101: target=TSHR; highest_stage=Phase 2; status=Active development; trial_ids=NCT06569758; NCT07286656; NCT07682896.,direct_program_inventory_status,GD,NA (no comparator),"target, stage, status, and trial linkage",2026-09-10 data cut,Phase 2 | Active development,status,541; 870; 897; 915,http://static.cninfo.com.cn/finalpage/2026-01-16/1224935532.PDF; https://clinicaltrials.gov/study/NCT06569758; https://clinicaltrials.gov/study/NCT07286656; https://clinicaltrials.gov/study/NCT07682896,"CANONICAL:pipeline_assets_v2.csv::asset=GenSci098 / YB-101;fields=target,highest_stage,status,trial_ids",Retrieved filing document block | Frozen full protocol record; no posted results at data cut,C1 corporate primary | A1 official registry,Yes,support,Canonical asset row is linked to its numeric sponsor/publication and frozen registry source IDs; no efficacy ranking is inferred.,support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=GenSci098 / YB-101,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,122,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0143 (BATCH-06): support; same coordinator, stance-hidden, not independent validation."
DIRECT-OTHER-02,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=177,1,K1-70: target=TSHR; highest_stage=Phase 1; status=Early clinical; trial_ids=NCT02904330; Japanese Phase 1 publication.,direct_program_inventory_status,GD; TED,NA (no comparator),"target, stage, status, and trial linkage",2026-09-10 data cut,Phase 1 | Early clinical,status,164; 799,https://doi.org/10.1507/endocrj.ej25-0043; https://clinicaltrials.gov/study/NCT02904330,"CANONICAL:pipeline_assets_v2.csv::asset=K1-70;fields=target,highest_stage,status,trial_ids",Structured metadata and abstract | Frozen full protocol record; no posted results at data cut,B0 scholarly discovery metadata; claim-level appraisal required | A1 official registry,Yes,support,Canonical asset row is linked to its numeric sponsor/publication and frozen registry source IDs; no efficacy ranking is inferred.,support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=K1-70,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,123,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0073 (BATCH-03): support; same coordinator, stance-hidden, not independent validation."
DIRECT-OTHER-03,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=178,1,ATX-GD-59: target=TSHR-reactive T cells; highest_stage=Phase 1 completed; status=Completed; follow-on WP1302 suspended; trial_ids=NCT02973802; NCT06240455.,direct_program_inventory_status,GD,NA (no comparator),"target, stage, status, and trial linkage",2026-09-10 data cut,Phase 1 completed | Completed; follow-on WP1302 suspended,status,253; 800; 854,https://doi.org/10.1089/thy.2019.0036; https://clinicaltrials.gov/study/NCT02973802; https://clinicaltrials.gov/study/NCT06240455,"CANONICAL:pipeline_assets_v2.csv::asset=ATX-GD-59;fields=target,highest_stage,status,trial_ids",Structured metadata and abstract | Frozen full protocol and posted-results record | Frozen full protocol record; no posted results at data cut,B0 scholarly discovery metadata; claim-level appraisal required | A1 official registry,Yes,support,Canonical asset row is linked to its numeric sponsor/publication and frozen registry source IDs; no efficacy ranking is inferred.,support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=ATX-GD-59,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,124,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0166 (BATCH-07): support; same coordinator, stance-hidden, not independent validation."
DIRECT-OTHER-04,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=179,1,IBI3031: target=IGF-1R and TSHR; highest_stage=Phase 1; status=Recruiting/early; trial_ids=NCT07622368.,direct_program_inventory_status,TED,NA (no comparator),"target, stage, status, and trial linkage",2026-09-10 data cut,Phase 1 | Recruiting/early,status,619; 913,https://clinicaltrials.gov/api/v2/studies/NCT07622368; https://clinicaltrials.gov/study/NCT07622368,"CANONICAL:pipeline_assets_v2.csv::asset=IBI3031;fields=target,highest_stage,status,trial_ids",Retrieved official JSON API record | Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,Canonical asset row is linked to its numeric sponsor/publication and frozen registry source IDs; no efficacy ranking is inferred.,support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=IBI3031,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,125,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0179 (BATCH-08): support; same coordinator, stance-hidden, not independent validation."
DIRECT-OTHER-05,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=180,1,WP1302: target=TSHR-reactive T cells; highest_stage=Highest registered phase: PHASE2; status=Registered statuses: SUSPENDED; trial_ids=NCT06240455.,direct_program_inventory_status,GD / autoimmune hyperthyroidism,NA (no comparator),"target, stage, status, and trial linkage",2026-09-10 data cut,Highest registered phase: PHASE2 | Registered statuses: SUSPENDED,status,854,https://clinicaltrials.gov/study/NCT06240455,"CANONICAL:pipeline_assets_v2.csv::asset=WP1302;fields=target,highest_stage,status,trial_ids",Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,Canonical asset row is linked to its numeric sponsor/publication and frozen registry source IDs; no efficacy ranking is inferred.,support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=WP1302,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,126,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0084 (BATCH-04): support; same coordinator, stance-hidden, not independent validation."
ASSET-001,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=204,1,Aflibercept: indication=Active TED; target=VEGF-A/PlGF; highest_stage=Highest registered phase: PHASE2; status=Registered statuses: COMPLETED; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,complete_asset_inventory_row,Active TED,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: PHASE2 | Registered statuses: COMPLETED | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,815,https://clinicaltrials.gov/study/NCT04311606,CANONICAL:pipeline_assets_v2.csv::asset=Aflibercept;row_sha256=df1472ba035cb948f596978d4dc361b709494a33b03077f4516133906cd3ecb0,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=Aflibercept,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,127,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0168 (BATCH-07): support; same coordinator, stance-hidden, not independent validation."
ASSET-002,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=205,1,Allogeneic CD19/BCMA CAR-T: indication=GD / autoimmune hyperthyroidism; target=CD19/BCMA; highest_stage=Highest registered phase: EARLY_PHASE1; status=Registered statuses: RECRUITING; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,complete_asset_inventory_row,GD / autoimmune hyperthyroidism,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: EARLY_PHASE1 | Registered statuses: RECRUITING | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,884; 893,https://clinicaltrials.gov/study/NCT07129642; https://clinicaltrials.gov/study/NCT07261345,CANONICAL:pipeline_assets_v2.csv::asset=Allogeneic CD19/BCMA CAR-T;row_sha256=c880f030057d4251c8b04e09d59031ae74bd6a7f196117714ad3a107abae1da0,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=Allogeneic CD19/BCMA CAR-T,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,128,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0075 (BATCH-03): support; same coordinator, stance-hidden, not independent validation."
ASSET-003,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=206,1,AMG 732: indication=TED; target=IGF-1R; highest_stage=Phase 2; status=Active; tier=Comparator; evidence_confidence=Low.,complete_asset_inventory_row,TED,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Phase 2 | Active | Low,structured inventory fields,862; 903,https://clinicaltrials.gov/study/NCT06401044; https://clinicaltrials.gov/study/NCT07438405,CANONICAL:pipeline_assets_v2.csv::asset=AMG 732;row_sha256=6addc9644414ce322c1e98c0d98074d56a7bb15721410a3775c44b4ae297aa12,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=AMG 732,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,129,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0147 (BATCH-06): support; same coordinator, stance-hidden, not independent validation."
ASSET-004,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=207,1,ATX-GD-59: indication=GD; target=TSHR-reactive T cells; highest_stage=Phase 1 completed; status=Completed; follow-on WP1302 suspended; tier=Core; evidence_confidence=Low–moderate.,complete_asset_inventory_row,GD,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Phase 1 completed | Completed; follow-on WP1302 suspended | Low–moderate,structured inventory fields,253; 800; 854,https://doi.org/10.1089/thy.2019.0036; https://clinicaltrials.gov/study/NCT02973802; https://clinicaltrials.gov/study/NCT06240455,CANONICAL:pipeline_assets_v2.csv::asset=ATX-GD-59;row_sha256=64ab0627a0f3ef5580db9641dfd43542ef53d02f89993e2e6a3b82f82e73052b,Structured metadata and abstract | Frozen full protocol and posted-results record | Frozen full protocol record; no posted results at data cut,B0 scholarly discovery metadata; claim-level appraisal required | A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=ATX-GD-59,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,130,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0164 (BATCH-07): support; same coordinator, stance-hidden, not independent validation."
ASSET-005,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=208,1,Batoclimab: indication=GD; TED; target=FcRn; highest_stage=Phase 2; status=Completed/earlier program interrupted; tier=Adjacent; evidence_confidence=Moderate.,complete_asset_inventory_row,GD; TED,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Phase 2 | Completed/earlier program interrupted | Moderate,structured inventory fields,683; 812; 813; 824; 836; 837; 838; 843,https://doi.org/10.1210/jendso/bvaf149.2241; https://clinicaltrials.gov/study/NCT03922321; https://clinicaltrials.gov/study/NCT03938545; https://clinicaltrials.gov/study/NCT05015127; https://clinicaltrials.gov/study/NCT05517421; https://clinicaltrials.gov/study/NCT05517447; https://clinicaltrials.gov/study/NCT05524571; https://clinicaltrials.gov/study/NCT05907668,CANONICAL:pipeline_assets_v2.csv::asset=Batoclimab;row_sha256=5af2caa9f1531c3dae999b5bf4dee6db8fb1599192a11458f0cfd00faf6c2dba,Structured metadata and abstract | Frozen full protocol and posted-results record | Frozen full protocol record; no posted results at data cut,B0 scholarly discovery metadata; claim-level appraisal required | A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=Batoclimab,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,131,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0113 (BATCH-05): support; same coordinator, stance-hidden, not independent validation."
ASSET-006,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=209,1,BHV-1300: indication=GD / autoimmune hyperthyroidism; target=IgG/extracellular degradation pathway; highest_stage=Highest registered phase: PHASE3; status=Registered statuses: RECRUITING; tier=Completeness; evidence_confidence=Low (registry-level completeness row; not an efficacy judgment).,complete_asset_inventory_row,GD / autoimmune hyperthyroidism,NA (no comparator),"asset identity, indication, target, stage, status, tier, and evidence confidence",2026-09-10 data cut,Highest registered phase: PHASE3 | Registered statuses: RECRUITING | Low (registry-level completeness row; not an efficacy judgment),structured inventory fields,879; 914,https://clinicaltrials.gov/study/NCT06980649; https://clinicaltrials.gov/study/NCT07661056,CANONICAL:pipeline_assets_v2.csv::asset=BHV-1300;row_sha256=a1b7d1a81935a96a122ed0875220172305bb41bdafb966341db684e92bc2beb9,Frozen full protocol record; no posted results at data cut,A1 official registry,Yes,support,"Structured row is rendered directly from the canonical asset table; R&D tier/confidence are analytic fields, not clinical success probabilities.",support,support,NA (no first-pass correction required),final_displayed_blind_support,pipeline_assets_v2.csv,asset=BHV-1300,8c7c250395850cd9588704eeecfc7680e6c54af4a3f247747aed174ffeb40c91,132,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0135 (BATCH-06): support; same coordinator, stance-hidden, not independent validation."
