resolution_id,artifact,artifact_type,location,raw_citation,source_id,resolution_status,reference_occurrence_count,reference_title,data_cut,schema_version
CIT-FINAL-00738,trial_registry_sources_v2.csv,CSV,row=76;field=source_id,827,827,resolved,1,"Effect of Hyperthyroidism and Its Treatment in Graves' Disease to Early Marker of Atherosclerosis: Review on the Pathway of Insulin Resistance, Lipid, Inflammation, and Endothelial Dysfunction to Pulse Wave Velocity and Carotid Intima-Media Thickness",2026-09-10,2.0.0
CIT-FINAL-00739,trial_registry_sources_v2.csv,CSV,row=77;field=source_id,828,828,resolved,1,A Randomized Controlled Trial on the Effect of Hydroxychloroquine in Mild Graves' Orbitopathy,2026-09-10,2.0.0
CIT-FINAL-00740,trial_registry_sources_v2.csv,CSV,row=78;field=source_id,829,829,resolved,1,"A Safety, Tolerability, and Efficacy Study of Veligrotug, a Humanized Monoclonal Antibody Directed Against the IGF-1 Receptor in Subjects With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00741,trial_registry_sources_v2.csv,CSV,row=79;field=source_id,830,830,resolved,1,"Single-centre, Safety and Efficacy, Open-label Study Evaluating Antithymocyte Globulin Treatment in Subjects With Graves Orbitopathy",2026-09-10,2.0.0
CIT-FINAL-00742,trial_registry_sources_v2.csv,CSV,row=80;field=source_id,831,831,resolved,1,"A Phase 2b, Randomized, Double-Mask, Placebo-Controlled, Study to Evaluate the Safety, Pharmacokinetics and Efficacy of Linsitinib in Subjects With Active, Moderate to Severe Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00743,trial_registry_sources_v2.csv,CSV,row=81;field=source_id,832,832,resolved,1,"A Phase 1/2a, Randomized, Double-blind, Placebo-controlled, Single and Multiple Ascending Dose Study to Determine the Safety, Tolerability, Preliminary Efficacy, Immunogenicity and Pharmacokinetic Properties of LASN01 in Healthy Subjects and in Patients With Pulmonary Fibrosis or Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00744,trial_registry_sources_v2.csv,CSV,row=82;field=source_id,833,833,resolved,1,"A Single-arm, Open-label, Prospective Phase II Study to Evaluate the Efficacy and Safety of SHR-1314 by Subcutaneous Injection in Active Moderate to Severe Graves' Orbitopathy Patients",2026-09-10,2.0.0
CIT-FINAL-00745,trial_registry_sources_v2.csv,CSV,row=83;field=source_id,834,834,resolved,1,Comparative Study on the Efficacy of Periocular Methotrexate Versus Periocular Triamcinolone Injections in Management of Thyroid Associated Orbitopathy,2026-09-10,2.0.0
CIT-FINAL-00746,trial_registry_sources_v2.csv,CSV,row=84;field=source_id,835,835,resolved,1,Clinical Study on the Effect of Routine Treatment and Intensive Treatment on the Regulation of Graves' Disease and the Cumulative Recurrence Two Years After Drug Withdrawal,2026-09-10,2.0.0
CIT-FINAL-00747,trial_registry_sources_v2.csv,CSV,row=85;field=source_id,836,836,resolved,1,"A Phase 3, Multi-center, Randomized, Quadruple-masked, Placebo-controlled Study of Batoclimab for the Treatment of Participants With Active Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00748,trial_registry_sources_v2.csv,CSV,row=86;field=source_id,837,837,resolved,1,An Open-label Extension Study for Participants Who Completed Study IMVT-1401-3201 or Study IMVT-1401-3202 to Assess the Efficacy and Safety of Batoclimab for the Treatment of Thyroid Eye Disease (TED),2026-09-10,2.0.0
CIT-FINAL-00749,trial_registry_sources_v2.csv,CSV,row=87;field=source_id,838,838,resolved,1,"A Phase 3, Multi-center, Randomized, Quadruple-masked, Placebo-controlled Study of Batoclimab for the Treatment of Participants With Active Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00750,trial_registry_sources_v2.csv,CSV,row=88;field=source_id,839,839,resolved,1,"Efficacy and Safety Evaluation of Rapamycin Combined With Methylprednisolone in the Treatment of Hyperthyroidism Exophthalmos: A Randomized, Controlled, Multicenter Clinical Trial.",2026-09-10,2.0.0
CIT-FINAL-00751,trial_registry_sources_v2.csv,CSV,row=89;field=source_id,840,840,resolved,1,"A Phase 1/2, Adaptive, Multiple Dose Ranging Study Evaluating the Safety, Tolerability, Pharmacokinetics, and Clinical Efficacy of Lonigutamab in Subjects With Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00752,trial_registry_sources_v2.csv,CSV,row=90;field=source_id,841,841,resolved,1,A Multiple Ascending Doses Study of ZB001 in Chinese Patients With Thyroid-Associated Ophthalmopathy,2026-09-10,2.0.0
CIT-FINAL-00753,trial_registry_sources_v2.csv,CSV,row=91;field=source_id,842,842,resolved,1,"A Multicenter, Randomized, Double-masked, Placebo-controlled Phase II/III Study Evaluating the Efficacy and Safety of IBI311 in Subjects With Active Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00754,trial_registry_sources_v2.csv,CSV,row=92;field=source_id,843,843,resolved,1,"IMVT-1401-2501: A Proof-of-Concept, Open-label Study to Assess the Safety and Efficacy of Batoclimab in Participants With Graves' Disease (GD)",2026-09-10,2.0.0
CIT-FINAL-00755,trial_registry_sources_v2.csv,CSV,row=93;field=source_id,844,844,resolved,1,"A Phase III, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy, Safety, Pharmacokinetics, and Pharmacodynamics of Satralizumab in Participants With Moderate-to-Severe Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00756,trial_registry_sources_v2.csv,CSV,row=94;field=source_id,845,845,resolved,1,"A Randomized, Double-masked, Placebo-controlled Safety, Tolerability, and Efficacy Study of VRDN-001, a Humanized Monoclonal Antibody Directed Against the IGF-1 Receptor, in Participants With Chronic Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00757,trial_registry_sources_v2.csv,CSV,row=95;field=source_id,846,846,resolved,1,"The Efficacy and Safety of Combining Mycophenolate Mofetil With Methimazole on Remission of Newly Diagnosis Graves' Disease (3M-RGD Trial): an Open-label, Randomized Trial",2026-09-10,2.0.0
CIT-FINAL-00758,trial_registry_sources_v2.csv,CSV,row=96;field=source_id,847,847,resolved,1,Efficacy and Safety of Tocilizumab for Patients With Thyroid-associated Ophthalmopathy,2026-09-10,2.0.0
CIT-FINAL-00759,trial_registry_sources_v2.csv,CSV,row=97;field=source_id,848,848,resolved,1,"A Multicenter Phase 2b Randomized, Double-Masked, Placebo-Controlled Dose-Ranging Study of TOUR006 in Participants With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00760,trial_registry_sources_v2.csv,CSV,row=98;field=source_id,849,849,resolved,1,"A Phase III, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy, Safety, Pharmacokinetics, and Pharmacodynamics of Satralizumab in Participants With Moderate-to-Severe Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00761,trial_registry_sources_v2.csv,CSV,row=99;field=source_id,850,850,resolved,1,"A Multicenter, Extension Study to Evaluate the Efficacy, Safety, Pharmacokinetics, and Pharmacodynamics of Two Doses of Linsitinib in Subjects With Active, Moderate to Severe Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00762,trial_registry_sources_v2.csv,CSV,row=100;field=source_id,851,851,resolved,1,"A Multicenter, Open-label Extension Study Evaluating the Efficacy and Safety of IBI311 in Subjects With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00763,trial_registry_sources_v2.csv,CSV,row=101;field=source_id,852,852,resolved,1,An Open-label Study for Participants Who Are Non-responders at the End of Treatment Assessment on the VRDN-001-101 and VRDN-001-301 Pivotal Studies,2026-09-10,2.0.0
CIT-FINAL-00764,trial_registry_sources_v2.csv,CSV,row=102;field=source_id,853,853,resolved,1,"A Phase 2, Proof-of-Concept, Randomized, Double-Masked, Placebo-Controlled Study to Determine the Efficacy and Safety of LASN01 in Patients With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00765,trial_registry_sources_v2.csv,CSV,row=103;field=source_id,854,854,resolved,1,"A Double-blind, Placebo-controlled, Phase 2 Dose-range Study to Assess the Efficacy and Safety of WP1302 in Preventing Disease Relapse Following Methimazole Withdrawal in Subjects With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00766,trial_registry_sources_v2.csv,CSV,row=104;field=source_id,855,855,resolved,1,"A Phase 3, Randomized, Double-masked, Placebo-controlled, Parallel-group, Multicenter Trial to Evaluate the Efficacy, Safety and Tolerability of Subcutaneous Teprotumumab in Participants With Moderate-to-Severe Active Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00767,trial_registry_sources_v2.csv,CSV,row=105;field=source_id,856,856,resolved,1,"An Exploratory Study of the Efficacy and Safety of IBI311, a Modified Anti-IGF-1R Antibody, in Patients With Steroid-resistant, Thyroid Associated Ophthalmopathy",2026-09-10,2.0.0
CIT-FINAL-00768,trial_registry_sources_v2.csv,CSV,row=106;field=source_id,857,857,resolved,1,"A Phase 3, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy, Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Immunogenicity of Efgartigimod PH20 SC Administered by Prefilled Syringe in Adult Participants With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00769,trial_registry_sources_v2.csv,CSV,row=107;field=source_id,858,858,resolved,1,"A Phase 3, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy, Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Immunogenicity of Efgartigimod PH20 SC Administered by Prefilled Syringe in Adult Participants With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00770,trial_registry_sources_v2.csv,CSV,row=108;field=source_id,859,859,resolved,1,"A Randomized, Controlled, Safety and Tolerability Study of VRDN-001, a Humanized Monoclonal Antibody Directed Against the IGF-1 Receptor, in Participants With Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00771,trial_registry_sources_v2.csv,CSV,row=109;field=source_id,860,860,resolved,1,"A Phase 1b, Open-label, Multicenter Trial to Evaluate the Pharmacokinetics, Safety, and Tolerability of Two Formulations of a Single Subcutaneous Dose of Teprotumumab Followed by Multiple Intravenous Doses of TEPEZZA in Participants With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00772,trial_registry_sources_v2.csv,CSV,row=110;field=source_id,861,861,resolved,1,Orbital Radiotherapy in Grave's Ophthalmopathy 1 Week vs 2 Weeks: A Phase II Randomized Controlled Trial (OraGO-1 Trial),2026-09-10,2.0.0
CIT-FINAL-00773,trial_registry_sources_v2.csv,CSV,row=111;field=source_id,862,862,resolved,1,"A Phase 1/2, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study to Assess the Safety, Pharmacokinetics, and Efficacy of AMG 732 in Healthy Subjects and Subjects With Moderate-to-Severe Active Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00774,trial_registry_sources_v2.csv,CSV,row=112;field=source_id,863,863,resolved,1,Study on Efficacy of Add on Selenium in Mild-to-moderate Graves Ophthalmopathy: A Randomized Control Trial,2026-09-10,2.0.0
CIT-FINAL-00775,trial_registry_sources_v2.csv,CSV,row=113;field=source_id,864,864,resolved,1,Evaluation of K9 in Subjects With Thyroid Eye Disease (TED),2026-09-10,2.0.0
CIT-FINAL-00776,trial_registry_sources_v2.csv,CSV,row=114;field=source_id,865,865,resolved,1,Comparison of Two Intravenous Methylprednisolone Protocols in Patients With Graves Orbitopathy: a Randomized Clinical Trial,2026-09-10,2.0.0
CIT-FINAL-00777,trial_registry_sources_v2.csv,CSV,row=115;field=source_id,866,866,resolved,1,"A Multicenter, Randomized, Double-Masked Phase II Study Evaluating the Efficacy and Safety of IBI311 in Subjects With Inactive or Active Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00778,trial_registry_sources_v2.csv,CSV,row=116;field=source_id,867,867,resolved,1,Effects of Optimal Iodine Supplementation in Anti-thyroid Drug Therapy for Graves' Hyperthyroidism: a Prospective Randomized Controlled Trial,2026-09-10,2.0.0
CIT-FINAL-00779,trial_registry_sources_v2.csv,CSV,row=117;field=source_id,868,868,resolved,1,"Interventional, Open-label, Single-group, Long-term Follow-up Trial of Lu AG22515 in Patients With Moderate-to-severe Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00780,trial_registry_sources_v2.csv,CSV,row=118;field=source_id,869,869,resolved,1,"A Phase 1, Open-Label, Single Ascending Dose Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of TEPEZZA Subcutaneous Administration in Healthy Adult Subjects",2026-09-10,2.0.0
CIT-FINAL-00781,trial_registry_sources_v2.csv,CSV,row=119;field=source_id,870,870,resolved,1,"A Phase 1 Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Single and Multiple Ascending Subcutaneous Doses of GenSci098 in TED Patients",2026-09-10,2.0.0
CIT-FINAL-00782,trial_registry_sources_v2.csv,CSV,row=120;field=source_id,871,871,resolved,1,"REVEAL-2 - A Phase 3, Randomized, Double-masked, Placebo-controlled, Efficacy, Safety, and Tolerability Study of VRDN-003 in Participants With Chronic Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00783,trial_registry_sources_v2.csv,CSV,row=121;field=source_id,872,872,resolved,1,"REVEAL-1 - A Phase 3, Randomized, Double-masked, Placebo-controlled, Efficacy, Safety, and Tolerability Study of VRDN-003 in Participants With Active Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00784,trial_registry_sources_v2.csv,CSV,row=122;field=source_id,873,873,resolved,1,"A Phase 1, Open-label, Single-dose Trial to Evaluate the Pharmacokinetics, Safety and Tolerability of Teprotumumab (High-concentration Formulation) Subcutaneous Administration in Healthy Adult Non-Japanese and Japanese Volunteers",2026-09-10,2.0.0
CIT-FINAL-00785,trial_registry_sources_v2.csv,CSV,row=123;field=source_id,874,874,resolved,1,"A Prospective, Multicenter, Randomized Controlled Clinical Study on the Efficacy and Safety of Different Methylprednisolone Pulse Therapy Regimens for the Treatment of Graves' Ophthalmopathy",2026-09-10,2.0.0
CIT-FINAL-00786,trial_registry_sources_v2.csv,CSV,row=124;field=source_id,875,875,resolved,1,"A Randomized, Double-Blind, Placebo-Controlled, Phase 2b Study to Assess the Efficacy, Safety, and Tolerability of IMVT-1402 as Treatment for Adult Patients With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00787,trial_registry_sources_v2.csv,CSV,row=125;field=source_id,876,876,resolved,1,"A Multicentre, Randomized, Double-blinded, Placebo-controlled Phase I/II Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of SCTT11 in Healthy Participants and Participants with Moderate-to-severe Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00788,trial_registry_sources_v2.csv,CSV,row=126;field=source_id,877,877,resolved,1,"A Randomized, Double-masked, Controlled, Safety and Tolerability Study of VRDN-003 in Participants With Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00789,trial_registry_sources_v2.csv,CSV,row=127;field=source_id,878,878,resolved,1,Clinical Study on the Combined Use of Tocilizumab and Flupentixol-Melitracen in the Treatment of Thyroid-Associated Ophthalmopathy: A Prospective Exploratory Study,2026-09-10,2.0.0
CIT-FINAL-00790,trial_registry_sources_v2.csv,CSV,row=128;field=source_id,879,879,resolved,1,An Open-Label Biomarker Study of BHV-1300 in Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-00791,trial_registry_sources_v2.csv,CSV,row=129;field=source_id,880,880,resolved,1,An Open-label Phase 2 Study to Investigate the Efficacy and Safety of Rilzabrutinib in Adult Participants With Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-00792,trial_registry_sources_v2.csv,CSV,row=130;field=source_id,881,881,resolved,1,"A Phase III, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy of MHB018A Injection in Subjects With Active Moderate-to-Severe Thyroid Eye Disease.",2026-09-10,2.0.0
CIT-FINAL-00793,trial_registry_sources_v2.csv,CSV,row=131;field=source_id,882,882,resolved,1,"A Randomized, Double-Blind, Placebo-Controlled, Phase 2b Study to Assess the Efficacy, Safety, and Tolerability of IMVT-1402 as Treatment for Adult Patients With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00794,trial_registry_sources_v2.csv,CSV,row=132;field=source_id,883,883,resolved,1,"A Multicenter, Randomized, Double-masked, Placebo-controlled Phase III Clinical Study to Evaluate the Efficacy and Safety of IBI311 in Subjects With Inactive Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00795,trial_registry_sources_v2.csv,CSV,row=133;field=source_id,884,884,resolved,1,The Efficacy and Safety of Allogenic Anti-CD19 CAR-T Cell Therapy for Refractory Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-00796,trial_registry_sources_v2.csv,CSV,row=134;field=source_id,885,885,resolved,1,"A Phase 1, Randomized, Placebo-controlled, Double-blind, Single-dose Study to Evaluate Pharmacokinetics, Safety, and Tolerability of Teprotumumab (AMG 632) Administered Intravenously in Healthy Chinese Participants",2026-09-10,2.0.0
CIT-FINAL-00797,trial_registry_sources_v2.csv,CSV,row=135;field=source_id,886,886,resolved,1,The Safety and Efficacy of Sequential Hormone Therapy and IBI311 Therapy in Patients With Active Moderate to Severe TAO in the Initial Treatment.,2026-09-10,2.0.0
CIT-FINAL-00798,trial_registry_sources_v2.csv,CSV,row=136;field=source_id,887,887,resolved,1,Efficacy and Safety of Sequential Hormone Therapy and Tetuzumab Therapy in Patients With Moderate to Severe TAO in the Active Stage After Glucocorticoid Treatment,2026-09-10,2.0.0
CIT-FINAL-00799,trial_registry_sources_v2.csv,CSV,row=137;field=source_id,888,888,resolved,1,Evaluation of the Efficacy and Safety Observation of IBI311 Treatment in Patients With Inactive TAO,2026-09-10,2.0.0
CIT-FINAL-00800,trial_registry_sources_v2.csv,CSV,row=138;field=source_id,889,889,resolved,1,"A Randomized, Open-label Study Evaluating the Safety, Tolerability and Pharmacokinetics of VRDN-003 Administered Subcutaneously in Participants With Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00801,trial_registry_sources_v2.csv,CSV,row=139;field=source_id,890,890,resolved,1,Effect of Dietary Supplementation of Rubus Sanctus (Wild Blackberry) Root Extract on Disease Prognosis in Graves' Disease: A Randomized Controlled Clinical Trial,2026-09-10,2.0.0
CIT-FINAL-00802,trial_registry_sources_v2.csv,CSV,row=140;field=source_id,891,891,resolved,1,"A Multicenter, Double-blinded, Randomized, Placebo Controlled Phase 3 Trial to Evaluate the Efficacy and Safety of ZL-1109 in Chinese Participants With Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00803,trial_registry_sources_v2.csv,CSV,row=141;field=source_id,892,892,resolved,1,"A Phase III, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy of MHB018A Injection in Subjects With Chronic Moderate-to-Severe Thyroid Eye Disease.",2026-09-10,2.0.0
CIT-FINAL-00804,trial_registry_sources_v2.csv,CSV,row=142;field=source_id,893,893,resolved,1,The Safety and Efficacy of Allogenic Anti-CD19/BCMA CAR-T Cell Therapy for Refractory Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-00805,trial_registry_sources_v2.csv,CSV,row=143;field=source_id,894,894,resolved,1,"A Phase III, Multicenter, Open-Label Extension Study to Evaluate the Efficacy and Safety of MHB018A Injection in Subjects With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00806,trial_registry_sources_v2.csv,CSV,row=144;field=source_id,895,895,resolved,1,"A Multicenter, Randomized, Open-Label, Active-Controlled Phase IV Clinical Study to Evaluate the Efficacy and Safety of Teprotumumab N01 in the Treatment of Active Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00807,trial_registry_sources_v2.csv,CSV,row=145;field=source_id,896,896,resolved,1,"A Long-Term Extension Study to Assess the Efficacy, Safety, and Tolerability of IMVT-1402 in Adult Patients With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00808,trial_registry_sources_v2.csv,CSV,row=146;field=source_id,897,897,resolved,1,"A Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Single Ascending Subcutaneous Dose of GenSci098 in Patients With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00809,trial_registry_sources_v2.csv,CSV,row=147;field=source_id,898,898,resolved,1,"A Phase 1, First-in-Human, Placebo-Controlled, Single and Multiple Ascending Dose Study to Evaluate Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Immunogenicity of Intravenous and Subcutaneous Administration of MER511 in Adults With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00810,trial_registry_sources_v2.csv,CSV,row=148;field=source_id,899,899,resolved,1,A Comparative Study of Shortened (4-Infusion) Versus Standard (8-Infusion) Teprotumumab Regimens in Patients With Thyroid Eye Disease (TED) Exhibiting an Early Optimal Clinical Response,2026-09-10,2.0.0
CIT-FINAL-00811,trial_registry_sources_v2.csv,CSV,row=149;field=source_id,900,900,resolved,1,A Safety and Efficacy Study of in Vivo CAR-T (HN2301) for Refractory Graves' Disease,2026-09-10,2.0.0
CIT-FINAL-00812,trial_registry_sources_v2.csv,CSV,row=150;field=source_id,901,901,resolved,1,Impact of Vitamin D Therapy on Thyroid Function and Antibody Levels in Pediatric Graves' Disease: A Pilot Feasibility Trial,2026-09-10,2.0.0
CIT-FINAL-00813,trial_registry_sources_v2.csv,CSV,row=151;field=source_id,902,902,resolved,1,The Role of Statin and Vitamin D for the Treatment of Thyroid Eye Disease,2026-09-10,2.0.0
CIT-FINAL-00814,trial_registry_sources_v2.csv,CSV,row=152;field=source_id,903,903,resolved,1,"An Open-label, Rollover Study for Participants With Thyroid Eye Disease Previously Enrolled in Amgen-sponsored AMG 732 Studies and Are Primary Proptosis Non-responders or Who Relapsed During the Safety Follow-up",2026-09-10,2.0.0
CIT-FINAL-00815,trial_registry_sources_v2.csv,CSV,row=153;field=source_id,904,904,resolved,1,"A Phase Ib/II, Efficacy and Safety Study of NTB003 in Participants With Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00816,trial_registry_sources_v2.csv,CSV,row=154;field=source_id,905,905,resolved,1,"A Single-Arm, Open-Label, Exploratory Study of Tofacitinib in Patients With Glucocorticoid-Resistant or Intolerant Moderate-to-Severe Active Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00817,trial_registry_sources_v2.csv,CSV,row=155;field=source_id,906,906,resolved,1,"A Phase 3, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study Evaluating the Efficacy and Safety of Efgartigimod PH20 SC PFS in Adult Participants With Graves' Disease Inadequately Controlled With Antithyroid Drugs",2026-09-10,2.0.0
CIT-FINAL-00818,trial_registry_sources_v2.csv,CSV,row=156;field=source_id,907,907,resolved,1,"A Single-Center, Prospective, Randomized, Open-Label, Parallel-Group Study Comparing Sequential Teprotumumab N01 With Intravenous Methylprednisolone After Urgent Orbital Decompression in Patients With Dysthyroid Optic Neuropathy",2026-09-10,2.0.0
CIT-FINAL-00819,trial_registry_sources_v2.csv,CSV,row=157;field=source_id,908,908,resolved,1,"A Phase 3, Randomized, Double-Masked, Placebo-Controlled, Multicenter Study Evaluating the Efficacy and Safety of Efgartigimod PH20 SC PFS in Adult Participants With Graves' Disease Inadequately Controlled With Antithyroid Drugs",2026-09-10,2.0.0
CIT-FINAL-00820,trial_registry_sources_v2.csv,CSV,row=158;field=source_id,909,909,resolved,1,"A Phase 1b, Open-Label, Multicenter Study Evaluating the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, Immunogenicity, and Preliminary Clinical Activity of Cizutamig in Patients With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00821,trial_registry_sources_v2.csv,CSV,row=159;field=source_id,910,910,resolved,1,"A Phase III, Multicenter, Open-Label Extension Study to Evaluate the Efficacy and Safety of MHB018A Injection in Subjects With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00822,trial_registry_sources_v2.csv,CSV,row=160;field=source_id,911,911,resolved,1,"A Phase III, Randomized, Double-Masked, Placebo-Controlled Study to Evaluate the Efficacy of MHB018A Injection Treatment in Subjects With Active Moderate to Severe Thyroid Eye Disease.",2026-09-10,2.0.0
CIT-FINAL-00823,trial_registry_sources_v2.csv,CSV,row=161;field=source_id,912,912,resolved,1,"A Phase III, Randomized, Double-Masked, Placebo-Controlled Study to Evaluate the Efficacy of MHB018A Injection Treatment in Subjects With Chronic Moderate-to-Severe Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00824,trial_registry_sources_v2.csv,CSV,row=162;field=source_id,913,913,resolved,1,"A Phase I Clinical Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of Single and Multiple Ascending Doses of IBI3031 in Participants With Thyroid Eye Disease",2026-09-10,2.0.0
CIT-FINAL-00825,trial_registry_sources_v2.csv,CSV,row=163;field=source_id,914,914,resolved,1,"A Phase 3, Double-blind, Multicenter, Randomized, Placebo-Controlled Study to Evaluate the Efficacy, Safety and Tolerability of BHV-1300 in the Treatment of Adults With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00826,trial_registry_sources_v2.csv,CSV,row=164;field=source_id,915,915,resolved,1,"A Randomized, Blinded, Placebo-Controlled, Two-Part, Phase 2 Study to Assess Safety, Tolerability, Pharmacokinetics, and Efficacy of YB-101 in Participants With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00827,trial_registry_sources_v2.csv,CSV,row=165;field=source_id,916,916,resolved,1,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Phase III Clinical Study to Evaluate the Efficacy and Safety of KHN939 in the Treatment of Moderate-to-Severe Active Thyroid Eye Disease (TED) in China",2026-09-10,2.0.0
CIT-FINAL-00828,trial_registry_sources_v2.csv,CSV,row=166;field=source_id,917,917,resolved,1,"A Multicenter, Randomized, Double-masked, Placebo-Controlled Phase III Clinical Study to Evaluate the Efficacy and Safety of KHN939 in the Treatment of Moderate-to-Severe Inactive Thyroid Eye Disease (TED) in China.",2026-09-10,2.0.0
CIT-FINAL-00829,trial_registry_sources_v2.csv,CSV,row=167;field=source_id,918,918,resolved,1,"A Placebo-Controlled, Multicenter, Randomized Phase 2 Trial Evaluating the Efficacy and Safety of Felzartamab Compared to Placebo in Adult Participants With Graves' Disease",2026-09-10,2.0.0
CIT-FINAL-00830,trial_registry_sources_v2.csv,CSV,row=168;field=source_id,919,919,resolved,1,"A Phase 3, Randomized, Double-mask, Placebo-controlled Study With Open-label Extension to Evaluate the Efficacy and Safety of Linsitinib in Participants With Moderate to Severe Active Thyroid Eye Disease (TED)",2026-09-10,2.0.0
CIT-FINAL-00831,trial_registry_sources_v2.csv,CSV,row=169;field=source_id,920,920,resolved,1,"Adjunctive Atorvastatin in Moderate-to-severe Thyroid Eye Disease (SEMAR-TED: Structural, Biomarker Expression and Muscle Endpoints of Atorvastatin): Study Protocol for a Randomised, Open-label, Assessor-masked Controlled Trial",2026-09-10,2.0.0
CIT-FINAL-00832,trial_result_evidence_anchors_v2.csv,CSV,row=2;field=source_id,762,762,resolved,1,Phase 2/3 Study of Rituximab for Graves' Ophthalmopathy,2026-09-10,2.0.0
CIT-FINAL-00833,trial_result_evidence_anchors_v2.csv,CSV,row=3;field=source_id,767,767,resolved,1,"A Randomised, Comparator Controlled, Two Part, Open-label Study to Evaluate the Safety, Tolerability and Pharmacodynamics of Multiple Doses of Otelixizumab in Patients With Thyroid Orbitopathy",2026-09-10,2.0.0
CIT-FINAL-00834,trial_result_evidence_anchors_v2.csv,CSV,row=4;field=source_id,769,769,resolved,1,Radioactive Iodide Therapy for Pediatric Graves' Disease,2026-09-10,2.0.0
