trial_id,registry,registry_url,asset,asset_aliases,sponsor,owner_at_cutoff,indication,mechanism_class,phase,overall_status,start_date,primary_completion_date,regions,population,ted_activity_severity,n_enrolled,n_randomized,n_analyzed,design,blinding,arms,dose_route_schedule_duration,background_soc_combination,comparator,primary_endpoints,secondary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,publication_urls,evidence_tier,source_ids,access_depth,last_verified,notes,raw_interventions,registry_allocation,has_posted_results,why_stopped,randomization_basis,analysis_basis,data_cut,schema_version
NCT06540469,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06540469,Dietary iodine supplementation; Dietary iodine restriction; Methimazole / antithyroid drug,Iodine Supplementation in Whole Course of Treatment with ATDs; Iodine Supplementation During Maintenance Treatment with ATDs; Iodine Restriction in Whole Course of Treatment with ATDs; anti-Thyroid Drugs,Shandong Provincial Hospital,Shandong Provincial Hospital,GD / autoimmune hyperthyroidism,Dietary iodine modulation; Antithyroid drug,NA,NOT_YET_RECRUITING,2024-08-01,2027-07-31,NR (study locations not reported),Adults primary,not_applicable,315,NR (randomized N not posted; enrollment not substituted),NA (no posted results at data cut),RANDOMIZED PARALLEL,NONE,"Iodine Supplementation in Whole Course of Treatment with ATDs [EXPERIMENTAL]: Dietary Supplement: Iodine Supplementation in Whole Course of Treatment with ATDs, Drug: anti-Thyroid Drugs; Iodine Supplementation During Maintenance Treatment with ATDs [EXPERIMENTAL]: Dietary Supplement: Iodine Supplementation During Maintenance Treatment with ATDs, Drug: anti-Thyroid Drugs; Iodine Restriction in Whole Course of Treatment with ATDs [OTHER]: Dietary Supplement: Iodine Restriction in Whole Course of Treatment with ATDs, Drug: anti-Thyroid Drugs","Iodine Supplementation in Whole Course of Treatment with ATDs [DIETARY_SUPPLEMENT]: Moderate iodine supplementation (150μg iodine per day, equivalently 7-9g iodized salt per day) will be taken from ATDs treatment starting until 1 year after ATDs withdrawal.; Iodine Supplementation During Maintenance Treatment with ATDs [DIETARY_SUPPLEMENT]: Iodine restriction (non-iodized salt and low iodine diet) will be demanded at the early course of ATDs treatment, and moderate iodine supplementation (150μg iodine per day, equivalently 7-9g iodized salt per day) will be taken when the ATDs dose is titrated down to a maintenance level until 1 year after ATDs withdrawal.; Iodine Restriction in Whole Course of Treatment with ATDs [DIETARY_SUPPLEMENT]: Iodine restriction (non-iodized salt and low iodine diet) will be demanded from ATDs treatment starting until 1 year after ATDs withdrawal.; anti-Thyroid Drugs [DRUG]: Individualized methimazole (MMI)",Registry-defined; verify per protocol,NR (randomized comparator arm not explicitly typed in registry),Remission rate of hyperthyroidism,"Duration from initiation to withdrawal of ATDs; Duration from initiation of ATDs to thyroid function (including serum FT3, FT4 and TSH) normalization; Duration from initiation of ATDs to serum FT3 and FT4 normalization; Quality of life (QOL) in patients with Graves' hyperthyroidism; Adverse effects rate of ATDs treatment",Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT06540469,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial,Iodine Supplementation in Whole Course of Treatment with ATDs; Iodine Supplementation During Maintenance Treatment with ATDs; Iodine Restriction in Whole Course of Treatment with ATDs; anti-Thyroid Drugs,RANDOMIZED,No,"NA (study not reported as terminated, withdrawn, or suspended)",Protocol identifies randomized allocation; no posted participant flow at data cut,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT06727604,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06727604,IMVT-1402,NR (no additional alias),Immunovant Sciences GmbH,Immunovant Sciences GmbH,GD / autoimmune hyperthyroidism,FcRn inhibition,PHASE2,RECRUITING,2024-12-17,2028-06,Belgium; Georgia; Germany; Hungary; Italy; Poland; Puerto Rico; Spain; United Kingdom; United States,Adults primary,not_applicable,240,NR (randomized N not posted; enrollment not substituted),NA (no posted results at data cut),RANDOMIZED PARALLEL,DOUBLE,Group 1 Period 1 and 2: IMVT-1402 [EXPERIMENTAL]: Drug: IMVT-1402; Group 2 Period 1 and 2: IMVT-1402 [EXPERIMENTAL]: Drug: IMVT-1402; Group 2 Period 1: IMVT-1402 and Period 2: Placebo [EXPERIMENTAL]: Drug: IMVT-1402; Group 3 Period 1 and 2: Placebo [PLACEBO_COMPARATOR]: Drug: Placebo,IMVT-1402 [DRUG]: 600 mg SC QW for 52 weeks; IMVT-1402 [DRUG]: 600 mg SC QW for 26 weeks followed by Placebo SC QW for 26 weeks; Placebo [DRUG]: SC QW for 52 weeks,Registry-defined; verify per protocol,Group 3 Period 1 and 2: Placebo,"Percentage of participants who are euthyroid (local laboratory T3 [Total T3 or FT3], FT4, and TSH values within normal limits) and off ATD at Week 26","Percentage of participants who are euthyroid and off ATD at Week 52; Percentage of participants who are euthyroid, off ATD, and seronegative for TRAb at Week 52; Percentage of participants who are euthyroid and off ATD at Week 52 and remain euthyroid, off IMVT-1402, and off ATD for 6 months from Week 52 to Week 78; Percentage of participants who are euthyroid and off ATD at Week 52 and remain euthyroid, off IMVT-1402, and off ATD for 12 months from Week 52 to Week 104; Percentage of participants who have a TRAb value a specified amount and are euthyroid and off ATD at Week 26 and remain euthyroid, off IMVT-1402, and off ATD for 6 months from Week 26 to Week 52",Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT06727604,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial,IMVT-1402; Placebo,RANDOMIZED,No,"NA (study not reported as terminated, withdrawn, or suspended)",Protocol identifies randomized allocation; no posted participant flow at data cut,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT06980649,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06980649,BHV-1300,NR (no additional alias),Biohaven Therapeutics Ltd.,Biohaven Therapeutics Ltd.,GD / autoimmune hyperthyroidism,IgG-directed extracellular protein degradation,PHASE1,RECRUITING,2025-08-21,2027-09,Australia; United States,Adults primary,not_applicable,15,NA (not randomized),NA (no posted results at data cut),NA SINGLE_GROUP,NONE,BHV-1300 [EXPERIMENTAL]: Drug: BHV-1300,BHV-1300 [DRUG]: BHV-1300 is delivered subcutaneously (SC),Registry-defined; verify per protocol,NA (no comparator arm identified),"Number of participants with Serious AEs (SAEs), AEs leading to discontinuation, deaths; Number of participants with Grade 3-4 (CTCAE/DAIDS) treatment-emergent laboratory abnormalities",NA (no secondary endpoint reported),Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT06980649,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial,BHV-1300,NA,No,"NA (study not reported as terminated, withdrawn, or suspended)",Registry allocation=NA,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT07018323,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07018323,IMVT-1402,NR (no additional alias),Immunovant Sciences GmbH,Immunovant Sciences GmbH,GD / autoimmune hyperthyroidism,FcRn inhibition,PHASE2,RECRUITING,2025-06-19,2027-05,Australia; Brazil; Bulgaria; Chile; Czechia; Georgia; Greece; Israel; Italy; Japan; Latvia; Netherlands; New Zealand; Poland; South Korea; Spain; United Kingdom; United States,Adults primary,not_applicable,210,NR (randomized N not posted; enrollment not substituted),NA (no posted results at data cut),RANDOMIZED PARALLEL,DOUBLE,IMVT-1402 Dose 1 [EXPERIMENTAL]: Drug: IMVT-1402; IMVT-1402 Dose 2 [EXPERIMENTAL]: Drug: IMVT-1402; Placebo [PLACEBO_COMPARATOR]: Drug: Placebo,IMVT-1402 [DRUG]: Dose 1 for 26 weeks; IMVT-1402 [DRUG]: Dose 2 for 26 weeks; Placebo [DRUG]: For 26 weeks,Registry-defined; verify per protocol,Placebo,Percentage of participants who are euthyroid and off ATD at Week 26 (Dose 1),"Percentage of participants who have triiodothyronine (T3) (Total of T3 or free triiodothyronine [FT3]) and free thyroxine (FT4) ≤ upper limit of normal (ULN) and are off ATD at Week 26 (Dose 1); Percentage of participants who are euthyroid, off ATD, and seronegative at Week 26 (Dose 1); Percentage of participants who are euthyroid and off ATD at Week 26 (Dose 2); Percentage of participants who have T3 (Total T3 or FT3) and FT4 ≤ ULN and are off ATD at Week 26 (Dose 2); Percentage of participants who are euthyroid, off ATD, and seronegative (Dose 2)",Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT07018323,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial,IMVT-1402; Placebo,RANDOMIZED,No,"NA (study not reported as terminated, withdrawn, or suspended)",Protocol identifies randomized allocation; no posted participant flow at data cut,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT07129642,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07129642,Allogeneic CD19/BCMA CAR-T,Allogeneic CAR-T,Shanghai Zhongshan Hospital,Shanghai Zhongshan Hospital,GD / autoimmune hyperthyroidism,CD19/BCMA-directed CAR-T,EARLY_PHASE1,RECRUITING,2025-08-10,2026-12-31,China,Adults primary,not_applicable,5,NA (not randomized),NA (no posted results at data cut),NA SINGLE_GROUP,NONE,Intervention Arm [EXPERIMENTAL]: Biological: Allogeneic CAR-T,Allogeneic CAR-T [BIOLOGICAL]: The participants will receive one dose of allogeneic CAR-T,Registry-defined; verify per protocol,NA (no comparator arm identified),Remission of Graves disease; Incidence of Adverse Events,Anti-Thyrotropin receptor antibody (TRAb); Thyroid stimulating immunoglobulin (TSI); thyroid peroxidase antibody (TPOAb); Thyroglobulin antibody (TgAb); Thyroid volume,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT07129642,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial,Allogeneic CAR-T,NA,No,"NA (study not reported as terminated, withdrawn, or suspended)",Registry allocation=NA,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT07164079,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07164079,Black tea/blackberry root,blackberry root; black tea,Betul Uner,Betul Uner,GD / autoimmune hyperthyroidism,Nutritional/herbal adjunct,NA,COMPLETED,2024-12-12,2026-06-12,Turkey (Türkiye),Adults primary,not_applicable,42,NR (randomized N not posted; enrollment not substituted),NA (no posted results at data cut),RANDOMIZED PARALLEL,SINGLE,"Blackberry root group [EXPERIMENTAL]: Dietary Supplement: blackberry root — Patients in the intervention group will receive a Rubus Sanctus root extract, which they will consume with breakfast for 8 weeks.; Black Tea group [PLACEBO_COMPARATOR]: Dietary Supplement: black tea — Patients with Graves' disease assigned to the control group will be asked to consume black tea (Camellia sinensis) with their breakfast for 8 weeks.","blackberry root [DIETARY_SUPPLEMENT]: Patients in the intervention group will receive a Rubus Sanctus root extract, which they will consume with breakfast for 8 weeks. The tea will be packaged as 5 grams of Rubus Sanctus root and steeped in 200 ml of water at 80°C for 5 minutes. Participants in the intervention group will receive the Rubus Sanctus root tea along with the necessary equipment (a 200 ml beaker and thermometer). Measurements of TSH, T4, T3, anti-TPO, anti-TG, TSH receptor antibodies, liver function tests, thyroid parenchymal echogenicity, and thyroid volume will be taken at the Endocrinology and Metabolic Diseases Clinic of Muğla Training and Research Hospital before and after the study.; black tea [DIETARY_SUPPLEMENT]: Patients with Graves' disease assigned to the control group will be asked to consume black tea (Camellia sinensis) with their breakfast for 8 weeks. Black tea is a product consumed almost daily in Turkish society. Black tea will be prepared in 5-g doses and steeped in 200 ml of water at 80°C for 5 minutes. Participants in the control group will be provided with black tea bags along with the necessary equipment (a 200 ml beaker and thermometer). TSH, T4, T3, anti-TPO, anti-TG, TSH receptor antibody, liver function tests, thyroid parenchymal echogenicity, and thyroid volume will be obtained before and after the study at the Endocrinology and Metabolic Diseases Clinic of Muğla Training and Research Hospital.; Arm Blackberry root group: Patients in the intervention group will receive a Rubus Sanctus root extract, which they will consume with breakfast for 8 weeks.; Arm Black Tea group: Patients with Graves' disease assigned to the control group will be asked to consume black tea (Camellia sinensis) with their breakfast for 8 weeks.",Registry-defined; verify per protocol,Black Tea group,Effect of Rubus sanctus root on thyroid hormones; Effect of Rubus sanctus use on disease-related autoimmune markers; Determination of anatomical and structural changes in the thyroid gland due to the use of Rubus sanctus,NA (no secondary endpoint reported),Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,https://pubmed.ncbi.nlm.nih.gov/26131218/; https://pubmed.ncbi.nlm.nih.gov/34221089/; https://doi.org/10.1155/2021/6690646,Official registry protocol,ClinicalTrials.gov; NCT07164079,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial,blackberry root; black tea,RANDOMIZED,No,"NA (study not reported as terminated, withdrawn, or suspended)",Protocol identifies randomized allocation; no posted participant flow at data cut,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT07261345,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07261345,Allogeneic CD19/BCMA CAR-T,allogenic anti-CD19/BCMA CAR-T,Shanghai Zhongshan Hospital,Shanghai Zhongshan Hospital,GD / autoimmune hyperthyroidism,CD19/BCMA-directed CAR-T,EARLY_PHASE1,RECRUITING,2025-12-19,2027-12,China,Adults primary,not_applicable,4,NA (not randomized),NA (no posted results at data cut),NA SINGLE_GROUP,NONE,Intervention Arm [EXPERIMENTAL]: Biological: allogenic anti-CD19/BCMA CAR-T — Participants will receive a single dose of allogenic anti-CD19/BCMA CAR-T (RD06-05).,allogenic anti-CD19/BCMA CAR-T [BIOLOGICAL]: Participants will receive a single infusion of allogenic anti-CD19/BCMA CAR-T (RD06-05).; Arm Intervention Arm: Participants will receive a single dose of allogenic anti-CD19/BCMA CAR-T (RD06-05).,Registry-defined; verify per protocol,NA (no comparator arm identified),Incidence and severity of treatment-emergent adverse events (AEs); Remission of Graves' disease,Proportion of participants with ≥50% reduction of anti-thyrotropin receptor antibody (TRAb); Proportion of participants with ≥50% reduction of thyroid stimulating immunoglobulin (TSI); Change of TRAb levels compared to baseline; Change of TSI levels compared to baseline; Change of thyroid gland volume compared to baseline,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT07261345,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial,allogenic anti-CD19/BCMA CAR-T,NA,No,"NA (study not reported as terminated, withdrawn, or suspended)",Registry allocation=NA,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT07286006,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07286006,IMVT-1402,NR (no additional alias),Immunovant Sciences GmbH,Immunovant Sciences GmbH,GD / autoimmune hyperthyroidism,FcRn inhibition,PHASE2,ENROLLING_BY_INVITATION,2026-01-26,2030-03,Australia; Bulgaria; Czechia; Latvia; Poland; South Korea; United States,Adults primary,not_applicable,372,NA (not randomized),NA (no posted results at data cut),NON_RANDOMIZED PARALLEL,NONE,Group A [EXPERIMENTAL]: Drug: IMVT-1402; Group B [NO_INTERVENTION]; Group C [NO_INTERVENTION],IMVT-1402 [DRUG]: Dose 1 for up to 52 weeks,Registry-defined; verify per protocol,Group B; Group C,"Percentage of Group A Participants who remain euthyroid, Off ATD, and Off IMVT-1402","Percentage of Group A Participants who are euthyroid and off ATD; Percentage of Group A Participants who are euthyroid and off ATD; Percentage of Group A Participants who are euthyroid, off ATD, and off IMVT-1402; Time to earliest date of euthyroidism, off ATD, and off IMVT-1402 to the earliest date of confirmed relapse in Group A Participants; Percentage of Group B Participants who remain euthyroid, off ATD, and off IMVT-1402",Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT07286006,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial,IMVT-1402,NON_RANDOMIZED,No,"NA (study not reported as terminated, withdrawn, or suspended)",Registry allocation=NON_RANDOMIZED,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT07286656,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07286656,GenSci098 / YB-101,GenSci098,"Changchun GeneScience Pharmaceutical Co., Ltd.","Changchun GeneScience Pharmaceutical Co., Ltd.",GD / autoimmune hyperthyroidism,TSHR blockade/antagonism,PHASE1,RECRUITING,2025-11-21,2026-10-28,China,Adults primary,not_applicable,24,NA (not randomized),NA (no posted results at data cut),NA SEQUENTIAL,NONE,GenSci098 [EXPERIMENTAL]: Drug: GenSci098,"GenSci098 [DRUG]: * Administration: Only one dose of GenSci098 will be given.
* Route of Administration: Subcutaneous (injected under the skin).
* Dose Levels: • Dose 1 • Dose 2• Dose 3• Dose 4",Registry-defined; verify per protocol,NA (no comparator arm identified),"Incidence and severity of adverse events (AEs) (physical examination, vital signs, laboratory tests, 12-lead electrocardiogram [ECG]).",NA (no secondary endpoint reported),Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT07286656,official_registry_full_record,2026-09-10,direct TSHR/anti-TSHR or TSHR-antigen-specific program in the core R&D scope,GenSci098,NA,No,"NA (study not reported as terminated, withdrawn, or suspended)",Registry allocation=NA,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT07305818,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07305818,MER511,MER511 (IV); MER511 (SC); MER511 (SC) for MAD,Merida Biosciences,Merida Biosciences,GD / autoimmune hyperthyroidism,Direct anti-TSHR autoantibody clearance and source suppression,PHASE1,RECRUITING,2025-12-19,2028-07-24,Spain; United States,Adults primary,not_applicable,100,NR (randomized N not posted; enrollment not substituted),NA (no posted results at data cut),RANDOMIZED SEQUENTIAL,DOUBLE,"Part A (SAD) MER511 IV [EXPERIMENTAL]: Biological: MER511 (IV) — For Cohorts 1-7 , each cohort participant will receive a single ascending dose of MER511 via IV administration on Day 1; Part A (SAD) placebo IV [PLACEBO_COMPARATOR]: Biological: Placebo comparator (IV) — For Cohorts 1-7, each cohort participant will receive a single dose of placebo via IV administration on Day 1; Part A (SAD) MER511 SC [EXPERIMENTAL]: Biological: MER511 (SC) — For Cohort 8, participants will receive a single dose of MER511 (determined from Cohort 1-7) via SC administration on Day 1; Part A (SAD) placebo SC [PLACEBO_COMPARATOR]: Biological: Placebo comparator (SC) — For Cohort 8, participants will receive a single dose of placebo (determined from Cohort 1-7) via SC administration on Day 1; Part B (MAD) MER511 SC [EXPERIMENTAL]: Biological: MER511 (SC) for MAD — Up to 3 cohorts of participants will receive multiple ascending doses of MER511 via SC administration assigned for their cohort on Day 1 and Day 29; - Part B (MAD) placebo SC [PLACEBO_COMPARATOR]: Biological: Placebo comparator (SC) for MAD — Up to 3 cohorts of participants will receive multiple doses of placebo via SC administration assigned for their cohort on Day 1 and Day 29","MER511 (IV) [BIOLOGICAL]: Participants will receive a single dose of MER511 on Day 1; Placebo comparator (IV) [BIOLOGICAL]: Participants will receive a single dose of Placebo on Day 1; MER511 (SC) [BIOLOGICAL]: Participants will receive a single dose of MER511 on Day 1; Placebo comparator (SC) [BIOLOGICAL]: Participants will receive a single dose of Placebo on Day 1; MER511 (SC) for MAD [BIOLOGICAL]: Participants will receive multiple ascending doses of MER511 via SC administration assigned for their cohort on Day 1 and Day 29; Placebo comparator (SC) for MAD [BIOLOGICAL]: Participants will receive multiple doses of placebo via SC administration assigned for their cohort on Day 1 and Day 29; Arm Part A (SAD) MER511 IV: For Cohorts 1-7 , each cohort participant will receive a single ascending dose of MER511 via IV administration on Day 1; Arm Part A (SAD) placebo IV: For Cohorts 1-7, each cohort participant will receive a single dose of placebo via IV administration on Day 1; Arm Part A (SAD) MER511 SC: For Cohort 8, participants will receive a single dose of MER511 (determined from Cohort 1-7) via SC administration on Day 1; Arm Part A (SAD) placebo SC: For Cohort 8, participants will receive a single dose of placebo (determined from Cohort 1-7) via SC administration on Day 1; Arm Part B (MAD) MER511 SC: Up to 3 cohorts of participants will receive multiple ascending doses of MER511 via SC administration assigned for their cohort on Day 1 and Day 29; Arm - Part B (MAD) placebo SC: Up to 3 cohorts of participants will receive multiple doses of placebo via SC administration assigned for their cohort on Day 1 and Day 29",Registry-defined; verify per protocol,Part A (SAD) placebo IV; Part A (SAD) placebo SC; - Part B (MAD) placebo SC,"Number of participants with TEAEs (Treatment-emergent adverse events); Number of participants with clinically significant changes in ECGs, vital signs, clinical laboratory values, and physical examination",Serum Cmax (Maximum observed concentration); Serum tmax (Time to maximum concentration); Serum AUCinf (area under concentration-time curve from time zero to infinity); Serum AUC0-tau (area under concentration-time curve during the dosing interval); Number of participants with ADAs (Anti-drug antibody),Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT07305818,official_registry_full_record,2026-09-10,direct TSHR/anti-TSHR or TSHR-antigen-specific program in the core R&D scope,MER511 (IV); Placebo comparator (IV); MER511 (SC); Placebo comparator (SC); MER511 (SC) for MAD; Placebo comparator (SC) for MAD,RANDOMIZED,No,"NA (study not reported as terminated, withdrawn, or suspended)",Protocol identifies randomized allocation; no posted participant flow at data cut,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT07333677,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07333677,HN2301 in-vivo CAR-T,In Vivo CAR-T Therapy | HN2301,Shanghai Zhongshan Hospital,Shanghai Zhongshan Hospital,GD / autoimmune hyperthyroidism,In-vivo CD19/BCMA-directed CAR-T,EARLY_PHASE1,RECRUITING,2026-01-29,2027-06,China,Adults primary,not_applicable,5,NA (not randomized),NA (no posted results at data cut),NA SINGLE_GROUP,NONE,In Vivo CAR-T Therapy for Refractory Graves' Disease [EXPERIMENTAL]: Biological: In Vivo CAR-T Therapy — Participants with refractory Graves' disease will receive three to five intraveneous administrations of In Vivo CAR-T (HN2301).,"In Vivo CAR-T Therapy [BIOLOGICAL]: Participants will receive 3 to 5 intravenous administrations of HN2301, given once every 2 days, according to the study dosing regimen.; Arm In Vivo CAR-T Therapy for Refractory Graves' Disease: Participants with refractory Graves' disease will receive three to five intraveneous administrations of In Vivo CAR-T (HN2301).",Registry-defined; verify per protocol,NA (no comparator arm identified),Incidence and severity of Adverse Events (AEs); Remission of Graves' disease,Proportion of participants with ≥50% reduction of anti-thyrotropin receptor antibody (TRAb); Proportion of participants with ≥50% reduction of thyroid stimulating immunoglobulin (TSI); Change of TRAb levels compared to baseline; Change of TSI levels compared to baseline; Change of thyroid gland volume compared to baseline,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT07333677,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial,In Vivo CAR-T Therapy,NA,No,"NA (study not reported as terminated, withdrawn, or suspended)",Registry allocation=NA,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
NCT07570316,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07570316,Efgartigimod PH20 SC,NR (no additional alias),argenx,argenx,GD / autoimmune hyperthyroidism,FcRn inhibition,PHASE3,RECRUITING,2026-06-10,2028-06,Georgia; United States,Adults primary,not_applicable,230,NR (randomized N not posted; enrollment not substituted),NA (no posted results at data cut),RANDOMIZED PARALLEL,QUADRUPLE,Part A - efgartigimod PH20 SC PFS [EXPERIMENTAL]: Biological: Efgartigimod PH20 SC — Participants will receive efgartigimod PH20 SC Via Prefilled Syringe (PFS) during the part A double-blinded treatment period.; Part A - placebo PH20 SC PFS [PLACEBO_COMPARATOR]: Other: Placebo PH20 SC — Participants will receive placebo PH20 SC Via Prefilled Syringe (PFS) during the part A double-blinded treatment period.; Part B - efgartigimod PH20 SC PFS [EXPERIMENTAL]: Biological: Efgartigimod PH20 SC — Participants will receive efgartigimod PH20 SC Via Prefilled Syringe (PFS) during the part B treatment period.; Part B - placebo PH20 SC PFS [EXPERIMENTAL]: Other: Placebo PH20 SC — Participants will receive placebo PH20 SC Via Prefilled Syringe (PFS) during the part B treatment period.; Part C - efgartigimod PH20 SC PFS [EXPERIMENTAL]: Biological: Efgartigimod PH20 SC — Participants will receive efgartigimod PH20 SC PFS in the part C open-label treatment period,Efgartigimod PH20 SC [BIOLOGICAL]: Subcutaneous injection of Efgartigimod PH20 Via Prefilled Syringe (PFS); Placebo PH20 SC [OTHER]: Subcutaneous injection of placebo PH20 via Prefilled Syringe (PFS); Arm Part A - efgartigimod PH20 SC PFS: Participants will receive efgartigimod PH20 SC Via Prefilled Syringe (PFS) during the part A double-blinded treatment period.; Arm Part A - placebo PH20 SC PFS: Participants will receive placebo PH20 SC Via Prefilled Syringe (PFS) during the part A double-blinded treatment period.; Arm Part B - efgartigimod PH20 SC PFS: Participants will receive efgartigimod PH20 SC Via Prefilled Syringe (PFS) during the part B treatment period.; Arm Part B - placebo PH20 SC PFS: Participants will receive placebo PH20 SC Via Prefilled Syringe (PFS) during the part B treatment period.; Arm Part C - efgartigimod PH20 SC PFS: Participants will receive efgartigimod PH20 SC PFS in the part C open-label treatment period,Registry-defined; verify per protocol,Part A - placebo PH20 SC PFS,"Percentage of participants who are euthyroid (fT3, fT4, and TSH within normal ranges) off ATDs at week 24 in part A",Time to becoming euthyroid off ATDs in part A; Percentage of participants who are euthyroid and receiving MMI ≤5 mg/day or CBZ ≤7.5 mg/day at week 24 in part A; Percentage of participants with fT3 and fT4 levels below the ULN off ATDs at week 24 in part A; Percentage of participants who are euthyroid off ATDs and TRAb seronegative at week 24 in part A; Time to becoming euthyroid off ATDs and TRAb seronegative,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,NR (no result-linked publication URL identified at data cut),Official registry protocol,ClinicalTrials.gov; NCT07570316,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial,Efgartigimod PH20 SC; Placebo PH20 SC,RANDOMIZED,No,"NA (study not reported as terminated, withdrawn, or suspended)",Protocol identifies randomized allocation; no posted participant flow at data cut,No posted ClinicalTrials.gov results at frozen data cut,2026-09-10,2.0.0
