soc_id,region_code,region,disease,category,stage_activity,population,line_of_therapy,intervention,regimen_timing,treatment_goal,endpoint_semantics,outcome_interpretation,next_option_if_failure,major_risks,guideline_position,authorization_status_scope,reimbursement_access,source_ids,anchor_ids,evidence_tier,authority_scope,uncertainty,last_verified,data_cut,schema_version,notes
SOC-KR-GD-PREGNANCY,KR,South Korea,GD,GD in pregnancy,Pregnancy or pregnancy planning with Graves’ hyperthyroidism,Pregnant patients or patients planning pregnancy,Pregnancy-specific management,Pregnancy-adapted ATD; RAI excluded,"KTA: pregnancy/breastfeeding에서 RAI not recommended, RAI 후 thyroid stabilization과 여성 최소 6개월/남성 3–4개월 conception delay 설명; ETA는 first trimester PTU context",모체 hyperthyroidism control과 fetal exposure/teratogenic risk 최소화,"maternal biochemical control, fetal/neonatal thyroid effect, congenital-malformation risk를 분리하며 nonpregnant remission endpoint를 대입하지 않는다.",pregnancy management을 adult RAI pathway에서 분리한다.,Drug intolerance/poor control이면 multidisciplinary surgery assessment,"Maternal thyrotoxicosis, fetal ATD effects, RAI fetal exposure",KTA RAI exclusions plus ETA pregnancy drug context,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),28;39,KR-KTA2025-RAI-R1.3.1; KR-KTA2025-RAI-CONCEPTION-TIMING; KR-KTA2025-RAI-PREGNANCY-TEST; EU-ETA2018-R35,A2,KTA national RAI guideline plus ETA pregnancy context,Korean ATD trimester-specific national locator는 curated set에서 직접 검증되지 않았다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-KR-GD-LACTATION,KR,South Korea,GD,GD in lactation,Lactation with Graves’ hyperthyroidism,Breastfeeding patients and infants,Lactation-specific management,ATD with infant-safety consideration; RAI excluded while breastfeeding,KTA RAI Recommendation 1.3.1은 breastfeeding에서 RAI를 권고하지 않음; ATD choice는 ETA MMI context,모체 biochemical control을 유지하면서 infant drug/iodine exposure를 최소화,maternal control과 infant thyroid safety를 별도 endpoint로 취급한다; RAI는 breastfeeding과 별도 contraindication 맥락이다.,maternal control과 infant exposure를 별도로 본다.,ATD adverse effect/control failure 시 specialist review와 definitive-therapy timing 조정,"Infant drug/iodine exposure, maternal drug toxicity, RAI breast-milk exposure",KTA RAI exclusion plus ETA lactation context,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),28;39,KR-KTA2025-RAI-R1.3.1; EU-ETA2018-R42; EU-ETA2018-R43,A2 contextual,KTA national RAI guideline plus ETA lactation guidance,Korean lactation-specific ATD locator가 없어 국제 context를 명시했다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-KR-GD-OLDER-ADULT,KR,South Korea,GD,GD in older adults,"Graves’ hyperthyroidism in older adults, with or without cardiac comorbidity",Older adults,Risk-adapted initial or definitive therapy,Risk-adapted ATD with consideration of RAI or surgery,KTA는 worsening hyperthyroidism 시 arrhythmia/heart failure instability 위험 환자에서 RAI를 고려하고 peri-RAI ATD 재개를 허용,신속한 biochemical control과 atrial fibrillation/heart failure/ischemia 등 decompensation 위험 최소화,"age 자체와 comorbidity-driven risk를 분리하고, efficacy보다 안전성·안정성·adherence를 우선 해석한다.",cardiovascular instability risk가 modality choice의 핵심이다.,불안정성/재발이면 definitive therapy; mild stable disease에서는 장기 low-dose ATD context,"AF, heart failure, thyroid storm, drug/procedural toxicity",KTA Recommendations 1.2.2 and 4.2 plus ETA older-adult context,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),28;39,KR-KTA2025-RAI-R1.2.2; KR-KTA2025-RAI-R4.2; KR-KTA2025-RAI-ATD-RESTART-NARRATIVE; EU-ETA2018-R44; EU-ETA2018-R45,A2,KTA national RAI guideline plus ETA age-specific context,Frailty와 local nuclear/surgical access는 별도 평가 필요.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-KR-TED-MILD-ACTIVE,KR,South Korea,TED,Mild active TED,Mild active TED,Adults with mild active TED; pediatric and pregnancy evidence separate,Initial supportive/local management,"Ocular-surface care, risk-factor control, and selected adjuncts; selenium applicability is population-dependent",Korean framework는 global evidence와 local practice를 통합하지만 survey practice를 efficacy로 해석하지 않음,"ocular-surface 증상, risk factors, QoL 및 progression risk 관리","symptom/QoL improvement, activity change, progression prevention을 proptosis response나 durable remission과 합치지 않는다.",mild active disease에서 supportive care 우선; Korean SeGOSS context 때문에 selenium benefit을 자동 일반화하지 않는다.,Progression이면 activity/severity 및 MRI/phenotype 재평가,"Progression, local steroid adverse effects, inappropriate extrapolation of practice percentages",KSOPRS survey-informed framework with ATA/ETA selenium context,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),127;139,KR-KSOPRS2026-AUTHORITY-CAVEAT; INT-ATA-ETA2022-KP6.1.1,A2 framework+consensus,Society-endorsed survey-informed Korean framework plus joint consensus,"Korean survey percentages are practice patterns, not efficacy or national policy.",2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-KR-TED-ACTIVE-MODERATE-SEVERE,KR,South Korea,TED,Active moderate-to-severe TED,Active moderate-to-severe TED without immediate sight threat,Adults,Initial systemic/phenotype-directed therapy,"IVGC, teprotumumab when available/feasible, and ORT according to phenotype; selected MMF/other immunomodulation","IVMP 500 mg weekly×6 then 250 mg weekly×6 (4.5 g/12 weeks), cycle ≤8 g; ORT 20 Gy in 10 sessions over 2 weeks","inflammation, proptosis, diplopia, motility 및 QoL 중 predominant phenotype에 맞춘 개선","CAS/activity, proptosis, diplopia, composite response, QoL을 별도 endpoint로 유지하고 서로 대체하거나 cross-trial ranking하지 않는다.","Korean framework는 inflammation→IVGC, proptosis→TEP, restrictive myopathy/progressive diplopia→ORT로 phenotype을 구분한다.","Poor response에서 MMF/other immunomodulator, ORT, targeted therapy; sight threat이면 DON pathway","IVGC hepatic/metabolic/infectious risk, HBV reactivation, RT effects, targeted-therapy risks",KSOPRS phenotype algorithm; formal evidence-graded national guideline가 아닌 survey-informed framework,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),127,KR-KSOPRS2026-AUTHORITY-CAVEAT; KR-KSOPRS2026-IVGC-REGIMEN; KR-KSOPRS2026-ORT-REGIMEN; KR-KSOPRS2026-ALGORITHM-STEP4,A2 framework,KSOPRS society-endorsed survey-informed framework,Local practice positioning and efficacy evidence are separated.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-KR-TED-TEPEZZA,KR,South Korea,TED,Tepezza,Label- and jurisdiction-defined TED population,Adults unless the jurisdictional label states otherwise,Jurisdiction- and phenotype-dependent targeted therapy,Teprotumumab (Tepezza),NA (no Korean-authorized regimen verified at the frozen cut; international framework mentions TEP when available and feasible),"IGF-1R pathway-directed TED control; endpoint는 trial/label별 proptosis, diplopia, activity, QoL로 제한","authorization scope는 efficacy magnitude, reimbursement, line-of-therapy preference와 동일하지 않다; 서로 다른 trial endpoint를 단일 순위로 합치지 않는다.",Korean framework의 clinical positioning은 Korean authorization 또는 reimbursement evidence가 아니다.,Verified available standard/clinical-trial options according to phenotype,International label risks may inform research discussion but are not a Korean label claim,KSOPRS framework positions TEP by phenotype/feasibility; official authorization/access remain unresolved,unresolved (no relevant official MFDS/NEDrug product record identified; this does not prove non-authorization),unresolved (no relevant official HIRA reimbursement record identified; this does not prove non-reimbursement),127;745;746,KR-KSOPRS2026-ALGORITHM-STEP4; KR-KSOPRS2026-AUTHORITY-CAVEAT; NA (source 745 query-level search record has no citable text block); NA (source 746 query-level search record has no citable text block),A2 framework+R1,Korean society framework plus documented official-portal searches,Negative searches do not establish absence; authorization and reimbursement remain unresolved.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-KR-TED-LUMVOA,KR,South Korea,TED,Lumvoa,Label- or jurisdiction-status-defined TED population,Adults unless an official label states otherwise,Jurisdiction-dependent targeted therapy,Veligrotug-vvze (Lumvoa),NA (no Korean-authorized regimen verified at the frozen cut),IGF-1R pathway-directed TED control; 승인된 범위 밖에서는 R&D potential과 access를 분리,"U.S. label indication, trial efficacy endpoints, non-U.S. authorization, reimbursement를 각각 분리하며 negative search를 비승인 근거로 쓰지 않는다.",U.S. approval and R&D potential을 Korean authorization/access로 전이하지 않는다.,Verified Korean standard/clinical-trial options according to phenotype,No Korean label verified,No Korean guideline positioning verified in curated sources,unresolved (no relevant official Korean product record identified; this does not prove non-authorization),unresolved (no relevant official Korean reimbursement record identified; this does not prove non-reimbursement),750,NA (source 750 query-level search record has no citable text block),R1,Documented MFDS/NEDrug/HIRA search record only,Negative search is not evidence of absence.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-KR-TED-DON,KR,South Korea,TED,Dysthyroid optic neuropathy (DON),Sight-threatening TED / compressive DON,Patients with threatened visual function,Emergency treatment,Immediate high-dose IVGC and urgent orbital decompression if inadequate recovery,"IVMP 500–1,000 mg daily×3 days, cycle ≤8 g; second cycle 후 2주 이내 visual recovery 실패 시 urgent decompression",visual function을 신속히 회복·보존하고 irreversible optic-nerve injury 방지,"visual acuity, color vision, visual field, RAPD 및 decompression 필요성을 중심으로 평가하며 일반 TED composite response로 대체하지 않는다.",Korean practice variation보다 high-level emergency recommendation을 우선한다.,Urgent decompression; biologic/ORT가 definitive decompression을 지연시키지 않음,"Irreversible visual loss, IVGC toxicity, surgical risk",KSOPRS framework grounded in EUGOGO/ATA-ETA emergency guidance,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),127;139,KR-KSOPRS2026-DON-IVGC; KR-KSOPRS2026-DON-DECOMPRESSION; INT-ATA-ETA2022-KP8.1.1; INT-ATA-ETA2022-KP8.3.1,A2 framework+consensus,Korean society framework plus joint consensus,Survey-reported combination use is not national policy or comparative efficacy evidence.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-KR-TED-CHRONIC-INACTIVE,KR,South Korea,TED,Chronic/inactive TED,Inactive/chronic TED with stable residual sequelae,Patients with inactive disease and functional/cosmetic sequelae,Rehabilitative phase,Staged rehabilitative surgery,Inactive TED에서 orbital decompression→strabismus surgery→eyelid correction,"stable residual proptosis, strabismus/diplopia, eyelid abnormality 및 exposure를 단계적 수술로 교정",inflammatory inactivation과 rehabilitative functional/cosmetic outcome을 분리한다; inactive는 반드시 symptom-free 또는 cured를 뜻하지 않는다.,residual function/cosmesis 개선이며 inflammatory remission과 별도이다.,Instability이면 activity 재평가; stable이면 next staged procedure,"Surgical complications, recurrence if residual immunologic activity, timing risk",KSOPRS text algorithm Step 6 plus ATA/ETA consensus,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),127;139,KR-KSOPRS2026-ALGORITHM-STEP6; INT-ATA-ETA2022-KP7.3.1.2; INT-ATA-ETA2022-KP7.3.4.1,A2,Korean society framework plus joint consensus,Inactive ≥6개월 stability 등 timing은 individual reassessment가 필요하다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-KR-TED-RELAPSED-REFRACTORY,KR,South Korea,TED,Relapsed/refractory TED,"Persistent active, inadequately responsive, relapsed, or recurrent TED","Patients after inadequate response, intolerance, flare, or recurrence",Second or later line,"Phenotype reassessment; MMF/other immunomodulation, ORT, targeted therapy, or surgery",Korean framework의 local feasibility와 EUGOGO second-line list를 함께 보되 option list를 ranking하지 않음,잔존 activity/phenotype에 맞춘 재평가와 rescue 또는 modality switch,"primary nonresponse, partial response, flare during taper, post-treatment relapse, chronic residual deficit을 구분하며 서로 다른 연구의 response rate를 단순 비교하지 않는다.","IVGC poor response, ORT resistance, biologic access, inactive residual deficit을 구분한다.",Active disease는 alternate immunomodulation/ORT; inactive는 surgery; DON은 emergency pathway,"Cumulative immunosuppression, HBV/infection, hepatic/metabolic and modality-specific risks",KSOPRS framework with EUGOGO Recommendation 24 context,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),127;135,KR-KSOPRS2026-AUTHORITY-CAVEAT; KR-KSOPRS2026-ALGORITHM-STEP4; EU-EUGOGO2021-R24,A2 contextual,Korean society framework plus EUGOGO,Korean practice percentages are not efficacy estimates.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-JP-GD-ADULT-ATD,JP,Japan,GD,Adult ATD,Newly diagnosed or ongoing Graves’ hyperthyroidism,Adults,Initial or continued medical therapy,MMI first choice except defined pregnancy context; PTU/inorganic iodine in selected settings,JTA BCQ1: untreated patients generally eligible for drug therapy; BCQ2: MMI first choice except pregnancy 4w0d–15w6d,우선 biochemical control; 적절한 환자에서는 ATD 중단 후 durable off-treatment remission 가능성 평가,"복용 중 정상화(on-treatment biochemical control), off-ATD normalization, durable off-treatment remission, relapse를 분리한다; ATD 반응을 cure로 표현하지 않는다.",BCQ2의 broader first-choice exception을 FCQ1의 exact teratogenic-risk avoidance interval과 혼합하지 않는다.,Low-dose maintenance 후 withdrawal criteria 미충족/relapse이면 RAI 또는 surgery 평가,"Agranulocytosis, hepatic toxicity, pregnancy-specific teratogenic risk",Primary JTA CQ statements,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),741,JP-JTA2019-BCQ1; JP-JTA2019-BCQ2; JP-JTA2019-BCQ6; JP-JTA2019-BCQ7,A2,Japan Thyroid Association primary CQ guideline,BCQ2 4w0d–15w6d와 FCQ1 5w0d–9w6d는 다른 질문에 대한 범위이다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-JP-GD-ADULT-RAI,JP,Japan,GD,Adult RAI,Graves’ hyperthyroidism selected for radioactive iodine,Adults; pregnancy/lactation and TED risk assessed separately,Initial definitive option or after ATD failure/preference,Radioactive iodine,≥1주 iodine restriction와 ≥3일 ATD stop가 바람직; 첫 6개월 월 1회 thyroid test; women pregnancy planning은 6개월 이후; active/severe TED 회피,"충분한 방사성요오드로 hyperthyroidism을 destructive control하고, 흔히 hypothyroidism 후 replacement로 안정화","RAI 후 euthyroidism, hypothyroidism, persistent hyperthyroidism, retreatment를 분리한다; ‘cure’ 용어가 있어도 autoimmune disease 소실이나 TED cure로 확장하지 않는다.",목표(normalization vs hypothyroidism)는 patient-informed choice로 구분하며 영구 hypothyroidism 가능성을 설명한다.,Persistent disease이면 re-treatment assessment 또는 surgery/ATD,"Permanent hypothyroidism, delayed control, TED worsening, reproductive/radiation restrictions","JTA BCQ26, 28, 30, 32, 33",NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),741,JP-JTA2019-BCQ26; JP-JTA2019-BCQ28; JP-JTA2019-BCQ30; JP-JTA2019-BCQ32; JP-JTA2019-BCQ33,A2,Japan Thyroid Association primary CQ guideline,RAI outcome 목표를 remission/cure로 단순화하지 않는다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-JP-GD-ADULT-THYROIDECTOMY,JP,Japan,GD,Adult thyroidectomy,Graves’ hyperthyroidism selected for surgery,Adults,Initial definitive option or rescue/alternative,Total thyroidectomy,가능한 수술 전 euthyroid control; 7–10일 전 inorganic iodine으로 혈류/출혈 감소 고려,갑상선 제거를 통한 신속하고 definitive한 hyperthyroidism control; 이후 thyroid hormone replacement,수술에 의한 thyroid-source control과 autoimmune remission/TED outcome을 분리한다; 수술은 전신 자가면역의 ‘cure’와 동의어가 아니다.,surgical definitive control이며 thyroid replacement와 TED/autoimmunity를 별도로 추적한다.,수술 부적합이면 ATD/RAI; postoperative persistence이면 specialist reassessment,"Bleeding, hypoparathyroidism, recurrent laryngeal nerve injury, anesthesia risk",JTA BCQ34–35,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),741,JP-JTA2019-BCQ34; JP-JTA2019-BCQ35,A2,Japan Thyroid Association primary CQ guideline,Individual center expertise and coverage not audited.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-JP-GD-RELAPSE-REFRACTORY,JP,Japan,GD,Relapsed/refractory GD,Persistent or recurrent hyperthyroidism after prior therapy,"Adults with relapse, persistent biochemical disease, intolerance, or poor control",Subsequent therapy,"Continued/restarted ATD, RAI, repeat RAI assessment, or thyroidectomy","ATD withdrawal은 low-dose alternate-day 상태에서 ≥6개월 정상 기능 시 고려; 중단 후 6개월 2–3개월 간격, 이후 연장 monitoring",재발 또는 지속성 hyperthyroidism의 biochemical control 회복과 환자별 definitive strategy 선택,"ATD 중단 후 relapse, RAI 후 persistence, ATD intolerance/poor control을 서로 다른 failure state로 기록하며 단일 반응률로 합치지 않는다.",relapse surveillance와 RAI post-treatment persistence를 구분한다.,"Biochemical state, prior toxicity, TED, goiter and preference에 따라 alternate definitive modality","Persistent thyrotoxicosis, repeated drug toxicity, procedural risk",JTA BCQ6–7 and post-RAI monitoring BCQ30,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),741,JP-JTA2019-BCQ6; JP-JTA2019-BCQ7; JP-JTA2019-BCQ30,A2,Japan Thyroid Association primary CQ guideline,Specific BCQ31 retreatment wording은 이번 anchor subset에 포함하지 않아 과도한 기준을 제시하지 않는다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-JP-GD-PEDIATRIC,JP,Japan,GD,Pediatric GD,Pediatric Graves’ hyperthyroidism,Children and adolescents,Age- and context-specific initial or subsequent therapy,Medical therapy; highly selected RAI; surgery,Age 6–18에서 serious drug adverse event/resistance이고 surgery도 어려울 때만 RAI 용인; <5세 contraindicated,성장·발달과 장기 안전성을 고려한 biochemical control 및 선택적 definitive control,"pediatric remission, prolonged ATD use, RAI age/dose restrictions, surgery를 adult endpoint와 분리한다.",pediatric RAI는 routine adult alternative가 아니다.,ATD failure/toxicity 시 pediatric thyroid expert surgery 또는 strict criteria의 RAI,"Growth/development, radiation age risk, ATD toxicity, surgery risk",JTA FCQ4,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),741,JP-JTA2019-FCQ4,A2,Japan Thyroid Association primary CQ guideline,FCQ wording은 18세 이하 subgroup에 한정한다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-JP-GD-PREGNANCY,JP,Japan,GD,GD in pregnancy,Pregnancy or pregnancy planning with Graves’ hyperthyroidism,Pregnant patients or patients planning pregnancy,Pregnancy-specific management,Avoid MMI 5w0d–9w6d; stop/switch by 9w6d to PTU or inorganic iodine according to status,"FCQ1 exact interval 5w0d–9w6d; MMI pregnancy detected by 9w6d이면 promptly stop, hold, or switch; pregnancy after RAI는 6개월 회피",모체 hyperthyroidism control과 fetal exposure/teratogenic risk 최소화,"maternal biochemical control, fetal/neonatal thyroid effect, congenital-malformation risk를 분리하며 nonpregnant remission endpoint를 대입하지 않는다.",FCQ1 teratogenic-risk interval과 BCQ2 broader 4w0d–15w6d first-choice exception을 의도적으로 분리한다.,Control 실패/약제 부적합 시 multidisciplinary specialist management,"MMI embryopathy, PTU severe adverse effects, uncontrolled disease, fetal thyroid effects","JTA FCQ1, BCQ2, BCQ36 with FCQ1 explanatory source",NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),741;743,JP-JTA2019-FCQ1; JP-JTA2019-BCQ2; JP-JTA2019-BCQ36; JP-JTA2020-FCQ1-EXPLANATION,A2,JTA primary CQ plus society explanation,The two gestational intervals answer different questions and are not harmonized into one window.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-JP-GD-LACTATION,JP,Japan,GD,GD in lactation,Lactation with Graves’ hyperthyroidism,Breastfeeding patients and infants,Lactation-specific management,MMI up to 10 mg/day or PTU up to 300 mg/day as stated; avoid therapeutic inorganic iodine when possible,JTA FCQ5의 dose/context 적용,모체 biochemical control을 유지하면서 infant drug/iodine exposure를 최소화,maternal control과 infant thyroid safety를 별도 endpoint로 취급한다; RAI는 breastfeeding과 별도 contraindication 맥락이다.,maternal control과 infant thyroid effect를 별도 추적한다.,Inadequate control/adverse effect이면 specialist review and feeding/therapy timing reassessment,"Infant hypothyroidism from iodine, maternal ATD toxicity, drug exposure",JTA FCQ5,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),741,JP-JTA2019-FCQ5,A2,Japan Thyroid Association primary CQ guideline,Dose statement는 quoted JTA context에 한정한다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-JP-GD-OLDER-ADULT,JP,Japan,GD,GD in older adults,"Graves’ hyperthyroidism in older adults, with or without cardiac comorbidity",Older adults,Risk-adapted initial or definitive therapy,MMI-based drug therapy or definitive treatment according to cardiac risk,JTA adult drug-therapy principle 적용; age-specific cardiac guidance는 ETA Recommendations 44–45로 contextual support,신속한 biochemical control과 atrial fibrillation/heart failure/ischemia 등 decompensation 위험 최소화,"age 자체와 comorbidity-driven risk를 분리하고, efficacy보다 안전성·안정성·adherence를 우선 해석한다.",older age보다 cardiac comorbidity/frailty를 우선한다.,AF/HF/ischemia precipitated by GD이면 definitive therapy 검토; mild stable disease이면 long-term ATD,"Cardiac decompensation, ATD/procedural toxicity",JTA adult CQ plus ETA older-adult context,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),741;39,JP-JTA2019-BCQ1; EU-ETA2018-R44; EU-ETA2018-R45,A2 contextual,JTA primary CQ plus ETA age-specific context,JTA curated CQ subset에는 older-adult-specific statement가 없다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-JP-TED-MILD-ACTIVE,JP,Japan,TED,Mild active TED,Mild active TED,Adults with mild active TED; pediatric and pregnancy evidence separate,Initial supportive/local management,"MRI-informed assessment, supportive/local therapy; selected selenium/local injection context",Japan draft guidance는 mild TED에서도 MRI로 pathology를 평가하고 phenotype에 맞춘 치료 선택; CAS 1–2에서도 MRI inflammation 가능,"ocular-surface 증상, risk factors, QoL 및 progression risk 관리","symptom/QoL improvement, activity change, progression prevention을 proptosis response나 durable remission과 합치지 않는다.",low CAS를 inactive로 자동 분류하지 않는다.,MRI/activity/severity reassessment 후 systemic or phenotype-directed treatment,"Overtreatment from imaging, local injection risks, missed progression",Japanese third-draft guidance plus ATA/ETA selenium context,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),742;139,JP-TED-DRAFT-CAS1-2-MRI; JP-TED-DRAFT-MILD-MRI; INT-ATA-ETA2022-KP6.1.1,A2 draft+context,Japanese society third-draft guidance plus joint consensus,Draft guidance는 final regulatory or reimbursement policy가 아니다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-JP-TED-ACTIVE-MODERATE-SEVERE,JP,Japan,TED,Active moderate-to-severe TED,Active moderate-to-severe TED without immediate sight threat,Adults,Initial systemic/phenotype-directed therapy,"Activity- and phenotype-directed IVGC, targeted therapy, RT, or surgery",CAS ≥3/7 active 기준; CAS 1–2에서도 MRI inflammation 가능하므로 imaging/context 병합,"inflammation, proptosis, diplopia, motility 및 QoL 중 predominant phenotype에 맞춘 개선","CAS/activity, proptosis, diplopia, composite response, QoL을 별도 endpoint로 유지하고 서로 대체하거나 cross-trial ranking하지 않는다.",activity classification과 treatment response를 분리한다.,Poor response/relapse이면 Japanese refractory options 또는 international phenotype-based alternatives,IVGC/RT/biologic toxicity and imaging-driven overtreatment,Japanese third-draft activity framework with ATA/ETA phenotype context,NA (표준 치료 modality; 단일 제품 authorization 판정 대상이 아님),unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),742;139,JP-TED-DRAFT-CAS-ACTIVE; JP-TED-DRAFT-CAS1-2-MRI; INT-ATA-ETA2022-KP7.1.1.1; INT-ATA-ETA2022-KP7.1.3.1; INT-ATA-ETA2022-KP7.2.1,A2 draft+context,Japanese society draft plus joint consensus,CAS threshold alone으로 all phenotype을 결정하지 않는다.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
SOC-JP-TED-TEPEZZA,JP,Japan,TED,Tepezza,Label- and jurisdiction-defined TED population,Adults unless the jurisdictional label states otherwise,Jurisdiction- and phenotype-dependent targeted therapy,Teprotumumab (Tepezza),"Adult: 10 mg/kg first dose, then 20 mg/kg for 7 doses every 3 weeks; 8 total","IGF-1R pathway-directed TED control; endpoint는 trial/label별 proptosis, diplopia, activity, QoL로 제한","authorization scope는 efficacy magnitude, reimbursement, line-of-therapy preference와 동일하지 않다; 서로 다른 trial endpoint를 단일 순위로 합치지 않는다.",Japan indication은 active TED이며 U.S. ‘regardless of activity/duration’ label을 적용하지 않는다.,불충분 반응 시 activity/phenotype 재평가 후 available Japanese/international pathways,PMDA benefit-risk accepted; detailed label safety and patient suitability require local product information,PMDA authorized for active TED,approved in Japan on 2024-09-24 for active thyroid eye disease,unresolved (official reimbursement/price-list locator not verified in this pass),735;736;737;752,JP-PMDA-TEPEZZA-REVIEW-CONCLUSION; JP-PMDA-TEPEZZA-DOSE; JP-PMDA-TEPEZZA-ENGLISH-APPROVAL-ROW; JP-PMDA-TEPEZZA-JAPANESE-APPROVAL-ROW; NA (source 752 query-level search record has no citable text block),A1+R1,PMDA review and approval lists plus query-level reimbursement record,Authorization is verified; reimbursement/access remains unresolved.,2026-09-11 (against frozen 2026-09-10 data cut),2026-09-10,2.0.0,NA (no additional notes)
