source_id,canonical_id_status,title,issuer_or_journal,publication_or_event_date,year,url,doi,registry_id,source_type,evidence_tier,access_depth,exact_locator_availability,locator,last_verified,r_and_d_implication,reference_text,data_cut,schema_version
521,recovered_legacy_web_index,IL-11 receptor is a novel target for drug development with pharmacological activity in fibro-inflammatory disease — article PDF,Scientific Reports,2026-05-02,2026,https://www.nature.com/articles/s41598-026-51600-0_reference.pdf,NA (no DOI),NA (no registry ID),peer-reviewed article PDF,B1 peer-reviewed primary,Retrieved full-text PDF evidence,Partial (retrieved document block; no canonical v2 quote anchor),LASN01 Phase 2 tables and figure supplements,2026-09-11 (legacy source recovery against frozen cut),Full-text companion for bounded LASN01 result verification; denominators and post-hoc analyses remain explicit.,Scientific Reports. IL-11 receptor is a novel target for drug development with pharmacological activity in fibro-inflammatory disease — article PDF. 2026-05-02. https://www.nature.com/articles/s41598-026-51600-0_reference.pdf,2026-09-10,2.0.0
541,recovered_legacy_web_index,GenSci098,Changchun High-Tech corporate disclosure (CNINFO),2026-01-16,2026,http://static.cninfo.com.cn/finalpage/2026-01-16/1224935532.PDF,NA (no DOI),NA (no registry ID),official corporate disclosure,C1 corporate primary,Retrieved filing document block,Partial (retrieved document block; no canonical v2 quote anchor),GenSci098 mechanism and development-status section,2026-09-11 (legacy source recovery against frozen cut),"Supports GenSci098/YB-101 alias, TSHR-antagonist mechanism and program status; no cross-trial ranking.",Changchun High-Tech corporate disclosure (CNINFO). GenSci098. 2026-01-16. http://static.cninfo.com.cn/finalpage/2026-01-16/1224935532.PDF,2026-09-10,2.0.0
564,recovered_legacy_web_index_collision_resolved,"UCB to acquire Candid Therapeutics, building upon its existing immunology pipeline with novel T-cell engagers | UCB",UCB,2026-05-03,2026,https://www.ucb.com/newsroom/press-releases/article/ucb-to-acquire-candid-therapeutics-building-upon-its-existing-immunology-pipeline-with-novel-t-cell-engagers,NA (no DOI),NA (no registry ID),company transaction announcement,C1 sponsor primary,Retrieved web-source document block,Partial (retrieved document block; no canonical v2 quote anchor),Cizutamig mechanism and acquisition terms,2026-09-11 (legacy source recovery against frozen cut),Confirms cizutamig BCMA×CD3 modality and acquisition agreement; not disease-specific efficacy evidence.,"UCB. UCB to acquire Candid Therapeutics, building upon its existing immunology pipeline with novel T-cell engagers | UCB. 2026-05-03. https://www.ucb.com/newsroom/press-releases/article/ucb-to-acquire-candid-therapeutics-building-upon-its-existing-immunology-pipeline-with-novel-t-cell-engagers",2026-09-10,2.0.0
619,recovered_legacy_web_index,NCT07622368,ClinicalTrials.gov,2026-09-10 registry cut,2026,https://clinicaltrials.gov/api/v2/studies/NCT07622368,NA (no DOI),NCT07622368,official registry API,A1 official registry,Retrieved official JSON API record,Partial (retrieved document block; no canonical v2 quote anchor),NCT07622368 protocolSection,2026-09-11 (legacy source recovery against frozen cut),Confirms IBI3031 Phase 1 TED study metadata; public record did not establish a molecular target.,ClinicalTrials.gov. NCT07622368. 2026-09-10 registry cut. https://clinicaltrials.gov/api/v2/studies/NCT07622368,2026-09-10,2.0.0
645,recovered_legacy_web_index,"UCB completes acquisition of Candid Therapeutics, strengthening next generation immunology pipeline | UCB",UCB,2026-06-17,2026,https://www.ucb.com/newsroom/press-releases/article/ucb-completes-acquisition-of-candid-therapeutics-strengthening-next-generation-immunology-pipeline,NA (no DOI),NA (no registry ID),company transaction announcement,C1 sponsor primary,Retrieved web-source document block,Partial (retrieved document block; no canonical v2 quote anchor),Cizutamig acquisition-completion announcement,2026-09-11 (legacy source recovery against frozen cut),Confirms ownership transition at the cut; R&D potential remains separate from evidence confidence.,"UCB. UCB completes acquisition of Candid Therapeutics, strengthening next generation immunology pipeline | UCB. 2026-06-17. https://www.ucb.com/newsroom/press-releases/article/ucb-completes-acquisition-of-candid-therapeutics-strengthening-next-generation-immunology-pipeline",2026-09-10,2.0.0
672,recovered_legacy_web_index,Tepezza: First Drug for Thyroid Eye Disease | BioPharma.News,BioPharma.News,2022-04-27,2022,https://biopharma.news/tepezza-first-drug-for-thyroid-eye-disease-1167/,NA (no DOI),NA (no registry ID),secondary news,C2 secondary,Retrieved secondary document block,Partial (retrieved document block; no canonical v2 quote anchor),Tepezza background article,2026-09-11 (legacy source recovery against frozen cut),Historical context only; not used for current authorization or access status.,BioPharma.News. Tepezza: First Drug for Thyroid Eye Disease | BioPharma.News. 2022-04-27. https://biopharma.news/tepezza-first-drug-for-thyroid-eye-disease-1167/,2026-09-10,2.0.0
675,expanded_scholarly,Targeting IL-6 Receptor Signaling with Satralizumab in Thyroid Eye Disease: Design of the Phase 3 SatraGO-1 and SatraGO-2 Trials,Ophthalmology and Therapy,2025,2025,https://doi.org/10.1007/s40123-025-01255-3,10.1007/s40123-025-01255-3,NA (no registry ID),rct,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_b4bb6b28cb88,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Targeting IL-6 Receptor Signaling with Satralizumab in Thyroid Eye Disease: Design of the Phase 3 SatraGO-1 and SatraGO-2 Trials (2025). Ophthalmology and Therapy. https://doi.org/10.1007/s40123-025-01255-3,2026-09-10,2.0.0
676,expanded_scholarly,Glycemic Trends in Patients with Thyroid Eye Disease Treated with Teprotumumab in 3 Clinical Trials,Ophthalmology,2024,2024,https://doi.org/10.1016/j.ophtha.2024.01.023,10.1016/j.ophtha.2024.01.023,NA (no registry ID),rct,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_d794c94cebb6,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Glycemic Trends in Patients with Thyroid Eye Disease Treated with Teprotumumab in 3 Clinical Trials (2024). Ophthalmology. https://doi.org/10.1016/j.ophtha.2024.01.023,2026-09-10,2.0.0
677,expanded_scholarly,The role of monoclonal antibodies against IL-6 or IL-6R in the treatment of thyroid eye disease,Reviews in Endocrine and Metabolic Disorders,2026,2026,https://doi.org/10.1007/s11154-025-10014-5,10.1007/s11154-025-10014-5,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_0ffd9fa91f86,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",The role of monoclonal antibodies against IL-6 or IL-6R in the treatment of thyroid eye disease (2026). Reviews in Endocrine and Metabolic Disorders. https://doi.org/10.1007/s11154-025-10014-5,2026-09-10,2.0.0
678,expanded_scholarly,THRIVE-2 phase 3 trial of Veligrotug (VRDN-001) in chronic thyroid eye disease (TED): efficacy and safety at 15 weeks,Endocrine Abstracts,2025,2025,https://doi.org/10.1530/endoabs.110.p29,10.1530/endoabs.110.p29,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_26e4d379cdcd,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",THRIVE-2 phase 3 trial of Veligrotug (VRDN-001) in chronic thyroid eye disease (TED): efficacy and safety at 15 weeks (2025). Endocrine Abstracts. https://doi.org/10.1530/endoabs.110.p29,2026-09-10,2.0.0
679,expanded_scholarly,OR31-07 THRIVE-2 Phase 3 Trial of Veligrotug (VRDN-001) in Chronic Thyroid Eye Disease (TED): Efficacy and Safety at 15 Weeks,Journal of the Endocrine Society,2025,2025,https://doi.org/10.1210/jendso/bvaf149.2240,10.1210/jendso/bvaf149.2240,NA (no registry ID),rct,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_b6c57c11ead6,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",OR31-07 THRIVE-2 Phase 3 Trial of Veligrotug (VRDN-001) in Chronic Thyroid Eye Disease (TED): Efficacy and Safety at 15 Weeks (2025). Journal of the Endocrine Society. https://doi.org/10.1210/jendso/bvaf149.2240,2026-09-10,2.0.0
680,expanded_scholarly,"Efficacy and Safety of Veligrotug (VRDN-001), a Full Antagonist Monoclonal Antibody to IGF-1 Receptor, in Active Thyroid Eye Disease (TED): THRIVE Phase 3 Topline Results",Endocrine Practice,2025,2025,https://doi.org/10.1016/j.eprac.2025.05.512,10.1016/j.eprac.2025.05.512,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_10d11ec56ea5,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.","Efficacy and Safety of Veligrotug (VRDN-001), a Full Antagonist Monoclonal Antibody to IGF-1 Receptor, in Active Thyroid Eye Disease (TED): THRIVE Phase 3 Topline Results (2025). Endocrine Practice. https://doi.org/10.1016/j.eprac.2025.05.512",2026-09-10,2.0.0
681,expanded_scholarly,"Preclinical pharmacology, pharmacokinetics, and pharmacodynamics of veligrotug, a full antagonist antibody to the IGF-1 receptor in development for thyroid eye disease",mAbs,2025,2025,https://doi.org/10.1080/19420862.2025.2585616,10.1080/19420862.2025.2585616,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_8bd9dbb0e2e9,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.","Preclinical pharmacology, pharmacokinetics, and pharmacodynamics of veligrotug, a full antagonist antibody to the IGF-1 receptor in development for thyroid eye disease (2025). mAbs. https://doi.org/10.1080/19420862.2025.2585616",2026-09-10,2.0.0
682,expanded_scholarly,The characteristics of Grave’s disease in children and adolescent patients in Al-Madinah Al-Munawwarah,Saudi Medical Journal,2023,2023,https://doi.org/10.15537/smj.2023.44.3.20220501,10.15537/smj.2023.44.3.20220501,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_170f29cfb8b8,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",The characteristics of Grave’s disease in children and adolescent patients in Al-Madinah Al-Munawwarah (2023). Saudi Medical Journal. https://doi.org/10.15537/smj.2023.44.3.20220501,2026-09-10,2.0.0
683,expanded_scholarly,OR31-08 The FcRn Inhibitor Batoclimab Rapidly Normalizes Thyroid Function and Improves Clinical Outcomes in Graves’ Disease,Journal of the Endocrine Society,2025,2025,https://doi.org/10.1210/jendso/bvaf149.2241,10.1210/jendso/bvaf149.2241,NA (no registry ID),non-randomized experimental study,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_f875e806c745,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",OR31-08 The FcRn Inhibitor Batoclimab Rapidly Normalizes Thyroid Function and Improves Clinical Outcomes in Graves’ Disease (2025). Journal of the Endocrine Society. https://doi.org/10.1210/jendso/bvaf149.2241,2026-09-10,2.0.0
684,expanded_scholarly,"Efficacy and safety of the FCRN inhibitor, batoclimab, in graves' thyroidal and extrathyroidal disease: a proof-of-concept study",Endocrine Abstracts,2025,2025,https://doi.org/10.1530/endoabs.110.p1111,10.1530/endoabs.110.p1111,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_870490680dba,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.","Efficacy and safety of the FCRN inhibitor, batoclimab, in graves' thyroidal and extrathyroidal disease: a proof-of-concept study (2025). Endocrine Abstracts. https://doi.org/10.1530/endoabs.110.p1111",2026-09-10,2.0.0
685,expanded_scholarly,"Linsitinib, an IGF-1R inhibitor, attenuates disease development and progression in a model of thyroid eye disease",Frontiers in Endocrinology,2023,2023,https://doi.org/10.3389/fendo.2023.1211473,10.3389/fendo.2023.1211473,NA (no registry ID),non-randomized experimental study,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_c858ef120d19,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.","Linsitinib, an IGF-1R inhibitor, attenuates disease development and progression in a model of thyroid eye disease (2023). Frontiers in Endocrinology. https://doi.org/10.3389/fendo.2023.1211473",2026-09-10,2.0.0
686,expanded_scholarly,Linsitinib inhibits IGF-1-induced cell proliferation and hyaluronic acid secretion by suppressing PI3K/Akt and ERK pathway in orbital fibroblasts from patients with thyroid-associated ophthalmopathy,PLOS ONE,2024,2024,https://doi.org/10.1371/journal.pone.0311093,10.1371/journal.pone.0311093,NA (no registry ID),non-rct in vitro,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_03e9193bca24,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Linsitinib inhibits IGF-1-induced cell proliferation and hyaluronic acid secretion by suppressing PI3K/Akt and ERK pathway in orbital fibroblasts from patients with thyroid-associated ophthalmopathy (2024). PLOS ONE. https://doi.org/10.1371/journal.pone.0311093,2026-09-10,2.0.0
687,expanded_scholarly,"OR26-03 Treatment With Linsitinib, An IGF-1 Receptor Inhibitor, Prevents Disease Development And Progression In An Experimental Model Of Thyroid Eye Disease",Journal of the Endocrine Society,2023,2023,https://doi.org/10.1210/jendso/bvad114.2052,10.1210/jendso/bvad114.2052,NA (no registry ID),non-randomized experimental study,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_b1c023e734fa,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.","OR26-03 Treatment With Linsitinib, An IGF-1 Receptor Inhibitor, Prevents Disease Development And Progression In An Experimental Model Of Thyroid Eye Disease (2023). Journal of the Endocrine Society. https://doi.org/10.1210/jendso/bvad114.2052",2026-09-10,2.0.0
688,expanded_scholarly,Linsitinib inhibits proliferation and induces apoptosis of both IGF-1R and TSH-R expressing cells,Frontiers in Immunology,2024,2024,https://doi.org/10.3389/fimmu.2024.1488220,10.3389/fimmu.2024.1488220,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_a07de8b2f661,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Linsitinib inhibits proliferation and induces apoptosis of both IGF-1R and TSH-R expressing cells (2024). Frontiers in Immunology. https://doi.org/10.3389/fimmu.2024.1488220,2026-09-10,2.0.0
689,expanded_scholarly,Medical Applications of Molecular Biotechnologies in the Context of Hashimoto’s Thyroiditis,Diagnostics,2023,2023,https://doi.org/10.3390/diagnostics13122114,10.3390/diagnostics13122114,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_456aa66a15af,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Medical Applications of Molecular Biotechnologies in the Context of Hashimoto’s Thyroiditis (2023). Diagnostics. https://doi.org/10.3390/diagnostics13122114,2026-09-10,2.0.0
690,expanded_scholarly,Can chimeric antigen receptors – based therapy bring a gleam of hope for thyroid-associated ophthalmopathy and other autoimmune diseases?,Medical Review,2025,2025,https://doi.org/10.1515/mr-2024-0099,10.1515/mr-2024-0099,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_db25f5ddb039,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Can chimeric antigen receptors – based therapy bring a gleam of hope for thyroid-associated ophthalmopathy and other autoimmune diseases? (2025). Medical Review. https://doi.org/10.1515/mr-2024-0099,2026-09-10,2.0.0
691,expanded_scholarly,Teprotumumab for the treatment of chronic thyroid eye disease,Eye,2021,2021,https://doi.org/10.1038/s41433-021-01593-z,10.1038/s41433-021-01593-z,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_55cac26ee91b,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Teprotumumab for the treatment of chronic thyroid eye disease (2021). Eye. https://doi.org/10.1038/s41433-021-01593-z,2026-09-10,2.0.0
692,expanded_scholarly,"SAT455 A Randomized, Quadruple-masked, Placebo-controlled, Multicenter Trial To Evaluate The Efficacy And Safety Of Teprotumumab In Patients With Chronic (Inactive/Low CAS) Thyroid Eye Disease",Journal of the Endocrine Society,2023,2023,https://doi.org/10.1210/jendso/bvad114.1930,10.1210/jendso/bvad114.1930,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_676970e2fcc6,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.","SAT455 A Randomized, Quadruple-masked, Placebo-controlled, Multicenter Trial To Evaluate The Efficacy And Safety Of Teprotumumab In Patients With Chronic (Inactive/Low CAS) Thyroid Eye Disease (2023). Journal of the Endocrine Society. https://doi.org/10.1210/jendso/bvad114.1930",2026-09-10,2.0.0
693,expanded_scholarly,Antigen-specific immunotherapy to restore antigen-specific tolerance in Type 1 diabetes and Graves’ disease,Clinical and Experimental Immunology,2022,2022,https://doi.org/10.1093/cei/uxac115,10.1093/cei/uxac115,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_7a9250f69443,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Antigen-specific immunotherapy to restore antigen-specific tolerance in Type 1 diabetes and Graves’ disease (2022). Clinical and Experimental Immunology. https://doi.org/10.1093/cei/uxac115,2026-09-10,2.0.0
694,expanded_scholarly,Randomized phase I trial of antigen-specific tolerizing immunotherapy with peptide/calcitriol liposomes in ACPA+ rheumatoid arthritis,JCI Insight,2022,2022,https://doi.org/10.1172/jci.insight.160964,10.1172/jci.insight.160964,NA (no registry ID),rct,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_20f1e34f225a,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Randomized phase I trial of antigen-specific tolerizing immunotherapy with peptide/calcitriol liposomes in ACPA+ rheumatoid arthritis (2022). JCI Insight. https://doi.org/10.1172/jci.insight.160964,2026-09-10,2.0.0
695,expanded_scholarly,Phase I Clinical Trial of Islet Antigen–Specific Plasmid Coexpressing Tolerogenic Proteins Demonstrates Safety in Adults With Type 1 Diabetes,Diabetes,2026,2026,https://doi.org/10.2337/db25-0777,10.2337/db25-0777,NA (no registry ID),rct,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_8745eb3e2c04,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Phase I Clinical Trial of Islet Antigen–Specific Plasmid Coexpressing Tolerogenic Proteins Demonstrates Safety in Adults With Type 1 Diabetes (2026). Diabetes. https://doi.org/10.2337/db25-0777,2026-09-10,2.0.0
696,expanded_scholarly,"Study protocol: Minimum effective low dose: anti-human thymocyte globulin (MELD-ATG): phase II, dose ranging, efficacy study of antithymocyte globulin (ATG) within 6 weeks of diagnosis of type 1 diabetes",BMJ Open,2021,2021,https://doi.org/10.1136/bmjopen-2021-053669,10.1136/bmjopen-2021-053669,NA (no registry ID),rct,B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_8f114f478eb1,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.","Study protocol: Minimum effective low dose: anti-human thymocyte globulin (MELD-ATG): phase II, dose ranging, efficacy study of antithymocyte globulin (ATG) within 6 weeks of diagnosis of type 1 diabetes (2021). BMJ Open. https://doi.org/10.1136/bmjopen-2021-053669",2026-09-10,2.0.0
697,expanded_scholarly,Modulating TSH Receptor Signaling for Therapeutic Benefit,European Thyroid Journal,2020,2020,https://doi.org/10.1159/000511871,10.1159/000511871,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_3cfe5a560baa,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",Modulating TSH Receptor Signaling for Therapeutic Benefit (2020). European Thyroid Journal. https://doi.org/10.1159/000511871,2026-09-10,2.0.0
698,expanded_scholarly,New Therapeutic Horizons for Graves’ Hyperthyroidism,Endocrine Reviews,2020,2020,https://doi.org/10.1210/endrev/bnaa022,10.1210/endrev/bnaa022,NA (no registry ID),NA (study type unavailable),B0 scholarly discovery metadata; claim-level appraisal required,Structured metadata and abstract,No (not an exact full-text anchor),references.jsonl citation_id=cit_19e5349599f5,2026-09-10 (scholarly metadata capture),"Discovery/context record; quantitative, mechanistic, or comparative claims require deeper source verification.",New Therapeutic Horizons for Graves’ Hyperthyroidism (2020). Endocrine Reviews. https://doi.org/10.1210/endrev/bnaa022,2026-09-10,2.0.0
699,recovered_legacy_web_index,Primary Results of the Phase-3 SatraGO-1 and SatraGO 2 Trials: Efficacy and Safety of Satralizumab▼ in Thyroid Eye Disease,Roche/Genentech Medical,2026 congress presentation,2026,https://medically.gene.com/content/dam/pdmahub/restricted/ophthalmology/apao-2026/APAO-2026-presentation-li-primary-results-of-the-phase-3-satrago-1-and-satrago-2-trials.pdf,NA (no DOI),NA (no registry ID),sponsor congress deck,B2/C1 sponsor congress evidence,Retrieved presentation document,Partial (retrieved document block; no canonical v2 quote anchor),SatraGO-1 and SatraGO-2 primary-results slides,2026-09-11 (legacy source recovery against frozen cut),Supports trial-specific SatraGO outcomes with nominal/multiplicity caveats; no pooling or class ranking.,Roche/Genentech Medical. Primary Results of the Phase-3 SatraGO-1 and SatraGO 2 Trials: Efficacy and Safety of Satralizumab▼ in Thyroid Eye Disease. 2026 congress presentation. https://medically.gene.com/content/dam/pdmahub/restricted/ophthalmology/apao-2026/APAO-2026-presentation-li-primary-results-of-the-phase-3-satrago-1-and-satrago-2-trials.pdf,2026-09-10,2.0.0
701,recovered_legacy_web_index,"FDA grants Priority Review to Roche’s Enspryng, the first and only at-home subcutaneous treatment option for thyroid eye disease (TED)",Roche,2026-06-30,2026,https://www.roche.com/investors/updates/inv-update-2026-06-30,NA (no DOI),NA (no registry ID),company regulatory update,C1 sponsor primary,Retrieved web-source document block,Partial (retrieved document block; no canonical v2 quote anchor),Priority Review and SatraGO status announcement,2026-09-11 (legacy source recovery against frozen cut),"Supports pending U.S. regulatory status at the cut, not authorization.","Roche. FDA grants Priority Review to Roche’s Enspryng, the first and only at-home subcutaneous treatment option for thyroid eye disease (TED). 2026-06-30. https://www.roche.com/investors/updates/inv-update-2026-06-30",2026-09-10,2.0.0
710,recovered_legacy_web_index,VRDN-001-302,ClinicalTrials.gov,2025 protocol amendment,2025,https://cdn.clinicaltrials.gov/large-docs/75/NCT06179875/Prot_000.pdf,NA (no DOI),NCT06179875,official registry protocol,A1 official registry,Retrieved protocol document block,Partial (retrieved document block; no canonical v2 quote anchor),NCT06179875 protocol,2026-09-11 (legacy source recovery against frozen cut),Defines the selected nonresponder feeder-trial population; prevents randomized-comparative overinterpretation.,ClinicalTrials.gov. VRDN-001-302. 2025 protocol amendment. https://cdn.clinicaltrials.gov/large-docs/75/NCT06179875/Prot_000.pdf,2026-09-10,2.0.0
711,recovered_legacy_web_index,Statistical Analysis Plan,ClinicalTrials.gov,2025-05-21,2025,https://cdn.clinicaltrials.gov/large-docs/75/NCT06179875/SAP_001.pdf,NA (no DOI),NCT06179875,official statistical analysis plan,A1 official registry,Retrieved SAP document block,Partial (retrieved document block; no canonical v2 quote anchor),NCT06179875 SAP,2026-09-11 (legacy source recovery against frozen cut),Supports endpoint/analysis interpretation for the open-label nonresponder study.,ClinicalTrials.gov. Statistical Analysis Plan. 2025-05-21. https://cdn.clinicaltrials.gov/large-docs/75/NCT06179875/SAP_001.pdf,2026-09-10,2.0.0
712,recovered_legacy_web_index,News Details,Viridian Therapeutics,2024-12-16,2024,https://investors.viridiantherapeutics.com/news/news-details/2024/Viridian-Therapeutics-Announces-Positive-Topline-Results-from-Veligrotug-Phase-3-THRIVE-2-Clinical-Trial-in-Patients-with-Chronic-Thyroid-Eye-Disease/default.aspx,NA (no DOI),NA (no registry ID),company topline release,C1 sponsor primary,Retrieved web-source document block,Partial (retrieved document block; no canonical v2 quote anchor),THRIVE-2 Week 15 topline results,2026-09-11 (legacy source recovery against frozen cut),Sponsor-reported chronic-TED Phase 3 result; no peer-reviewed full Phase 3 paper was identified at the cut.,Viridian Therapeutics. News Details. 2024-12-16. https://investors.viridiantherapeutics.com/news/news-details/2024/Viridian-Therapeutics-Announces-Positive-Topline-Results-from-Veligrotug-Phase-3-THRIVE-2-Clinical-Trial-in-Patients-with-Chronic-Thyroid-Eye-Disease/default.aspx,2026-09-10,2.0.0
713,recovered_legacy_web_index,"Viridian Therapeutics, Inc. - Viridian Therapeutics Announces Positive Long-Term Durability Data from the Veligrotug Phase 3 THRIVE Clinical Trial in Patients with Active Thyroid Eye Disease (TED)",Viridian Therapeutics,2025-05-20,2025,https://investors.viridiantherapeutics.com/news/news-details/2025/Viridian-Therapeutics-Announces-Positive-Long-Term-Durability-Data-from-the-Veligrotug-Phase-3-THRIVE-Clinical-Trial-in-Patients-with-Active-Thyroid-Eye-Disease-TED/default.aspx,NA (no DOI),NA (no registry ID),company durability release,C1 sponsor primary,Retrieved web-source document block,Partial (retrieved document block; no canonical v2 quote anchor),THRIVE Week 52 durability update,2026-09-11 (legacy source recovery against frozen cut),Responder-conditioned durability denominators must remain explicit.,"Viridian Therapeutics. Viridian Therapeutics, Inc. - Viridian Therapeutics Announces Positive Long-Term Durability Data from the Veligrotug Phase 3 THRIVE Clinical Trial in Patients with Active Thyroid Eye Disease (TED). 2025-05-20. https://investors.viridiantherapeutics.com/news/news-details/2025/Viridian-Therapeutics-Announces-Positive-Long-Term-Durability-Data-from-the-Veligrotug-Phase-3-THRIVE-Clinical-Trial-in-Patients-with-Active-Thyroid-Eye-Disease-TED/default.aspx",2026-09-10,2.0.0
