anchor_id,source_id,block_id,locator,raw_quote,quote_start,quote_end,source_sha256,block_text_sha256,quote_sha256,jurisdiction,authority_scope,population,disease_stage,intervention,endpoint_claim_scope,evidence_role,uncertainty,data_cut,schema_version,notes
JP-JTA2019-FCQ1,741,S741-B00001,pdf_page:1,"FCQ 1 妊娠初期 における 薬物治療 は， 第一選択薬 として 何が推奨 されるか？ 
●妊娠初期 は催奇形性 の観点 から 妊娠 5 週 0 日 から 9 週 6 日 までは チアマゾー ル（M M I ）を避け
るべきである． 【強く推奨 する】 ［ エビデンスレベル B］ （合意率 100％） 
●M M I 内服中 に妊娠 が判明 した 場合，妊娠 9 週 6 日 までであれば M M I を速やかに 中止 し， 患
者の状態 に応じて 休薬 または プロピルチオウラシ ル（P T U ）や無機 ヨウ 素薬 に変更 する． 
 【強く推奨 する】 ［ エビデンスレベル B］ （合意率 100％） 
●妊娠初期 に抗甲状腺薬 が必要 な場合 には P T U を使用 する． 
 【弱く推奨 する】 ［ エビデンスレベル C］ （合意率 100％） 
●妊娠初期 の無機 ヨウ 素薬 は， M M I（や P T U ）の代替薬 として 使用 が可能 である． 
 【弱く推奨 する】 ［ エビデンスレベル C］ （合意率 100％） 
●妊娠初期 の無機 ヨウ 素薬 は， P T U の補助薬 として 使用 が可能 である． 
 【弱く推奨 する】 ［ エビデンスレベル D］ （合意率 100％） 
",7,569,2bc5b4bed979419ede8c60b50fdc17a160b722df9fd5e586288f8ba8b158bfe0,a169f20ae422263266eb6d84d25ed3261e04c5452e0ef03ff1280cdcaad1af59,360b84ef8d11a367720d74d596eaaa9adc2987ed0c45a40e221526ec8646e5fd,Japan,A2 national society guideline; Japan Thyroid Association,Pregnant patients in early gestation,Graves’ disease; source-defined clinical question,"ATD, RAI, surgery, or monitoring as defined in the CQ",MMI avoidance interval and alternatives in early pregnancy,Primary national society guideline CQ,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,Do not merge the FCQ1 exact 5w0d–9w6d MMI-avoidance interval with the broader BCQ2 first-choice exception.
JP-JTA2019-FCQ4,741,S741-B00001,pdf_page:1,"FCQ4 18 歳以下 のバセドウ 病患者 に 131 I 内用療法 は推奨 されるか？ 
●6歳 から 18 歳以下 のバセドウ 病患者 において， 薬物療法 で重篤 な副作用 が発症 した 症例 や治
療抵抗 の症例 で， 外科治療 も困難 である 場合 にのみ， 131 I内用療法 は容認 される． 
 【弱く推奨 する】 ［ エビデンスレベル C］ （合意率 92％） 
●5 歳未満 は禁忌 である． 【強く推奨 する】 ［ エビデンスレベル C］ （合意率 92％） 
",989,1231,2bc5b4bed979419ede8c60b50fdc17a160b722df9fd5e586288f8ba8b158bfe0,a169f20ae422263266eb6d84d25ed3261e04c5452e0ef03ff1280cdcaad1af59,5df388806a2e6cc2204079d0de425483d60647eeb5367b8363e2ef7ec512c8a5,Japan,A2 national society guideline; Japan Thyroid Association,Children and adolescents aged 18 years or younger,Graves’ disease; source-defined clinical question,"ATD, RAI, surgery, or monitoring as defined in the CQ",Pediatric RAI conditions and age restriction,Primary national society guideline CQ,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
JP-JTA2019-FCQ5,741,S741-B00001,pdf_page:1,"FCQ5 授乳中 のバセドウ 病患者 に MMI ，PTU ，無機 ヨウ 素薬 は推奨 されるか？ 
●M M I 10 m g/ 日または P T U 30 0 m g/ 日までは 児の甲状腺機能 をチェック することなく 投与 が可
能である． 【弱く推奨 する】 ［ エビデンスレベル B］ （合意率 100％） 
●無機 ヨウ 素薬 は乳児 の甲状腺機能維持 に必須 であるが， 授乳中 のバセドウ 病治療量 の無機 ヨ
ウ素薬 の投与 は児に甲状腺機能低下症 を生じる 可能性 があり， 可能 な限り避けることが 推奨 
される． 【強く推奨 する】 ［ エビデンスレベル C］ （合意率 100％） 
",1231,1538,2bc5b4bed979419ede8c60b50fdc17a160b722df9fd5e586288f8ba8b158bfe0,a169f20ae422263266eb6d84d25ed3261e04c5452e0ef03ff1280cdcaad1af59,7ffdb9ee6ca323a4677f78cea5f2a051f9168f9c59acf566f9e2b8eb36d9fcd6,Japan,A2 national society guideline; Japan Thyroid Association,Lactating patients,Graves’ disease; source-defined clinical question,"ATD, RAI, surgery, or monitoring as defined in the CQ",MMI/PTU and inorganic iodine during lactation,Primary national society guideline CQ,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
JP-JTA2019-FCQ6,741,S741-B00002,pdf_page:2,"FCQ6 131 I 内用療法後，挙児計画 はいつから 許可 するか？（ 男性 の場合） 
●精子 への 被曝 の点から， 131 I内用療法後 4 ヵ月過 ぎてからの 挙児計画 が推奨 される． 
 【強く推奨 する】 ［ エビデンスレベル C］ （合意率 100％） 
●甲状腺機能 の安定化 の点も踏まえ， 131 I内用療法後 6ヵ 月過 ぎてからの 挙児計画 が推奨 される． 
 【弱く推奨 する】 ［ エビデンスレベル C］ （合意率 100％） 
",0,232,2bc5b4bed979419ede8c60b50fdc17a160b722df9fd5e586288f8ba8b158bfe0,31f413c3223ae1635aca193556a20d58574146dc5569d27989eb60f04181a628,a929b706aab180fb73c87503d05005243cbe22f92b844e3ece4db0942d4b8066,Japan,A2 national society guideline; Japan Thyroid Association,Men after RAI planning conception,Graves’ disease; source-defined clinical question,"ATD, RAI, surgery, or monitoring as defined in the CQ",Post-RAI conception timing for men,Primary national society guideline CQ,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
JP-JTA2020-FCQ1-EXPLANATION,743,S743-B00035,section:妊娠初期における薬物治療は，第一選択薬として何が推奨されるか？ （バセドウ病治療ガイドライン2019：FCQ1の解説）,要旨 『バセドウ病治療ガイドライン2019』のFCQ（Foreground Clinical Question）1には，「妊娠初期における薬物治療は，第一選択薬として何が推奨されるか？」という質問が選択された。『バセドウ病治療ガイドライン2011』が作成された時点では曖昧であったチアマゾール（MMI）の催奇形性が明らかになり，プロピルチオウラシル（PTU）にも催奇形性が疑われる報告が提出されるというなかで，今回のガイドラインは作成された。ステートメントでは，MMIを避けるべき期間を妊娠5週0日から9週6日までと明確にし，MMIを内服中であれば妊娠9週6日までに休薬するか，PTUや無機ヨウ素薬に変更することを強く推奨するとした。PTUにはMMIよりも副作用の頻度が高く，重篤な副作用があるため，妊娠初期のPTUの使用は弱く推奨することになった。妊娠初期の無機ヨウ素薬の使用または併用を，弱い推奨ではあるが明確に認めることになった。ステートメントの内容をわかりやすく解説し，POEM Study，欧州甲状腺学会，米国甲状腺学会のガイドラインについても言及した。,0,482,095d4b177654a990d44568daefdb908059609acce3f8bcba7a8e085f306270f9,b0f726a5fc448d4cdd7fdeacad5bde229c611de4a3ef08a710f838bafbdf8129,b0f726a5fc448d4cdd7fdeacad5bde229c611de4a3ef08a710f838bafbdf8129,Japan,A2 society journal explanation; Japan Thyroid Association,Pregnant patients in early gestation,Graves’ disease in early pregnancy,MMI interruption or switch to PTU/inorganic iodine,Explanation of the FCQ1 5w0d–9w6d interval,National society explanatory page,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,Interpretive companion to the primary CQ; do not substitute it for source 741 when quoting the recommendation.
JP-PMDA-TEPEZZA-DOSE,735,S735-B00004,pdf_page:4,"（修正反映版） 
3 
 
通常、成人にはテプロツムマブ（遺伝子組換え）として初回は10 mg/kg を、2 回目以降は 20 mg/kg を
7 回、3 週間間隔で計 8 回点滴静注する。 
 
［承認条 件］ 
医薬品リスク管理計画を策定の上、適切に実施すること。",0,134,33095b611ecd1d6e679ac5b236ad6b7e87127b8240f947518d29eefbbfd71cf2,1a0b59a89e06fee2df581e0108c2fa33f3a3dc8f92527624eeefe2e2e4e85fee,1a0b59a89e06fee2df581e0108c2fa33f3a3dc8f92527624eeefe2e2e4e85fee,Japan,A1 regulator; Pharmaceuticals and Medical Devices Agency / MHLW,Adults with active TED in Japan,Active TED,Teprotumumab (Tepezza),Japan dosing regimen,PMDA review report,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
JP-PMDA-TEPEZZA-ENGLISH-APPROVAL-ROW,736,S736-B00015,pdf_page:15,"6-2 Sep. 24, 2024 19 Tepezza for Intravenous Infusion 500 mg
(Amgen K.K.)
Approval Teprotumumab 
(genetical 
recombination)
A drug with a new active ingredient indicated for the 
treatment of active thyroid eye disease.
[Orphan drug]",3816,4049,e1771f98c653699d0e4fc893650f27af047c5a60406013243786c8944c14e272,b882f6482c49eb80af47af649af40de7ff8e24d2bce29be525cf608ebc9ad66b,24ad61c4a470b793ad6733ef7ebb1e6d112926db48587bcab71f6d745c88e7b3,Japan,A1 regulator; Pharmaceuticals and Medical Devices Agency,NA (authorization record),Active TED authorization,Teprotumumab (Tepezza),English PMDA approval-list row,PMDA approved-products list,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
JP-PMDA-TEPEZZA-JAPANESE-APPROVAL-ROW,737,S737-B00002,pdf_page:2,"第６
の２
2024.9.24 19 テッペーザ点滴静注用500 mg
(アムジェン㈱、4010001153718)
承　認 テプロツムマブ（遺伝
子組換え）
活動性甲状腺眼症を効能・効果とする新有効成分含
有医薬品
【希少疾病用医薬品】",693,812,8979aad3da9907f425169c2533c8da409b8f1180799ef03f542b696f93743179,84fc754961dc74ac06366430dfde706c6df66f7c433eeff2f43ca34bc27606f9,410ffb20bac8e518a3b66b23aab38d2268099f6134ebef0bbad7d900465a6c84,Japan,A1 regulator; Pharmaceuticals and Medical Devices Agency,NA (authorization record),Active TED authorization,Teprotumumab (Tepezza),Japanese PMDA approval-list row,PMDA approved-products list,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
JP-PMDA-TEPEZZA-REVIEW-CONCLUSION,735,S735-B00003,pdf_page:3,"［審査結 果 ］ 
別紙のとおり、提出された資料から、本品目の活動性甲状腺眼症に対する有効性は示され、認められ
たベネフィットを踏まえると安全性は許容可能と判断する。 
以上、医薬品医療機器総合機構における審査の結果、本品目については、下記の承認条件を付した上
で、以下の効能又は効果並びに用法及び用量で承認して差し支えないと判断した。 
 
［効能又は効果］ 
活動性甲状腺眼症",395,585,33095b611ecd1d6e679ac5b236ad6b7e87127b8240f947518d29eefbbfd71cf2,ae68854f06f8d9fab544a6cac703fde28693193edd4f9beedb130d98643876f9,00df358e9475f1eb334d7d9be0a4aab3d1cd699fe0b73a660d36b614de20d263,Japan,A1 regulator; Pharmaceuticals and Medical Devices Agency / MHLW,Patients with active TED in Japan,Active TED,Teprotumumab (Tepezza),PMDA benefit-risk conclusion and approved indication,PMDA review report,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
JP-TED-DRAFT-CAS-ACTIVE,742,S742-B00007,pdf_page:7,"EUGOGO は、眼症の活動性の評価を 7 点満点で評価（上記の項目を各 1 点として合計点で
評価）、CAS≥３点以上は活動性の眼症としている。",1726,1799,f236c7327a215833fea3cf39db8bff08ca83591ef9d5499c6a059c0c5f0aae41,ac1ccddff9b0eb0d32e4ff6cd62c45c9f488110d24e5228152e235c5aaedeee3,9b14897eb1ba667cf7d689eccba47e811e4628595c80ba43d6d43b313c6d6622,Japan,A2 national society clinical guidance; Japan Thyroid Association and Japan Endocrine Society committee,Patients assessed for TED activity,TED activity classification,Clinical Activity Score assessment,CAS threshold for active disease,Japanese society draft guidance,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
JP-TED-DRAFT-CAS1-2-MRI,742,S742-B00008,pdf_page:8,また、ＣＡＳ 1～２点でもＭＲＩを撮ると炎症所見を認める場合がある。,57,91,f236c7327a215833fea3cf39db8bff08ca83591ef9d5499c6a059c0c5f0aae41,eeea18fc34dc38e83096ce547cf2e6a1dd5e008c73534783a228a3a9cf240e74,b7bac41f2b97b90817b516d29c014c49b6b6109538eca752e35411d2d600e135,Japan,A2 national society clinical guidance; Japan Thyroid Association and Japan Endocrine Society committee,Patients with low CAS,Possible imaging-active TED despite CAS 1–2,Orbital MRI assessment,Possibility of MRI inflammation at CAS 1–2,Japanese society draft guidance,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
JP-TED-DRAFT-INACTIVE-SURGERY,742,S742-B00024,pdf_page:24,"（３） 中等症～重症例（非活動期）の治療 
視機能の回復と整容性を目的に手術療法が行われている。眼窩減圧術、外眼筋手術、
眼瞼手術など、どの治療法を選択するかは個々の症例で検討すべきである。",253,348,f236c7327a215833fea3cf39db8bff08ca83591ef9d5499c6a059c0c5f0aae41,b2b9fa64aeabde526429eb0df6186162ffb84816c61f48baf592b29bb12c49e9,aad3011095b1855d7b4ce8a42d2c72439092820d87dc054b347e05542dfad1e8,Japan,A2 national society clinical guidance; Japan Thyroid Association and Japan Endocrine Society committee,Patients with inactive moderate-to-severe TED,Inactive moderate-to-severe TED,"Orbital decompression, extraocular-muscle surgery, or eyelid surgery",Case-specific surgical selection,Japanese society draft guidance,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
JP-TED-DRAFT-MILD-MRI,742,S742-B00024,pdf_page:24,"（４） 軽症例の治療 
EUGOGO は経過観察を推奨しているが、MRI の普及している日本においては MRI によ
る眼症の評価を行い、眼症の病態を把握する。そして病態に応じた治療法を選択する。",352,450,f236c7327a215833fea3cf39db8bff08ca83591ef9d5499c6a059c0c5f0aae41,b2b9fa64aeabde526429eb0df6186162ffb84816c61f48baf592b29bb12c49e9,e7b6f47cbeb6eaa7327a88bca72be34c27bedf09ccf85cf22c0287ef715f5965,Japan,A2 national society clinical guidance; Japan Thyroid Association and Japan Endocrine Society committee,Patients with mild TED in Japan,Mild TED,Orbital MRI assessment and phenotype-directed management,Japanese-context recommendation to assess mild disease with MRI,Japanese society draft guidance,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
JP-TED-DRAFT-REFRACTORY-RELAPSE,742,S742-B00024,pdf_page:24,"４） 難治例、再燃・再発例への対処 
約 22～30％の症例では、パルス療法の効果が不十分で、炎症所見の残存やプレドニゾ
ロン漸減療法中の再燃や再発に対して、何らかの追加治療が必要となる。プレドニゾロン
内服薬の増量、パルス療法（0.5ｇDaily法や週1回Weekly法）の追加、放射線外照射療法、
ステロイド薬やボツリヌス毒素の眼窩内への局所注射などの追加治療を考慮する。難治例
にはその他の免疫抑制剤や眼窩減圧術の適応を検討する。いずれも副作用の出現に注
意が必要である。",6,245,f236c7327a215833fea3cf39db8bff08ca83591ef9d5499c6a059c0c5f0aae41,b2b9fa64aeabde526429eb0df6186162ffb84816c61f48baf592b29bb12c49e9,3119a8d143c5e67364d5527a00221a831967736c7eb1183c1d90b84c419c7882,Japan,A2 national society clinical guidance; Japan Thyroid Association and Japan Endocrine Society committee,"Patients with inadequate response, persistence, flare, or recurrence after pulse therapy",Refractory/relapsed TED,"Additional systemic, radiotherapy, local injection, immunosuppressive, or decompression options",Japanese guidance context estimate and listed escalation options; not a cross-trial efficacy estimate,Japanese society draft guidance,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,The approximately 22–30% figure is contextual guidance text and must not be used for cross-trial efficacy comparison.
KR-KSOPRS2026-ALGORITHM-STEP4,127,S127-B00010,pdf_page:10,"Step 4: In active moderate-to-severe TED, select treatment 
according to the predominant phenotype; IVGC-based therapy 
for inflammation-predominant disease, TEP for proptosis-domi-
nant disease when available and feasible, and ORT for restric-
tive myopathy or progressive diplopia.",3866,4149,5a1f02c942229fec235d0c251a9d22f4c397675335328333b45c5c74b8901bda,96fa781c6aa3e8b0256d185b58659e6e83d42effe544ad5b28c1f8e7317029da,7a8707603cbcd85d5e3f618b3688ca34c71c0881e0179ac6f2efa01af68a05bc,South Korea,A2/B1 society-endorsed framework; Korean Society of Ophthalmic Plastic and Reconstructive Surgery,Patients with active moderate-to-severe TED,Active moderate-to-severe TED by predominant phenotype,"IVGC, teprotumumab, or orbital radiotherapy",Phenotype-based treatment selection within the Korean framework,Society-endorsed text algorithm,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KSOPRS2026-ALGORITHM-STEP6,127,S127-B00010,pdf_page:10,"Step 6: In inactive TED, manage residual sequelae with staged 
rehabilitative surgery, typically orbital decompression, followed 
by strabismus surgery and then eyelid correction.",4380,4559,5a1f02c942229fec235d0c251a9d22f4c397675335328333b45c5c74b8901bda,96fa781c6aa3e8b0256d185b58659e6e83d42effe544ad5b28c1f8e7317029da,64c55891686c1c562e33a42d73726b62cc83f7c8ffa98d30f61cec4a6cf2ab82,South Korea,A2/B1 society-endorsed framework; Korean Society of Ophthalmic Plastic and Reconstructive Surgery,Patients with inactive TED and residual sequelae,Inactive/chronic TED,Staged rehabilitative surgery,Order of staged surgery,Society-endorsed text algorithm,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KSOPRS2026-AUTHORITY-CAVEAT,127,S127-B00003,pdf_page:3,"Although the survey provides a 
useful snapshot of contemporary TED care among Korean sub-
specialists, its findings are best interpreted as reported specialist 
practice patterns rather than as nationally representative data 
across all ophthalmic practice settings or as evidence of treat-
ment superiority. Based on the integration of global evidence 
and these local practice patterns, the final manuscript and treat-
ment algorithms received formal endorsement and official ap-
proval from the KSOPRS board. Accordingly, this manuscript 
should be interpreted not as a formal evidence-graded guideline 
but as a society-endorsed, survey-informed clinical practice 
framework with consensus elements for TED management 
within the Korean healthcare system.",2762,3522,5a1f02c942229fec235d0c251a9d22f4c397675335328333b45c5c74b8901bda,12a9468fe0c88b69c502e704165e36bfe1f8dbfde86c1a3111ac1ef2ec2161e8,fb9feee36b21295e63d5c6b101b6845a743ccca36ccf615f48f4a1f3d59092e3,South Korea,A2/B1 society-endorsed framework; Korean Society of Ophthalmic Plastic and Reconstructive Surgery,Korean TED care; surveyed oculoplastic subspecialists,Authority and representativeness of the framework,NA (authority-scope statement),"Framework authority, representativeness, and non-superiority caveat",Society-endorsed survey-informed framework caveat,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KSOPRS2026-DON-DECOMPRESSION,127,S127-B00008,pdf_page:8,"If 
visual function fails to improve after a second IVGC cycle 
within 2 weeks, urgent orbital decompression is recommended 
to relieve mechanical compression at the orbital apex [8,14].",2820,3006,5a1f02c942229fec235d0c251a9d22f4c397675335328333b45c5c74b8901bda,770930a2af4f8209f3a6640d1cc46d10cf82da8be3bd78eb39bba9a327c79d4c,ec0eb1624758759c5ef84ee23ac79ae64fbcb0bcbaef659ed09fa179c60d9b43,South Korea,A2/B1 society-endorsed framework; Korean Society of Ophthalmic Plastic and Reconstructive Surgery,Patients with DON not recovering after IVGC,Sight-threatening TED / DON,Urgent orbital decompression,Escalation timing after inadequate IVGC response,Society-endorsed clinical practice framework,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KSOPRS2026-DON-IVGC,127,S127-B00008,pdf_page:8,"DON is an ophthalmic emergency that requires immediate 
administration of high-dose IVGC to prevent irreversible vision 
loss. The recommended regimen is intravenous methylpredniso-
lone 500 to 1,000 mg daily for 3 consecutive days, with a maxi-
mum cumulative dose of 8 g, to achieve rapid reduction of or-
bital inflammation and optic nerve compression [8].",2283,2642,5a1f02c942229fec235d0c251a9d22f4c397675335328333b45c5c74b8901bda,770930a2af4f8209f3a6640d1cc46d10cf82da8be3bd78eb39bba9a327c79d4c,04ca8cfa572c2a9457622396245ba96edc5ca6f885a94a7e4fc7f4923876eff8,South Korea,A2/B1 society-endorsed framework; Korean Society of Ophthalmic Plastic and Reconstructive Surgery,Patients with dysthyroid optic neuropathy,Sight-threatening TED / DON,High-dose IV methylprednisolone,Emergency treatment and stated IVGC regimen,Society-endorsed clinical practice framework,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KSOPRS2026-IVGC-REGIMEN,127,S127-B00005,pdf_page:5,"This regimen consists 
of intravenous methylprednisolone at a dose of 500 mg weekly 
for 6 consecutive weeks, followed by 250 mg weekly for an ad-
ditional 6 weeks, resulting in a cumulative dose of 4.5 g over 12 
weeks. The cumulative IVGC dose should not exceed 8.0 g per 
treatment cycle.",4535,4826,5a1f02c942229fec235d0c251a9d22f4c397675335328333b45c5c74b8901bda,462f15d4b7d493c0416e6499259488540c1f5a96655c77317a78f6cb730b99e2,686c1ad95478d0ad7e7f6121f1bfccb655ee71efb6e830b77bf06e1423ff1d39,South Korea,A2/B1 society-endorsed framework; Korean Society of Ophthalmic Plastic and Reconstructive Surgery,Patients with moderate-to-severe active TED receiving IVGC,Active moderate-to-severe TED,Intravenous methylprednisolone,Standard 4.5 g regimen and maximum cycle dose,Society-endorsed clinical practice framework,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KSOPRS2026-ORT-REGIMEN,127,S127-B00006,pdf_page:6,"External-
beam radiotherapy is typically delivered to both orbits at a total 
dose of 20 Gy, fractionated into 10 sessions over 2 weeks.",2124,2260,5a1f02c942229fec235d0c251a9d22f4c397675335328333b45c5c74b8901bda,ef4f974b96078d21d6e96da496b5db8e2511e5512eddeaa72a893a4b4906dc5d,0311ababec9dcd061fa38e50659588b6085283290954ad346907a4859c3f5c35,South Korea,A2/B1 society-endorsed framework; Korean Society of Ophthalmic Plastic and Reconstructive Surgery,Patients with TED selected for orbital radiotherapy,Active TED; phenotype- and response-dependent,Orbital radiotherapy,Typical bilateral orbital radiotherapy regimen,Society-endorsed clinical practice framework,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-ATD-RESTART-NARRATIVE,28,S028-B00009,pdf_page:9,"Based on these findings, ATD should be discontinued 3 to 7 
days before RAI therapy, as continuing ATD up to the time of 
treatment has been associated with transient elevations in serum 
thyroid hormone levels. However, in elderly patients or those at 
high risk of complications from worsening thyrotoxicosis, re-
sumption of ATD within 3 to 7 days after RAI therapy may be 
considered [51,54,75]. Following treatment, thyroid hormone 
levels should be monitored regularly to determine the need for 
continued ATD therapy.",985,1509,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,1da9a91195ac93c7c8284a5838e1b291b7ddf1afd41a9565e3169fa4a63cccc8,7f34610b97d9a595684eb083a1e51931fdc058cd1015799d6fe3cd404a00d67b,South Korea,A2 national society guideline; Korean Thyroid Association,Older or high-risk patients receiving RAI,Peri-RAI preparation and follow-up,ATD interruption and selective resumption,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society explanatory text,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-ATD-STOP-NARRATIVE,28,S028-B00008,pdf_page:8,"Therefore, this guideline recommends discontinu-
ing ATDs for 3 to 7 days before RAI therapy.",4600,4693,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,95f6a342c44aa7a96cfd9bc62899824cb2e45dc78e675f343d80ab204eb821bc,008efcc80310944d5a68cfe6d3a9a2963c84e3692a53020904b227b628c1281b,South Korea,A2 national society guideline; Korean Thyroid Association,Patients receiving ATD before RAI,Pre-RAI preparation,ATD interruption,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society explanatory text,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-CONCEPTION-TIMING,28,S028-B00006,pdf_page:6,"However, because 
TSH receptor antibody (TRAb) levels may be transiently in-
crease following RAI therapy [41], it is advisable to delay preg-
nancy until thyroid function stabilized—typically for at least 6 
months after RAI therapy. In male patients, considering the sper-
matogenesis cycle, deferring conception for 3 to 4 months after 
RAI therapy is also recommended [5,42].",2583,2962,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,24ba3a2a9a5bf06127c6bcb9ff93d8a222cbeabd3cbd60f752296227034a72ff,c93234566e920c0ccb3ed79c6b813496b4cab732f2a202aff77704e46d8ffb6e,South Korea,A2 national society guideline; Korean Thyroid Association,Women and men planning conception after RAI,Post-RAI reproductive planning,Radioactive iodine,Delay to conception and stabilization caveat stated in the quote,National society explanatory text,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-DOSE-LARGE-GOITER,28,S028-B00007,pdf_page:7,"In patients with large goiters, a dose 
higher than 15 mCi may be considered; however, close monitor-
ing is required due to the potential risk of transient thyroiditis 
following treatment.",4420,4610,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,6e5ef6bc47df0c57908a8e3da50b0744092d8f557eee47003903fb2e3399aedd,f0660ff993a0c8a8149e4ef8eab3256a732cced36780ab15decd7457311f4071,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with large goiters,RAI dose selection,Radioactive iodine dose above 15 mCi,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society explanatory text,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-PREGNANCY-TEST,28,S028-B00006,pdf_page:6,"Pregnancy 
must be excluded by testing within 48 hours before RAI admin-
istration.",4425,4508,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,24ba3a2a9a5bf06127c6bcb9ff93d8a222cbeabd3cbd60f752296227034a72ff,bd42aea7e2219c044c9c4bd870059960e849c1f2722e34336656bfaf25580991,South Korea,A2 national society guideline; Korean Thyroid Association,Women with pregnancy potential before RAI,Pre-RAI safety screening,Pregnancy testing before radioactive iodine,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society explanatory text,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R1.1.1,28,S028-B00004,pdf_page:4,1.1.1. When the patient prefers an initial treatment option with a high likelihood of cure. [Recommendation level 1],901,1017,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,442f9db0772844a937a4e9b8335481c6ec8a0ba7d95bf7c000d0b86ee2ccafd8,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
KR-KTA2025-RAI-R1.1.2,28,S028-B00004,pdf_page:4,1.1.2. When serious adverse events occur during ATD therapy. [Recommendation level 1],1018,1103,799666217959123de6bd1643fad4be5ee4530abcde97e321245b4e5ca26be68a,922d38379fcd9feb4699b7b7348672f743c67506b52fb83406ad5910a881b0f0,b34a0e03faf0595e3de398685f073a85cd4d4ff91f869adfd5c601e1be7d211b,South Korea,A2 national society guideline; Korean Thyroid Association,Patients with hyperthyroidism; subgroup stated in the recommendation,Graves’ hyperthyroidism and RAI treatment context,Radioactive iodine with source-defined adjuncts or monitoring,"Only the recommendation, regimen, status, or limitation stated in the exact quote",National society evidence-graded recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
