trial_id,registry,registry_url,asset,asset_aliases,sponsor,owner_at_cutoff,indication,mechanism_class,phase,overall_status,start_date,primary_completion_date,regions,population,ted_activity_severity,n_enrolled,n_randomized,n_analyzed,design,blinding,arms,dose_route_schedule_duration,background_soc_combination,comparator,primary_endpoints,secondary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,publication_urls,evidence_tier,source_ids,access_depth,last_verified,notes
NCT07547930,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07547930,Tofacitinib,,The First Affiliated Hospital of Xiamen University,The First Affiliated Hospital of Xiamen University,Active moderate-to-severe TED,JAK inhibition,PHASE2,RECRUITING,2026-04-24,2027-12-30,China,Adults primary,active_moderate_severe,8,,,NA SINGLE_GROUP,NONE,Tofacitinib Treatment Group,See official registry record,Registry-defined; verify per protocol,See arms,Overall Response Rate (ORR),Change in Proptosis; Change in Clinical Activity Score (CAS); Diplopia Response; Change in Graves' Orbitopathy Quality of Life (GO-QOL) Score; Incidence of Adverse Events,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,"Kim W, Seo MK, Kim YJ, Choi SH, Ku CR, Kim S, Lee EJ, Yoon JS. Role of the suppressor of cytokine signaling-3 in the pathogenesis of Graves' orbitopathy. Front Endocrinol (Lausanne). 2025 Mar 4;16:1527275. doi: 10.3389/fendo.2025.1527275. eCollection 2025.; Ghahvehchian H, Eshraghi B. Tofacitinib for Refractory Thyroid Eye Disease. JAMA Ophthalmol. 2025 Dec 1;143(12):1073-1075. doi: 10.1001/jamaophthalmol.2025.3974.; Wiersinga WM, Eckstein AK, Zarkovic M. Thyroid eye disease (Graves' orbitopathy): clinical presentation, epidemiology, pathogenesis, and management. Lancet Diabetes Endocrinol. 2025 Jul;13(7):600-614. doi: 10.1016/S2213-8587(25)00066-X. Epub 2025 May 2.; Bartalena L, Kahaly GJ, Baldeschi L, Dayan CM, Eckstein A, Marcocci C, Marino M, Vaidya B, Wiersinga WM; EUGOGO dagger. The 2021 European Group on Graves' orbitopathy (EUGOGO) clinical practice guidelines for the medical management of Graves' orbitopathy. Eur J Endocrinol. 2021 Aug 27;185(4):G43-G67. doi: 10.1530/EJE-21-0479.",Official registry protocol,ClinicalTrials.gov; NCT07547930,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT07597200,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07597200,Cizutamig will be dosed according to the protocol.,,Candid Therapeutics,Candid Therapeutics,Active moderate-to-severe TED,BCMA×CD3 T-cell engager / plasma-cell and B-lineage depletion,PHASE1,RECRUITING,2026-05-08,2028-05-31,China,Adults primary,active_moderate_severe,38,,,NA SINGLE_GROUP,NONE,Cizutamig,See official registry record,Registry-defined; verify per protocol,See arms,Incidence and severity of treatment-emergent adverse events through end of study; Changes from baseline in vital signs through end of study: body temperature; Changes from baseline in vital signs through end of study: heart rate; Changes from baseline in vital signs through end of study: respiratory rate; Changes from baseline in vital signs through end of study: blood pressure,Pharmacokinetic (PK) parameters for Cizutamig: Cmax; PK parameters for Cizutamig: time of maximum concentration; PK parameters for Cizutamig: area under the concentration-time curve; PK parameters for Cizutamig: clearance; PK parameters for Cizutamig: volume of distribution,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07597200,official_registry_full_record,2026-09-10,named investigational disease-directed asset; comparator treatment does not determine asset class
NCT07622108,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07622108,MHB018A; MHB018A placebo,,Minghui Pharmaceutical (Hangzhou) Ltd,Minghui Pharmaceutical (Hangzhou) Ltd,Active moderate-to-severe TED,IGF-1R inhibition,PHASE3,NOT_YET_RECRUITING,2026-12,2028-07,,Adults primary,active_moderate_severe,84,,,RANDOMIZED PARALLEL,QUADRUPLE,MHB018A; MHB018A Placebo,See official registry record,Registry-defined; verify per protocol,See arms,Proptosis response rate at Week 24,Overall response rate; Change in proptosis; Percentage of subjects with CAS of 0 or 1; Change in CAS; Diplopia response rate,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07622108,official_registry_full_record,2026-09-10,named investigational disease-directed asset; comparator treatment does not determine asset class
NCT07622368,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07622368,IBI3031,,Innovent Biologics (Suzhou) Co. Ltd.,Innovent Biologics (Suzhou) Co. Ltd.,Active moderate-to-severe TED,Dual IGF-1R/TSHR blockade,PHASE1,RECRUITING,2026-06-30,2027-06-15,China,Adults primary,active_moderate_severe,66,,,RANDOMIZED PARALLEL,TRIPLE,SAD Dose 4 - Placebo Control Group; MAD Dose 2- IBI3031A101 Treatment Group; SAD Dose 4 - IBI3031A101 Treatment Group; MAD Dose 1 - Placebo Control Group; MAD Dose 1- IBI3031A101 Treatment Group; MAD Dose 3 - Placebo Control Group; SAD Dose 5 - IBI3031A101 Treatment Group; MAD Dose 2 - Placebo Control Group; SAD - Dose 1 - Placebo Control Group; SAD Dose 3 - IBI3031A101 Treatment Group; SAD Dose 2 - IBI3031A101 Treatment Group; SAD Dose 5 - Placebo Control Group; SAD Dose 3 - Placebo Control Group; MAD Dose 3- IBI3031A101 Treatment Group; SAD - Dose 2 - Placebo Control Group; SAD Dose 1 - IBI3031A101 Treatment Group,See official registry record,Registry-defined; verify per protocol,See arms,"Number, incidence rate, severity, and association with the study drug of Adverse Events (AEs); Number, incidence rate, severity, and association with the study drug of Treatment-Emergent Adverse Events (TEAEs); Number, incidence rate, severity, and association with the study drug of Serious Adverse Events (SAEs); Change in systolic and diastolic blood pressure after dosing in each dose group(Unit of Measure: mmHg); Number of participants with clinically significant abnormal findings in complete physical examination(Unit of Measure: participants)",Area Under the Curve (AUC) of the serum concentration-time profile; Maximum Concentration (Cmax) of the drug in serum; Clearance (CL); Volume of Distribution (Vd); Elimination Half-life (t1/2),Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07622368,official_registry_full_record,2026-09-10,named investigational disease-directed asset; comparator treatment does not determine asset class
NCT07720635,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07720635,KHN939,,"Beijing Kanghong Biological Medicine Co., Ltd.","Beijing Kanghong Biological Medicine Co., Ltd.",Active moderate-to-severe TED,Target not publicly verified,PHASE3,NOT_YET_RECRUITING,2026-08,2027-04,China,Adults primary,active_moderate_severe,60,,,RANDOMIZED PARALLEL,QUADRUPLE,KHN939 20 mg/kg; Placebo,See official registry record,Registry-defined; verify per protocol,See arms,The proptosis responder rate of the study eye,Proptosis responder rate in the study eye; Overall responder rate in the study eye; Change from baseline in proptosis measurement of the study eye; Change in Quality of Life (GO-QoL) Scores; Change from baseline in Clinical Activity Score (CAS) in the study eye,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07720635,official_registry_full_record,2026-09-10,named investigational disease-directed asset; comparator treatment does not determine asset class
NCT07753603,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07753603,linsitinib,,"Sling Therapeutics, Inc.","Sling Therapeutics, Inc.",Active moderate-to-severe TED,IGF-1R inhibition,PHASE3,RECRUITING,2026-08-04,2028-06-30,United States,Adults primary,active_moderate_severe,130,,,RANDOMIZED PARALLEL,QUADRUPLE,Double-mask Treatment Arm; Double-mask Placebo Arm; Open-label Extension Treatment Arm,See official registry record,Registry-defined; verify per protocol,See arms,Measure percentage of participants who are Proptosis Responders at Week 24,Mean change from Baseline in Proptosis to Week 24; Evaluate the effect of linsitinib 150 mg twice daily versus placebo on the overall responder rate at Week 24; Evaluate the effect of linsitinib 150 mg twice daily versus placebo on the mean change from Baseline to Week 24 in the GO-QoL questionnaire overall score.; Evaluate the effect of linsitinib 150 mg twice daily versus placebo on the percentage of participants with a CAS value of 0 or 1 at Week 24 in the primary study eye.,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07753603,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT07762105,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07762105,Atorvastatin; methylprednisolone (IVMP),,Banu Aji Dibyasakti,Banu Aji Dibyasakti,Active moderate-to-severe TED,Glucocorticoid,PHASE1,NOT_YET_RECRUITING,2026-08-30,2027-07-30,Indonesia,Adults primary,active_moderate_severe,64,,,RANDOMIZED PARALLEL,DOUBLE,Methylprednisolone only; Methylprednisolone plus Atorvastatin,See official registry record,Registry-defined; verify per protocol,See arms,Individual rectus muscle diameters,"Composite ocular response; Clinical activity score; Exophthalmos, clinical; Exophthalmos, radiological; Vertical palpebral fissure height",Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07762105,official_registry_full_record,2026-09-10,disease-directed standard-of-care or regimen-optimization trial
NCT02059655,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02059655,Bimatoprost; Eye drop solution,,Cardiff University,Cardiff University,Chronic/inactive TED,Other / mechanism not registry-specified,PHASE4,COMPLETED,2014-11,2016-03,United Kingdom,Adults primary,chronic_inactive,31,,,RANDOMIZED CROSSOVER,QUADRUPLE,Eye drop solution; Bimatoprost,See official registry record,Registry-defined; verify per protocol,See arms,The primary endpoint of this study will be comparison of the change in ophthalmometry readings over the two 3 month treatment periods.,Change in quality of life scores on the TED quality of life questionnaire (GO-QOL); Intraocular pressures; Side effects; Health economic outcomes,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT02059655,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT02155049,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT02155049,bimatoprost 0.03%,,Rabin Medical Center,Rabin Medical Center,Chronic/inactive TED,Other / mechanism not registry-specified,PHASE3,COMPLETED,2014-11,2017-05,Israel,Adults primary,chronic_inactive,10,,,NA SINGLE_GROUP,NONE,Prostaglandin Analogues,See official registry record,Registry-defined; verify per protocol,See arms,Bimatoprost effect on soft tissue amount and exophthalmos in inactive TED patients.,Number of participants with adverse events.,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT02155049,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT04583735,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT04583735,TEPEZZA,,Amgen,Amgen,Chronic/inactive TED,IGF-1R inhibition,PHASE4,COMPLETED,2021-09-02,2023-03-17,United States,Adults primary,chronic_inactive,62,,,RANDOMIZED PARALLEL,QUADRUPLE,TEPEZZA; Placebo,See official registry record,Registry-defined; verify per protocol,See arms,Change From Baseline in Proptosis of Study Eye at Week 24,,Posted result timepoint,"LS change −2.41 vs −0.92 mm; difference −1.48 (95% CI −2.28 to −0.69), p=0.0004.",SAE 1/41 vs 1/20; hyperglycemia 6/41 vs 2/20; hearing impairment 9/41 vs 2/20; muscle spasms 17/41 vs 2/20.,공개 randomized efficacy는 Week 24 중심.,,Registry result + manual curation,[190]; ClinicalTrials.gov; NCT04583735,official_registry_full_record,2026-09-10,"disease-directed drug/biologic/supplement trial; Sponsor participated in design, analysis, interpretation, and writing."
NCT06021054,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06021054,Veligrotug,,"Viridian Therapeutics, Inc.","Viridian Therapeutics, Inc.",Chronic/inactive TED,IGF-1R inhibition,PHASE3,COMPLETED,2023-11-01,2024-11-04,Australia; France; Germany; Hungary; Poland; Spain; Turkey (Türkiye); United Kingdom; United States,Adults primary,chronic_inactive,188,,,RANDOMIZED PARALLEL,TRIPLE,Veligrotug; Placebo,See official registry record,Registry-defined; verify per protocol,See arms,Proptosis Responder Rate (PRR) in the Most Proptotic Eye as Measured by Exophthalmometer,"Change From Baseline in Proptosis in the Most Proptotic Eye as Measured by Exophthalmometer; PRR in the Most Proptotic Eye, as Measured by Magnetic Resonance Imaging (MRI)/Computed Tomography (CT); Change From Baseline in Proptosis in the Most Proptotic Eye as Measured by MRI/CT; Clinical Activity Responder Rate in the Most Proptotic Eye as Measured by Exophthalmometer; Overall Responder Rate (ORR) Comprising PRR and Clinical Activity Responder Rate in the Most Proptotic Eye as Measured by Exophthalmometer",Posted result timepoint,"PRR 57.28% vs 8.22%, p<0.0001; RD 49.06 points (95% CI 37.71–60.40); proptosis LS change −2.35 vs −0.46 mm; diplopia response 55.57% vs 24.70%.",Through Week 52: death 1/125 vs 0/63; SAE 10/125 vs 3/63; registry는 death cause/relatedness 미기재.,Efficacy durability beyond Week 15 not posted.,,Registry result + manual curation,[678]; [679]; [712]; ClinicalTrials.gov; NCT06021054,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial; Death causality를 추론하지 않음; no peer-reviewed full Phase 3 paper found.
NCT06625398,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06625398,VRDN-003,,"Viridian Therapeutics, Inc.","Viridian Therapeutics, Inc.",Chronic/inactive TED,IGF-1R inhibition,PHASE3,ACTIVE_NOT_RECRUITING,2024-08-27,2026-03-04,Germany; Hungary; Netherlands; Poland; Spain; United States,Adults primary,chronic_inactive,204,,,RANDOMIZED PARALLEL,TRIPLE,VRDN-003 every 4 weeks; VRDN-003 every 8 weeks; Placebo every 4 weeks,See official registry record,Registry-defined; verify per protocol,See arms,Title: Proptosis Responder Rate in the most proptotic eye as measured by exophtalmometer,Change from baseline in proptosis in the most proptotic eye as measured by exophthalmometer; Proptosis Responder Rate in the most proptotic eye as measured by MRI; Change from baseline in proptosis in the most proptotic eye as measured by MRI; Overall Responder Rate in the most proptotic eye as measured by exophthalmometer; Diplopia Responder Rate for participants with baseline Diplopia Score greater than 0,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT06625398,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT07113262,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07113262,IBI311,,Innovent Biologics (Suzhou) Co. Ltd.,Innovent Biologics (Suzhou) Co. Ltd.,Chronic/inactive TED,IGF-1R inhibition,PHASE3,RECRUITING,2025-09-10,2026-12-31,China,Adults primary,chronic_inactive,111,,,RANDOMIZED PARALLEL,QUADRUPLE,Teprotumumab N01 injection (code name IBI311); placebo,See official registry record,Registry-defined; verify per protocol,See arms,Proptosis response rate of the study eye,Change from baseline of proptosis in the study eye; Time to first achieve proptosis response in the study eye; Change from baseline in CAS in the study eye; Diplopia responder rate; Proptosis response rate of the fellow eye,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07113262,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT07152392,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07152392,IBI311,,Shanghai Changzheng Hospital,Shanghai Changzheng Hospital,Chronic/inactive TED,IGF-1R inhibition,PHASE4,RECRUITING,2025-04-15,2027-07-01,China,Adults primary,chronic_inactive,50,,,NON_RANDOMIZED PARALLEL,NONE,IBI311; Follow-up,See official registry record,Registry-defined; verify per protocol,See arms,Percentage of participants who were diplopia responders after 4 times and at the end of the treatment; Percentage of participants who were proptosis responders after 4 times and and the end of the treatment; Incidence and characterization of nonserious treatment emergent adverse events (TEAEs) during the treatment,Percentage of participants who were ATA categorical responders after 4 times and at the end of the treatment; Change of GO-QoL from baseline after 4 times and at the end of the treatment; Changes of the visual field in the dark areas from baseline after 4 times and at the end of the treatment,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07152392,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT07257185,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07257185,MHB018A injection; MHB018A injection Placebo,,Minghui Pharmaceutical (Hangzhou) Ltd,Minghui Pharmaceutical (Hangzhou) Ltd,Chronic/inactive TED,IGF-1R inhibition,PHASE3,RECRUITING,2026-03-17,2027-08-31,China,Adults primary,chronic_inactive,150,,,RANDOMIZED PARALLEL,QUADRUPLE,MHB018A Injection; MHB018A Injection Placebo,See official registry record,Registry-defined; verify per protocol,See arms,Proptosis Responder Rate at Week 24,Overall response rate; Change in proptosis; Percentage of subjects with CAS of 0 or 1; Change in CAS; Diplopia response rate,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07257185,official_registry_full_record,2026-09-10,named investigational disease-directed asset; comparator treatment does not determine asset class
NCT07622121,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07622121,MHB018A injection; MHB018A injection Placebo,,Minghui Pharmaceutical (Hangzhou) Ltd,Minghui Pharmaceutical (Hangzhou) Ltd,Chronic/inactive TED,IGF-1R inhibition,PHASE3,NOT_YET_RECRUITING,2026-12,2028-07,,Adults primary,chronic_inactive,135,,,RANDOMIZED PARALLEL,QUADRUPLE,MHB018A Injection; MHB018A Injection Placebo,See official registry record,Registry-defined; verify per protocol,See arms,Proptosis response rate at Week 24,Overall response rate; Change in proptosis; Percentage of subjects with CAS of 0 or 1; Change in CAS; Diplopia response rate,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07622121,official_registry_full_record,2026-09-10,named investigational disease-directed asset; comparator treatment does not determine asset class
NCT07720648,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07720648,KHN939,,"Beijing Kanghong Biological Medicine Co., Ltd.","Beijing Kanghong Biological Medicine Co., Ltd.",Chronic/inactive TED,Target not publicly verified,PHASE3,NOT_YET_RECRUITING,2026-08,2027-05,China,Adults primary,chronic_inactive,117,,,RANDOMIZED PARALLEL,QUADRUPLE,KHN939 20 mg/kg; Placebo,See official registry record,Registry-defined; verify per protocol,See arms,The proptosis responder rate of the study eye,Proptosis responder rate in the study eye; Change from baseline in proptosis measurement of the study eye; Change in Quality of Life (GO-QoL) Scores; Change from baseline in Clinical Activity Score (CAS) in the study eye; Change from baseline in diplopia score,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07720648,official_registry_full_record,2026-09-10,named investigational disease-directed asset; comparator treatment does not determine asset class
NCT00145366,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00145366,Recombinant human thyrotropin (Thyrogen),,Odense University Hospital,Odense University Hospital,GD / autoimmune hyperthyroidism,Other / mechanism not registry-specified,PHASE2,COMPLETED,2002-04,,Denmark,Adults primary; mixed disease population—GD-stratified inference required,not_applicable,110,,,RANDOMIZED CROSSOVER,DOUBLE,,See official registry record,Registry-defined; verify per protocol,See arms,"Ultrasonography/MR of the thyroid gland/benign goiter, in order to determine thyroid size after intervention.",,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,"Nielsen VE, Bonnema SJ, Boel-Jorgensen H, Grupe P, Hegedus L. Stimulation with 0.3-mg recombinant human thyrotropin prior to iodine 131 therapy to improve the size reduction of benign nontoxic nodular goiter: a prospective randomized double-blind trial. Arch Intern Med. 2006 Jul 24;166(14):1476-82. doi: 10.1001/archinte.166.14.1476.",Official registry protocol,ClinicalTrials.gov; NCT00145366,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT00150111,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00150111,Methimazole; Rituximab; Immunization with various vaccines,,Odense University Hospital,Odense University Hospital,GD / autoimmune hyperthyroidism,CD20 B-cell depletion,PHASE1; PHASE2,COMPLETED,2003-06,,Denmark,Adults primary,not_applicable,20,,,NON_RANDOMIZED PARALLEL,NONE,,See official registry record,Registry-defined; verify per protocol,See arms,"Time to relapse after cessation of treatment judged at 1, 3, 6, 9 and 12 months post cessation.",Safety; Changes in autoantibodies (monthly); Immunological changes (monthly); Response to vaccines (1 month post-immunization),Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,"El Fassi D, Nielsen CH, Hasselbalch HC, Hegedus L. The rationale for B lymphocyte depletion in Graves' disease. Monoclonal anti-CD20 antibody therapy as a novel treatment option. Eur J Endocrinol. 2006 May;154(5):623-32. doi: 10.1530/eje.1.02140.",Official registry protocol,ClinicalTrials.gov; NCT00150111,official_registry_full_record,2026-09-10,disease-directed standard-of-care or regimen-optimization trial
NCT00150124,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00150124,MTZ+LT4; Methimazole,,Steen Bonnema,Steen Bonnema,GD / autoimmune hyperthyroidism,Antithyroid drug,PHASE4,COMPLETED,2003-01,2008-12,Denmark,Adults primary; mixed disease population—GD-stratified inference required,not_applicable,100,,,RANDOMIZED PARALLEL,NONE,block-replacement therapy; methimazole,See official registry record,Registry-defined; verify per protocol,See arms,Thyroid function after one year of follow-up,Thyroid radioiodine 131I uptake; Thyroid volume after one year of follow-up,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,"Bonnema SJ, Grupe P, Boel-Jorgensen H, Brix TH, Hegedus L. A randomized trial evaluating a block-replacement regimen during radioiodine therapy. Eur J Clin Invest. 2011 Jul;41(7):693-702. doi: 10.1111/j.1365-2362.2010.02452.x. Epub 2010 Dec 22.",Official registry protocol,ClinicalTrials.gov; NCT00150124,official_registry_full_record,2026-09-10,disease-directed standard-of-care or regimen-optimization trial
NCT00150137,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00150137,Methimazole,,Odense University Hospital,Odense University Hospital,GD / autoimmune hyperthyroidism,Antithyroid drug,PHASE4,COMPLETED,2003-01,,Denmark,Adults primary; mixed disease population—GD-stratified inference required,not_applicable,80,,,RANDOMIZED PARALLEL,NONE,,See official registry record,Registry-defined; verify per protocol,See arms,Thyroid function after one year of follow-up,Thyroid radioiodine 131I uptake; Thyroid volume after one year of follow-up,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT00150137,official_registry_full_record,2026-09-10,disease-directed standard-of-care or regimen-optimization trial
NCT00677469,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00677469,Cholestyramine; Cholestyramine,,Shiraz University of Medical Sciences,Shiraz University of Medical Sciences,GD / autoimmune hyperthyroidism,Bile-acid sequestration / thyroid hormone clearance,NA,COMPLETED,2007-07,2008-01,Iran,Adults primary,not_applicable,45,,,RANDOMIZED PARALLEL,TRIPLE,I; II; III,See official registry record,Registry-defined; verify per protocol,See arms,,,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,"Kaykhaei MA, Shams M, Sadegholvad A, Dabbaghmanesh MH, Omrani GR. Low doses of cholestyramine in the treatment of hyperthyroidism. Endocrine. 2008 Aug-Dec;34(1-3):52-5. doi: 10.1007/s12020-008-9107-5. Epub 2008 Oct 23.",Official registry protocol,ClinicalTrials.gov; NCT00677469,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT00917241,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT00917241,MMI combined with IID; MMI,,Xiao-Ming Mao,Xiao-Ming Mao,GD / autoimmune hyperthyroidism,Glucocorticoid,PHASE4,COMPLETED,2004-06,2008-12,,Adults primary,not_applicable,218,,,RANDOMIZED PARALLEL,NONE,MMI+IID group; MMI Group,See official registry record,Registry-defined; verify per protocol,See arms,relapse of hyperthyroidism,,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,"Mao XM, Li HQ, Li Q, Li DM, Xie XJ, Yin GP, Zhang P, Xu XH, Wu JD, Chen SW, Wang SK. Prevention of relapse of Graves' disease by treatment with an intrathyroid injection of dexamethasone. J Clin Endocrinol Metab. 2009 Dec;94(12):4984-91. doi: 10.1210/jc.2009-1252. Epub 2009 Oct 22.",Official registry protocol,ClinicalTrials.gov; NCT00917241,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT01039818,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01039818,Radioiodine; Radioiodine,,Hospital de Clinicas de Porto Alegre,Hospital de Clinicas de Porto Alegre,GD / autoimmune hyperthyroidism,Radioiodine,PHASE3,COMPLETED,1997-02,2011-08,Brazil,Adults primary,not_applicable,30,,,NON_RANDOMIZED PARALLEL,NONE,Radiodine-200µCi; Radiodine-250µCi,See official registry record,Registry-defined; verify per protocol,See arms,"Cure, defined as euthyroidism or permanent hypothyroidism based on FT4 measurements.",Euthyroidism; Permanent hypothyroidism,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,"Andrade VA, Gross JL, Maia AL. Effect of methimazole pretreatment on serum thyroid hormone levels after radioactive treatment in Graves' hyperthyroidism. J Clin Endocrinol Metab. 1999 Nov;84(11):4012-6. doi: 10.1210/jcem.84.11.6149.; Andrade VA, Gross JL, Maia AL. The effect of methimazole pretreatment on the efficacy of radioactive iodine therapy in Graves' hyperthyroidism: one-year follow-up of a prospective, randomized study. J Clin Endocrinol Metab. 2001 Aug;86(8):3488-93. doi: 10.1210/jcem.86.8.7707.; Andrade VA, Gross JL, Maia AL. Serum thyrotropin-receptor autoantibodies levels after I therapy in Graves' patients: effect of pretreatment with methimazole evaluated by a prospective, randomized study. Eur J Endocrinol. 2004 Oct;151(4):467-74. doi: 10.1530/eje.0.1510467.; Andrade VA, Gross JL, Maia AL. [Radioactive iodine therapy in Graves' hyperthyroidism]. Arq Bras Endocrinol Metabol. 2004 Feb;48(1):159-65. doi: 10.1590/s0004-27302004000100017. Epub 2004 Jun 1. Portuguese.; Dora JM, Escouto Machado W, Andrade VA, Scheffel RS, Maia AL. Increasing the radioiodine dose does not improve cure rates in severe graves' hyperthyroidism: a clinical trial with historical control. J Thyroid Res. 2013;2013:958276. doi: 10.1155/2013/958276. Epub 2013 Jul 31.",Official registry protocol,ClinicalTrials.gov; NCT01039818,official_registry_full_record,2026-09-10,disease-directed standard-of-care or regimen-optimization trial
NCT01295333,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01295333,the early prophylactic introduction of low dose of LT4 (50 µg/d) at 15 days post-ablation; The initiation of LT4 as soon as the first biological signs of hypothyroidism.,,Assistance Publique Hopitaux De Marseille,Assistance Publique Hopitaux De Marseille,GD / autoimmune hyperthyroidism,Thyroid hormone replacement,PHASE3,COMPLETED,2011-05,2014-11,France,Adults primary,not_applicable,200,,,RANDOMIZED PARALLEL,SINGLE,conventional approach; experimental approach,See official registry record,Registry-defined; verify per protocol,See arms,will assess differences in terms of quality of life at 3 months using a specific questionnaire (ThyPRO).,"compare quality of life outcomes at different study visits (using ThyPRO and SF36), fatigue (MFIS) and depression (Beck), autoimmune parameters (signs of ophthalmopathy, TSH receptor antibodies assessment), efficacy and medico-economic data.",Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT01295333,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
