blind_order,blind_id,adjudication_batch,claim_id,claim_type,blind_verdict,blind_failure_mode,adjudication_rationale,evidence_reviewed,precheck_status,resolution,source_ids,exact_anchors,canonical_artifact,canonical_row_ids,blind_packet_sha256,review_date,data_cut,review_independence
103,BLIND-0103,BATCH-05,TRIAL-005-INTERPRETATION,trial_primary_interpretation,support,support,"For NCT01950260, the primary interpretation/disposition matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=782 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT01950260 | canonical=result_trial_curation_v2.csv::trial_id=NCT01950260; field=primary_interpretation,PASS,NA (no correction required),782,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT01950260,result_trial_curation_v2.csv,trial_id=NCT01950260; field=primary_interpretation,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
104,BLIND-0104,BATCH-05,POTENTIAL-06,internal_rd_potential_confidence,support,support,"For IBI3031, weighted potential 1.6/3 and evidence-confidence category matched separate canonical fields; the value is retained as an internal hypothesis-weighted metric.","sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=IBI3031;fields=weighted_potential_0_3,evidence_confidence | canonical=pipeline_assets_v2.csv::asset=IBI3031;fields=weighted_potential_0_3,evidence_confidence",PASS,NA (no correction required),NA (internal canonical evidence),"CANONICAL:pipeline_assets_v2.csv::asset=IBI3031;fields=weighted_potential_0_3,evidence_confidence",pipeline_assets_v2.csv,"asset=IBI3031;fields=weighted_potential_0_3,evidence_confidence",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
105,BLIND-0105,BATCH-05,ASSET-008,complete_asset_inventory_row,support,support,"For Cizutamig (CND106), every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=564; 645; 909 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Cizutamig (CND106);row_sha256=968534098754e91f6f5b9a7644fdef6c3f4ead8dfd94918d7212059669aa823c | canonical=pipeline_assets_v2.csv::asset=Cizutamig (CND106),PASS,NA (no correction required),564; 645; 909,CANONICAL:pipeline_assets_v2.csv::asset=Cizutamig (CND106);row_sha256=968534098754e91f6f5b9a7644fdef6c3f4ead8dfd94918d7212059669aa823c,pipeline_assets_v2.csv,asset=Cizutamig (CND106),bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
106,BLIND-0106,BATCH-05,REG-JP-LUMVOA-ACCESS,regional_reimbursement_access_status,support,support,"For SOC-JP-TED-LUMVOA, access text/value matched the canonical SoC field and the claim-specific access/query source subset; authorization and access remained separate.",sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-JP-TED-LUMVOA;field=reimbursement_access | canonical=soc_outcomes_v2.csv::soc_id=SOC-JP-TED-LUMVOA; field=reimbursement_access,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-JP-TED-LUMVOA;field=reimbursement_access,soc_outcomes_v2.csv,soc_id=SOC-JP-TED-LUMVOA; field=reimbursement_access,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
107,BLIND-0107,BATCH-05,REG-UK-LUMVOA-AUTH,regional_authorization_status,support,support,"For SOC-UK-TED-LUMVOA, authorization text/value matched the canonical SoC field and the claim-specific regulator or documented query source subset; unresolved wording was not converted to absence.",sources=749 | exact_anchors=CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-UK-TED-LUMVOA;field=authorization_status_scope | canonical=soc_outcomes_v2.csv::soc_id=SOC-UK-TED-LUMVOA; field=authorization_status_scope,PASS,NA (no correction required),749,CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-UK-TED-LUMVOA;field=authorization_status_scope,soc_outcomes_v2.csv,soc_id=SOC-UK-TED-LUMVOA; field=authorization_status_scope,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
108,BLIND-0108,BATCH-05,TRIAL-019-EFFICACY,trial_efficacy_result,support,support,"For NCT05907668, the efficacy field matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=843 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05907668 | canonical=result_trial_curation_v2.csv::trial_id=NCT05907668; field=efficacy,PASS,NA (no correction required),843,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05907668,result_trial_curation_v2.csv,trial_id=NCT05907668; field=efficacy,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
109,BLIND-0109,BATCH-05,TRIAL-017-EFFICACY,trial_efficacy_result,support,support,"For NCT05176639, the efficacy field matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=829 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05176639 | canonical=result_trial_curation_v2.csv::trial_id=NCT05176639; field=efficacy,PASS,NA (no correction required),829,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05176639,result_trial_curation_v2.csv,trial_id=NCT05176639; field=efficacy,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
110,BLIND-0110,BATCH-05,ASSET-018,complete_asset_inventory_row,support,support,"For K1-70, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=164; 799 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=K1-70;row_sha256=0d0b512fae8dfef2fe6e04436cd9ae381159897d828d00feeaeb599c62b068ec | canonical=pipeline_assets_v2.csv::asset=K1-70,PASS,NA (no correction required),164; 799,CANONICAL:pipeline_assets_v2.csv::asset=K1-70;row_sha256=0d0b512fae8dfef2fe6e04436cd9ae381159897d828d00feeaeb599c62b068ec,pipeline_assets_v2.csv,asset=K1-70,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
111,BLIND-0111,BATCH-05,DOC-CONTROL-004,internal_document_control,support,support,"Verified the frozen plan2.md control anchor and hash for provisional QA state; this is a release-control statement, not an external clinical claim.",sources=NA (internal canonical evidence) | exact_anchors=INTERNAL_PLAN:plan2.md::frozen-contract::provisional QA state | canonical=plan2.md::frozen-contract::provisional QA state,PASS,NA (no correction required),NA (internal canonical evidence),INTERNAL_PLAN:plan2.md::frozen-contract::provisional QA state,plan2.md,frozen-contract::provisional QA state,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
112,BLIND-0112,BATCH-05,TRIAL-007-INTERPRETATION,trial_primary_interpretation,support,support,"For NCT02713256, the primary interpretation/disposition matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=796 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT02713256 | canonical=result_trial_curation_v2.csv::trial_id=NCT02713256; field=primary_interpretation,PASS,NA (no correction required),796,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT02713256,result_trial_curation_v2.csv,trial_id=NCT02713256; field=primary_interpretation,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
113,BLIND-0113,BATCH-05,ASSET-005,complete_asset_inventory_row,support,support,"For Batoclimab, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=683; 812; 813; 824; 836; 837; 838; 843 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Batoclimab;row_sha256=5af2caa9f1531c3dae999b5bf4dee6db8fb1599192a11458f0cfd00faf6c2dba | canonical=pipeline_assets_v2.csv::asset=Batoclimab,PASS,NA (no correction required),683; 812; 813; 824; 836; 837; 838; 843,CANONICAL:pipeline_assets_v2.csv::asset=Batoclimab;row_sha256=5af2caa9f1531c3dae999b5bf4dee6db8fb1599192a11458f0cfd00faf6c2dba,pipeline_assets_v2.csv,asset=Batoclimab,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
114,BLIND-0114,BATCH-05,ENDPOINT-008,analytical_endpoint_definition,support,support,"The frozen trial/SoC endpoint taxonomy separately represents PRR, CAS, diplopia, GO-QOL, overall response, and imaging versus GD biochemical/remission endpoints. The claim is a non-interchangeability rule, not a pooled comparison.",sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:plan2.md | clinical_trials_v2.csv | soc_outcomes_v2.csv::frozen endpoint-semantics contract | clinical_trials.primary_endpoints | soc_outcomes.endpoint_semantics | canonical=plan2.md; clinical_trials_v2.csv; soc_outcomes_v2.csv::frozen endpoint-semantics contract; clinical_trials.primary_endpoints; soc_outcomes.endpoint_semantics,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:plan2.md | clinical_trials_v2.csv | soc_outcomes_v2.csv::frozen endpoint-semantics contract | clinical_trials.primary_endpoints | soc_outcomes.endpoint_semantics,plan2.md; clinical_trials_v2.csv; soc_outcomes_v2.csv,frozen endpoint-semantics contract; clinical_trials.primary_endpoints; soc_outcomes.endpoint_semantics,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
115,BLIND-0115,BATCH-05,DIRECT-MER-TSH-SPARING,direct_program_mechanism_or_status,support,support,"Sponsor/OR31-05 anchors describe TSH non-binding, preserved TSH signaling, and model-specific total-IgG sparing. The claim explicitly labels these sponsor/preclinical and unverified in humans.",sources=6; 8 | exact_anchors=DIRECT_ANCHOR:MER511-SPONSOR-TSH-SPARING-HYPOTHESIS; DIRECT_ANCHOR:MER511-OR31-TSH-SIGNALING; DIRECT_ANCHOR:MER511-OR31-SELECTIVE-DEPLETION-MOUSE | canonical=claim_evidence_anchors_v2.csv::DIRECT_ANCHOR:MER511-SPONSOR-TSH-SPARING-HYPOTHESIS;DIRECT_ANCHOR:MER511-OR31-TSH-SIGNALING;DIRECT_ANCHOR:MER511-OR31-SELECTIVE-DEPLETION-MOUSE,PASS,NA (no correction required),6; 8,DIRECT_ANCHOR:MER511-SPONSOR-TSH-SPARING-HYPOTHESIS; DIRECT_ANCHOR:MER511-OR31-TSH-SIGNALING; DIRECT_ANCHOR:MER511-OR31-SELECTIVE-DEPLETION-MOUSE,claim_evidence_anchors_v2.csv,DIRECT_ANCHOR:MER511-SPONSOR-TSH-SPARING-HYPOTHESIS;DIRECT_ANCHOR:MER511-OR31-TSH-SIGNALING;DIRECT_ANCHOR:MER511-OR31-SELECTIVE-DEPLETION-MOUSE,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
116,BLIND-0116,BATCH-05,METHOD-005,internal_inventory_count,support,support,Recomputed inventory value 0 from registry_cut_reconciliation_2026-09-10.json at field=drift_row_count; frozen artifact hash and claim value matched.,sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:registry_cut_reconciliation_2026-09-10.json::field=drift_row_count | canonical=registry_cut_reconciliation_2026-09-10.json::field=drift_row_count,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:registry_cut_reconciliation_2026-09-10.json::field=drift_row_count,registry_cut_reconciliation_2026-09-10.json,field=drift_row_count,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
117,BLIND-0117,BATCH-05,ASSET-022,complete_asset_inventory_row,support,support,"For LASN01, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=422; 521; 832; 853 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=LASN01;row_sha256=41fe4126561d9dce93a3ec41b83197b4a54edf29a220410c06957f67f8a8f40d | canonical=pipeline_assets_v2.csv::asset=LASN01,PASS,NA (no correction required),422; 521; 832; 853,CANONICAL:pipeline_assets_v2.csv::asset=LASN01;row_sha256=41fe4126561d9dce93a3ec41b83197b4a54edf29a220410c06957f67f8a8f40d,pipeline_assets_v2.csv,asset=LASN01,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
118,BLIND-0118,BATCH-05,ASSET-042,complete_asset_inventory_row,support,support,"For Tofacitinib, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=905 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Tofacitinib;row_sha256=33836bfc423ce42d8f0c9a146654e8c15ceb15dce7dbc717d24fbe92da64167b | canonical=pipeline_assets_v2.csv::asset=Tofacitinib,PASS,NA (no correction required),905,CANONICAL:pipeline_assets_v2.csv::asset=Tofacitinib;row_sha256=33836bfc423ce42d8f0c9a146654e8c15ceb15dce7dbc717d24fbe92da64167b,pipeline_assets_v2.csv,asset=Tofacitinib,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
119,BLIND-0119,BATCH-05,TRIAL-001-EFFICACY,trial_efficacy_result,support,support,"For NCT00595335, the efficacy field matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=762 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT00595335 | canonical=result_trial_curation_v2.csv::trial_id=NCT00595335; field=efficacy,PASS,NA (no correction required),762,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT00595335,result_trial_curation_v2.csv,trial_id=NCT00595335; field=efficacy,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
120,BLIND-0120,BATCH-05,REG-EU-TEPEZZA-AUTH,regional_authorization_status,support,support,"For SOC-EU-TED-TEPEZZA, authorization text/value matched the canonical SoC field and the claim-specific regulator or documented query source subset; unresolved wording was not converted to absence.",sources=729 | exact_anchors=SOURCE_ANCHOR:EU-EMA-TEPEZZA-INDICATION; SOURCE_ANCHOR:EU-EMA-TEPEZZA-AUTH-DATE; CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-EU-TED-TEPEZZA;field=authorization_status_scope | canonical=soc_outcomes_v2.csv::soc_id=SOC-EU-TED-TEPEZZA; field=authorization_status_scope,PASS,NA (no correction required),729,SOURCE_ANCHOR:EU-EMA-TEPEZZA-INDICATION; SOURCE_ANCHOR:EU-EMA-TEPEZZA-AUTH-DATE; CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-EU-TED-TEPEZZA;field=authorization_status_scope,soc_outcomes_v2.csv,soc_id=SOC-EU-TED-TEPEZZA; field=authorization_status_scope,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
121,BLIND-0121,BATCH-05,REG-JP-TEPEZZA-ACCESS,regional_reimbursement_access_status,support,support,"For SOC-JP-TED-TEPEZZA, access text/value matched the canonical SoC field and the claim-specific access/query source subset; authorization and access remained separate.",sources=752 | exact_anchors=CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-JP-TED-TEPEZZA;field=reimbursement_access | canonical=soc_outcomes_v2.csv::soc_id=SOC-JP-TED-TEPEZZA; field=reimbursement_access,PASS,NA (no correction required),752,CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-JP-TED-TEPEZZA;field=reimbursement_access,soc_outcomes_v2.csv,soc_id=SOC-JP-TED-TEPEZZA; field=reimbursement_access,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
122,BLIND-0122,BATCH-05,REG-UK-TEPEZZA-ACCESS,regional_reimbursement_access_status,support,support,"For SOC-UK-TED-TEPEZZA, access text/value matched the canonical SoC field and the claim-specific access/query source subset; authorization and access remained separate.",sources=732; 733 | exact_anchors=SOURCE_ANCHOR:UK-NICE-TEPEZZA-EXPECTED-DATE-TBC; SOURCE_ANCHOR:UK-NICE-TEPEZZA-IN-PROGRESS; SOURCE_ANCHOR:UK-NICE-TEPEZZA-PROVISIONAL-SCHEDULE; SOURCE_ANCHOR:UK-NICE-TEPEZZA-DRAFT-NOT-FINAL; CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-UK-TED-TEPEZZA;field=reimbursement_access | canonical=soc_outcomes_v2.csv::soc_id=SOC-UK-TED-TEPEZZA; field=reimbursement_access,PASS,NA (no correction required),732; 733,SOURCE_ANCHOR:UK-NICE-TEPEZZA-EXPECTED-DATE-TBC; SOURCE_ANCHOR:UK-NICE-TEPEZZA-IN-PROGRESS; SOURCE_ANCHOR:UK-NICE-TEPEZZA-PROVISIONAL-SCHEDULE; SOURCE_ANCHOR:UK-NICE-TEPEZZA-DRAFT-NOT-FINAL; CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-UK-TED-TEPEZZA;field=reimbursement_access,soc_outcomes_v2.csv,soc_id=SOC-UK-TED-TEPEZZA; field=reimbursement_access,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
123,BLIND-0123,BATCH-05,ASSET-040,complete_asset_inventory_row,support,support,"For Teprotumumab, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Teprotumumab;row_sha256=fb3a63174e22fbb733c118b9bdf3cfc461f41d710a1cd3b3866217727ac21080 | canonical=pipeline_assets_v2.csv::asset=Teprotumumab,PASS,NA (no correction required),190; 191; 274; 780; 807; 809; 817; 823; 855; 860; 869; 873; 885; 895; 899; 907,CANONICAL:pipeline_assets_v2.csv::asset=Teprotumumab;row_sha256=fb3a63174e22fbb733c118b9bdf3cfc461f41d710a1cd3b3866217727ac21080,pipeline_assets_v2.csv,asset=Teprotumumab,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
124,BLIND-0124,BATCH-05,METHOD-014,internal_status_count,support,support,Recounted the status-specific trial subset as 1; claim text/value and frozen clinical-trial artifact hash matched.,sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:clinical_trials_v2.csv::field=overall_status | value=SUSPENDED | canonical=clinical_trials_v2.csv::field=overall_status; value=SUSPENDED,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:clinical_trials_v2.csv::field=overall_status | value=SUSPENDED,clinical_trials_v2.csv,field=overall_status; value=SUSPENDED,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
125,BLIND-0125,BATCH-05,POTENTIAL-04,internal_rd_potential_confidence,support,support,"For K1-70, weighted potential 2.05/3 and evidence-confidence category matched separate canonical fields; the value is retained as an internal hypothesis-weighted metric.","sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=K1-70;fields=weighted_potential_0_3,evidence_confidence | canonical=pipeline_assets_v2.csv::asset=K1-70;fields=weighted_potential_0_3,evidence_confidence",PASS,NA (no correction required),NA (internal canonical evidence),"CANONICAL:pipeline_assets_v2.csv::asset=K1-70;fields=weighted_potential_0_3,evidence_confidence",pipeline_assets_v2.csv,"asset=K1-70;fields=weighted_potential_0_3,evidence_confidence",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
126,BLIND-0126,BATCH-06,ENDPOINT-005,analytical_endpoint_definition,support,support,The SoC taxonomy separately encodes relapse after ATD withdrawal and persistent hyperthyroidism after RAI. The claim preserves that prior-therapy-specific distinction.,sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:plan2.md | clinical_trials_v2.csv | soc_outcomes_v2.csv::frozen endpoint-semantics contract | clinical_trials.primary_endpoints | soc_outcomes.endpoint_semantics | canonical=plan2.md; clinical_trials_v2.csv; soc_outcomes_v2.csv::frozen endpoint-semantics contract; clinical_trials.primary_endpoints; soc_outcomes.endpoint_semantics,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:plan2.md | clinical_trials_v2.csv | soc_outcomes_v2.csv::frozen endpoint-semantics contract | clinical_trials.primary_endpoints | soc_outcomes.endpoint_semantics,plan2.md; clinical_trials_v2.csv; soc_outcomes_v2.csv,frozen endpoint-semantics contract; clinical_trials.primary_endpoints; soc_outcomes.endpoint_semantics,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
127,BLIND-0127,BATCH-06,ASSET-SUMMARY-TIERS,internal_asset_tier_count,support,support,Recomputed the full six-tier distribution from all 48 canonical asset rows; the serialized count dictionary matched exactly.,sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:pipeline_assets_v2.csv::field=core_adjacent_tier | canonical=pipeline_assets_v2.csv::field=core_adjacent_tier,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:pipeline_assets_v2.csv::field=core_adjacent_tier,pipeline_assets_v2.csv,field=core_adjacent_tier,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
128,BLIND-0128,BATCH-06,TRIAL-025-INTERPRETATION,trial_primary_interpretation,support,support,"For NCT06384547, the primary interpretation/disposition matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=859 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT06384547 | canonical=result_trial_curation_v2.csv::trial_id=NCT06384547; field=primary_interpretation,PASS,NA (no correction required),859,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT06384547,result_trial_curation_v2.csv,trial_id=NCT06384547; field=primary_interpretation,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
129,BLIND-0129,BATCH-06,TRIAL-015-EFFICACY,trial_efficacy_result,support,support,"For NCT04583735, the efficacy field matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=817 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT04583735 | canonical=result_trial_curation_v2.csv::trial_id=NCT04583735; field=efficacy,PASS,NA (no correction required),817,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT04583735,result_trial_curation_v2.csv,trial_id=NCT04583735; field=efficacy,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
130,BLIND-0130,BATCH-06,DIRECT-LCA-PHASE-STATUS,direct_program_mechanism_or_status,support,support,"The CTIS exact anchors identify LCA-0321-01 as Phase 1, first administration to humans, SAD/MAD, and ongoing/recruiting at the frozen cut.",sources=2 | exact_anchors=DIRECT_ANCHOR:LCA0321-CTIS-PHASE-STATUS; DIRECT_ANCHOR:LCA0321-CTIS-SAD-MAD-TITLE | canonical=claim_evidence_anchors_v2.csv::DIRECT_ANCHOR:LCA0321-CTIS-PHASE-STATUS;DIRECT_ANCHOR:LCA0321-CTIS-SAD-MAD-TITLE,PASS,NA (no correction required),2,DIRECT_ANCHOR:LCA0321-CTIS-PHASE-STATUS; DIRECT_ANCHOR:LCA0321-CTIS-SAD-MAD-TITLE,claim_evidence_anchors_v2.csv,DIRECT_ANCHOR:LCA0321-CTIS-PHASE-STATUS;DIRECT_ANCHOR:LCA0321-CTIS-SAD-MAD-TITLE,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
131,BLIND-0131,BATCH-06,HIST-KR-RAI-UNIFORM,historical_failed_claim,insufficient,insufficient,"The table says prophylaxis recommended, whereas the narrative says may be considered. One uniform recommendation strength is not supported by both exact anchors.",sources=28 | exact_anchors=SOURCE_ANCHOR:KR-KTA2025-RAI-R5.3-NARRATIVE; SOURCE_ANCHOR:KR-KTA2025-RAI-R5.3-TABLE | canonical=source_anchors_v2.csv::SOURCE_ANCHOR:KR-KTA2025-RAI-R5.3-NARRATIVE;SOURCE_ANCHOR:KR-KTA2025-RAI-R5.3-TABLE,PASS,Ledger-only; corrected by SOC-CONFLICT-KR-RAI with Severity 3 disclosure.,28,SOURCE_ANCHOR:KR-KTA2025-RAI-R5.3-NARRATIVE; SOURCE_ANCHOR:KR-KTA2025-RAI-R5.3-TABLE,source_anchors_v2.csv,SOURCE_ANCHOR:KR-KTA2025-RAI-R5.3-NARRATIVE;SOURCE_ANCHOR:KR-KTA2025-RAI-R5.3-TABLE,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
132,BLIND-0132,BATCH-06,TRIAL-023-INTERPRETATION,trial_primary_interpretation,support,support,"For NCT06179875, the primary interpretation/disposition matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=852 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT06179875 | canonical=result_trial_curation_v2.csv::trial_id=NCT06179875; field=primary_interpretation,PASS,NA (no correction required),852,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT06179875,result_trial_curation_v2.csv,trial_id=NCT06179875; field=primary_interpretation,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
